YEAR_MONTH,REGION_CODE,REGION_NAME,BNF_CHEMICAL_SUBSTANCE_CODE,BNF_CHEMICAL_SUBSTANCE,ITEMS,NIC
202101,Y56,LONDON,0101021B0,Alginic acid compound preparations,38550.0,201644.65
202101,Y56,LONDON,0102000J0,Dicycloverine hydrochloride,164.0,33112.79
202101,Y56,LONDON,0102000L0,Glycopyrronium bromide,801.0,252101.4
202101,Y56,LONDON,0102000N0,Hyoscine butylbromide,10281.0,41760.02
202101,Y56,LONDON,0102000P0,Mebeverine hydrochloride,13512.0,83938.17
202101,Y56,LONDON,0102000T0,Peppermint oil,4877.0,39212.98
202101,Y56,LONDON,0102000Y0,Propantheline bromide,409.0,8367.62
202101,Y56,LONDON,0103010H0,Famotidine,5383.0,166294.39
202101,Y56,LONDON,0103010N0,Nizatidine,899.0,17779.55
202101,Y56,LONDON,0103030S0,Sucralfate,262.0,54968.89
202101,Y56,LONDON,0103050E0,Esomeprazole,17609.0,167661.63999999998
202101,Y56,LONDON,0103050L0,Lansoprazole,294648.0,464170.35
202101,Y56,LONDON,0103050P0,Omeprazole,338019.0,962236.67
202101,Y56,LONDON,0103050R0,Pantoprazole,13190.0,43731.89
202101,Y56,LONDON,0104020L0,Loperamide hydrochloride,12311.0,93434.18
202101,Y56,LONDON,0105010B0,Mesalazine (Systemic),17207.0,1157017.19
202101,Y56,LONDON,0105010E0,Sulfasalazine,6407.0,80016.46
202101,Y56,LONDON,0105020A0,Budesonide,768.0,61316.02
202101,Y56,LONDON,0105020D0,Prednisolone sodium metasulphobenzoate,214.0,66198.0
202101,Y56,LONDON,0105020E0,Prednisolone sodium phosphate,37.0,6756.240000000001
202101,Y56,LONDON,0105040A0,Sodium cromoglicate,133.0,9939.45
202101,Y56,LONDON,0106010E0,Ispaghula husk,8255.0,51830.53
202101,Y56,LONDON,0106020C0,Bisacodyl,17103.0,35259.71
202101,Y56,LONDON,0106020I0,Docusate sodium,21835.0,112288.81
202101,Y56,LONDON,0106020M0,Senna,59768.0,135193.16
202101,Y56,LONDON,0106020P0,Sodium picosulfate,1121.0,9266.15
202101,Y56,LONDON,0106040G0,Lactulose,29317.0,123358.85
202101,Y56,LONDON,0106040M0,Macrogol 3350,62234.0,484387.36
202101,Y56,LONDON,0106040N0,Phosphates (Rectal),822.0,105896.49
202101,Y56,LONDON,0106070A0,Prucalopride,1518.0,96420.41
202101,Y56,LONDON,0106070B0,Linaclotide,503.0,25240.32
202101,Y56,LONDON,0107020J0,Hydrocortisone,8641.0,51090.93
202101,Y56,LONDON,0107040A0,Glyceryl trinitrate,1248.0,50670.59
202101,Y56,LONDON,0109010U0,Ursodeoxycholic acid,3345.0,113251.73
202101,Y56,LONDON,0109040N0,Pancreatin,6101.0,365079.27
202101,Y56,LONDON,0201010F0,Digoxin,24568.0,30496.65
202101,Y56,LONDON,0202010B0,Bendroflumethiazide,65635.0,74354.64
202101,Y56,LONDON,0202010P0,Indapamide,61546.0,253618.08
202101,Y56,LONDON,0202020D0,Bumetanide,21192.0,53141.490000000005
202101,Y56,LONDON,0202020L0,Furosemide,105160.0,110685.11
202101,Y56,LONDON,0202030C0,Amiloride hydrochloride,1630.0,88200.9
202101,Y56,LONDON,0202030S0,Spironolactone,31409.0,62353.15
202101,Y56,LONDON,0202030X0,Eplerenone,11480.0,85721.17
202101,Y56,LONDON,0204000AB,Nebivolol,5066.0,23845.16
202101,Y56,LONDON,0204000E0,Atenolol,43866.0,47995.44
202101,Y56,LONDON,0204000H0,Bisoprolol fumarate,257995.0,277042.26
202101,Y56,LONDON,0204000K0,Metoprolol tartrate,4741.0,22719.53
202101,Y56,LONDON,0204000R0,Propranolol hydrochloride,46377.0,210126.39
202101,Y56,LONDON,0205020M0,Moxonidine,3603.0,40539.57
202101,Y56,LONDON,0205040D0,Doxazosin mesilate,86879.0,219484.75
202101,Y56,LONDON,0205051I0,Enalapril maleate,17189.0,191685.95
202101,Y56,LONDON,0205051L0,Lisinopril,68304.0,124492.13
202101,Y56,LONDON,0205051M0,Perindopril erbumine,29530.0,118860.36
202101,Y56,LONDON,0205051R0,Ramipril,306401.0,477773.13
202101,Y56,LONDON,0205052AE,Sacubitril/valsartan,3774.0,301182.11
202101,Y56,LONDON,0205052C0,Candesartan cilexetil,63175.0,203558.22
202101,Y56,LONDON,0205052I0,Irbesartan,28355.0,198084.84
202101,Y56,LONDON,0205052N0,Losartan potassium,124923.0,294790.92
202101,Y56,LONDON,0205052V0,Valsartan,3392.0,63211.13
202101,Y56,LONDON,0206010F0,Glyceryl trinitrate,13566.0,50658.68
202101,Y56,LONDON,0206010K0,Isosorbide mononitrate,42295.0,141681.65
202101,Y56,LONDON,0206020A0,Amlodipine,403525.0,556659.95
202101,Y56,LONDON,0206020C0,Diltiazem hydrochloride,20605.0,206187.11
202101,Y56,LONDON,0206020F0,Felodipine,23237.0,159651.27
202101,Y56,LONDON,0206020L0,Lercanidipine hydrochloride,13340.0,43945.11
202101,Y56,LONDON,0206020R0,Nifedipine,17561.0,167717.45
202101,Y56,LONDON,0206020T0,Verapamil hydrochloride,4885.0,40115.37
202101,Y56,LONDON,0206030N0,Nicorandil,11636.0,40800.81
202101,Y56,LONDON,0206030Y0,Ivabradine,5211.0,65141.16
202101,Y56,LONDON,0206030Z0,Ranolazine,6937.0,250871.71
202101,Y56,LONDON,0207020Y0,Midodrine hydrochloride,1253.0,58564.07
202101,Y56,LONDON,0208010D0,Enoxaparin,1206.0,143849.3
202101,Y56,LONDON,0208010L0,Dalteparin sodium,397.0,46901.65
202101,Y56,LONDON,0208010W0,Tinzaparin sodium,663.0,113064.39
202101,Y56,LONDON,0208020AA,Edoxaban,12480.0,582043.0
202101,Y56,LONDON,0208020V0,Warfarin sodium,39151.0,78809.23
202101,Y56,LONDON,0208020W0,INR blood testing reagents,321.0,29511.59
202101,Y56,LONDON,0208020X0,Dabigatran etexilate,1481.0,78970.1
202101,Y56,LONDON,0208020Y0,Rivaroxaban,43103.0,2139859.8
202101,Y56,LONDON,0208020Z0,Apixaban,67989.0,2908541.92
202101,Y56,LONDON,0209000A0,Aspirin,226904.0,252651.86
202101,Y56,LONDON,0209000C0,Clopidogrel,104391.0,156603.3
202101,Y56,LONDON,0209000L0,Dipyridamole,1873.0,30449.73
202101,Y56,LONDON,0209000Z0,Ticagrelor,5977.0,330257.0
202101,Y56,LONDON,0211000P0,Tranexamic acid,6861.0,66094.03
202101,Y56,LONDON,0212000AA,Rosuvastatin calcium,30009.0,80105.53
202101,Y56,LONDON,0212000AB,Omega-3-acid ethyl esters,1545.0,52503.97
202101,Y56,LONDON,0212000AD,Colesevelam hydrochloride,1569.0,149758.73
202101,Y56,LONDON,0212000B0,Atorvastatin,576852.0,1013261.81
202101,Y56,LONDON,0212000F0,Colestyramine,936.0,27473.96
202101,Y56,LONDON,0212000L0,Ezetimibe,22747.0,70074.92
202101,Y56,LONDON,0212000P0,Fenofibrate,6196.0,33906.54
202101,Y56,LONDON,0212000X0,Pravastatin sodium,19432.0,34793.5
202101,Y56,LONDON,0212000Y0,Simvastatin,172910.0,246751.37
202101,Y56,LONDON,0301011AB,Beclometdiprop/formoterol/glycopyrronium,6363.0,344118.5
202101,Y56,LONDON,0301011R0,Salbutamol,198303.0,527060.42
202101,Y56,LONDON,0301011U0,Salmeterol,2077.0,86814.68000000001
202101,Y56,LONDON,0301011V0,Terbutaline sulphate,3176.0,36872.98
202101,Y56,LONDON,0301020Q0,Tiotropium bromide,28077.0,1026153.89
202101,Y56,LONDON,0301020R0,Aclidinium bromide,1207.0,50115.0
202101,Y56,LONDON,0301020S0,Glycopyrronium bromide,2338.0,84553.62
202101,Y56,LONDON,0301020T0,Umeclidinium bromide,3288.0,114675.0
202101,Y56,LONDON,0301030S0,Theophylline,2431.0,7532.57
202101,Y56,LONDON,0301040V0,Aclidinium bromide/formoterol,1439.0,61457.5
202101,Y56,LONDON,0301040W0,Umeclidinium bromide/vilanterol,5262.0,222885.0
202101,Y56,LONDON,0301040X0,Tiotropium bromide/olodaterol,1415.0,56355.0
202101,Y56,LONDON,0301040Y0,Indacaterol/glycopyrronium,1853.0,80090.48
202101,Y56,LONDON,0302000C0,Beclometasone dipropionate,115329.0,2511099.76
202101,Y56,LONDON,0302000K0,Budesonide,35570.0,1409111.98
202101,Y56,LONDON,0302000N0,Fluticasone propionate (Inhalation),37576.0,1367964.08
202101,Y56,LONDON,0302000V0,Fluticasone furoate (Inhalation),11821.0,490707.0
202101,Y56,LONDON,0303020G0,Montelukast,31712.0,97497.57
202101,Y56,LONDON,0304010E0,Fexofenadine hydrochloride,36220.0,145919.63
202101,Y56,LONDON,0304010G0,Chlorphenamine maleate,9332.0,38341.38
202101,Y56,LONDON,0304010I0,Cetirizine hydrochloride,41584.0,60899.71
202101,Y56,LONDON,0304010W0,Promethazine hydrochloride,31921.0,86112.23999999999
202101,Y56,LONDON,0304010Y0,Alimemazine tartrate,206.0,59311.26
202101,Y56,LONDON,0304030C0,Adrenaline,4329.0,309358.79
202101,Y56,LONDON,0307000C0,Acetylcysteine,156.0,10167.48
202101,Y56,LONDON,0307000J0,Carbocisteine,26323.0,129685.53
202101,Y56,LONDON,0307000K0,Dornase alfa,52.0,36669.63
202101,Y56,LONDON,0401010AD,Melatonin,16752.0,521485.15
202101,Y56,LONDON,0401010B0,Chloral hydrate,139.0,26499.38
202101,Y56,LONDON,0401010R0,Nitrazepam,2450.0,30699.06
202101,Y56,LONDON,0401010T0,Temazepam,6109.0,23071.95
202101,Y56,LONDON,0401010Z0,Zopiclone,52697.0,42578.85
202101,Y56,LONDON,0401020B0,Buspirone hydrochloride,976.0,13816.94
202101,Y56,LONDON,0401020K0,Diazepam,39511.0,65403.84
202101,Y56,LONDON,0401020P0,Lorazepam,9273.0,54778.82
202101,Y56,LONDON,040201030,Risperidone,27854.0,86935.56
202101,Y56,LONDON,040201060,Olanzapine,39078.0,142445.79
202101,Y56,LONDON,0402010A0,Amisulpride,7606.0,59470.09
202101,Y56,LONDON,0402010AB,Quetiapine,40929.0,401266.07
202101,Y56,LONDON,0402010AD,Aripiprazole,22352.0,97013.38
202101,Y56,LONDON,0402010AI,Lurasidone,588.0,44148.24
202101,Y56,LONDON,0402010D0,Chlorpromazine hydrochloride,2366.0,54183.79
202101,Y56,LONDON,0402010J0,Haloperidol,4404.0,152724.9
202101,Y56,LONDON,0402010S0,Promazine hydrochloride,158.0,7474.36
202101,Y56,LONDON,0402020AB,Paliperidone,288.0,106184.77
202101,Y56,LONDON,0402020AD,Aripiprazole,262.0,71633.25
202101,Y56,LONDON,0402030K0,Lithium carbonate,9540.0,41526.0
202101,Y56,LONDON,0402030Q0,Valproic acid,4433.0,53036.04
202101,Y56,LONDON,0403010B0,Amitriptyline hydrochloride,114408.0,225147.44
202101,Y56,LONDON,0403010F0,Clomipramine hydrochloride,1865.0,17575.23
202101,Y56,LONDON,0403010J0,Dosulepin hydrochloride,3571.0,48984.72
202101,Y56,LONDON,0403010L0,Doxepin,201.0,36514.24
202101,Y56,LONDON,0403010R0,Lofepramine hydrochloride,1337.0,24438.97
202101,Y56,LONDON,0403010V0,Nortriptyline,6672.0,26442.03
202101,Y56,LONDON,0403010X0,Trazodone hydrochloride,5669.0,26768.84
202101,Y56,LONDON,0403010Y0,Trimipramine maleate,303.0,131209.27
202101,Y56,LONDON,0403020Q0,Tranylcypromine sulfate,70.0,77731.70999999999
202101,Y56,LONDON,0403030D0,Citalopram hydrobromide,122054.0,177399.38999999998
202101,Y56,LONDON,0403030E0,Fluoxetine hydrochloride,54188.0,218347.97
202101,Y56,LONDON,0403030P0,Paroxetine hydrochloride,12335.0,42443.86
202101,Y56,LONDON,0403030Q0,Sertraline hydrochloride,171000.0,1367616.91
202101,Y56,LONDON,0403030X0,Escitalopram,14182.0,38650.67
202101,Y56,LONDON,0403040AB,Vortioxetine,1913.0,47907.09
202101,Y56,LONDON,0403040W0,Venlafaxine,41526.0,283107.51
202101,Y56,LONDON,0403040X0,Mirtazapine,101730.0,251534.15
202101,Y56,LONDON,0403040Y0,Duloxetine hydrochloride,21658.0,80855.6
202101,Y56,LONDON,0404000L0,Dexamfetamine sulfate,1082.0,104364.8
202101,Y56,LONDON,0404000M0,Methylphenidate hydrochloride,11453.0,385375.6
202101,Y56,LONDON,0404000S0,Atomoxetine hydrochloride,1503.0,88694.38
202101,Y56,LONDON,0404000U0,Lisdexamfetamine dimesylate,3909.0,276872.83
202101,Y56,LONDON,0404000V0,Guanfacine,461.0,34655.14
202101,Y56,LONDON,0405010P0,Orlistat,4486.0,132867.29
202101,Y56,LONDON,0406000A0,Hyoscine,1230.0,80405.77
202101,Y56,LONDON,0406000AA,Doxylamine succinate/pyridoxine hydrochloride,55.0,2889.9
202101,Y56,LONDON,0406000B0,Betahistine hydrochloride,14199.0,34977.1
202101,Y56,LONDON,0406000F0,Cyclizine hydrochloride,9938.0,35731.53
202101,Y56,LONDON,0406000J0,Domperidone,4031.0,36855.41
202101,Y56,LONDON,0406000P0,Metoclopramide hydrochloride,7463.0,31578.76
202101,Y56,LONDON,0406000S0,Ondansetron hydrochloride,2435.0,53840.52
202101,Y56,LONDON,0406000T0,Prochlorperazine maleate,15602.0,56127.76
202101,Y56,LONDON,0407010F0,Co-codamol (Codeine phosphate/paracetamol),121450.0,707068.28
202101,Y56,LONDON,0407010H0,Paracetamol,133796.0,564781.5
202101,Y56,LONDON,0407010N0,Co-dydramol (Dihydrocodeine/paracetamol),26170.0,159793.86
202101,Y56,LONDON,0407010P0,Nefopam hydrochloride,1349.0,12952.83
202101,Y56,LONDON,040702040,Tramadol hydrochloride,42755.0,184512.5
202101,Y56,LONDON,0407020A0,Fentanyl,5084.0,258484.56
202101,Y56,LONDON,0407020AD,Oxycodone hydrochloride,11706.0,290006.31
202101,Y56,LONDON,0407020AG,Tapentadol hydrochloride,2418.0,111517.02
202101,Y56,LONDON,0407020B0,Buprenorphine,22987.0,479476.69
202101,Y56,LONDON,0407020C0,Codeine phosphate,25323.0,84878.21
202101,Y56,LONDON,0407020G0,Dihydrocodeine tartrate,10978.0,43350.77
202101,Y56,LONDON,0407020Q0,Morphine sulfate,19659.0,164758.06
202101,Y56,LONDON,0407041R0,Rizatriptan,2897.0,66225.03
202101,Y56,LONDON,0407041T0,Sumatriptan succinate,18703.0,170532.47
202101,Y56,LONDON,0407041Z0,Zolmitriptan,3338.0,74217.26
202101,Y56,LONDON,0407042F0,Clonidine hydrochloride,1917.0,89234.58
202101,Y56,LONDON,040801050,Topiramate,9203.0,125853.97
202101,Y56,LONDON,040801060,Clobazam,3851.0,115340.95
202101,Y56,LONDON,0408010A0,Levetiracetam,34398.0,319734.79
202101,Y56,LONDON,0408010AD,Zonisamide,1816.0,123774.99
202101,Y56,LONDON,0408010AE,Pregabalin,64927.0,363291.92
202101,Y56,LONDON,0408010AH,Lacosamide,2815.0,224754.94
202101,Y56,LONDON,0408010AI,Eslicarbazepine acetate,208.0,27076.5
202101,Y56,LONDON,0408010AK,Perampanel,626.0,82012.5
202101,Y56,LONDON,0408010AL,Brivaracetam,345.0,44126.42
202101,Y56,LONDON,0408010C0,Carbamazepine,22718.0,139811.99
202101,Y56,LONDON,0408010D0,Oxcarbazepine,2080.0,59003.65
202101,Y56,LONDON,0408010F0,Clonazepam,12389.0,171128.16999999998
202101,Y56,LONDON,0408010G0,Gabapentin,49367.0,305767.19
202101,Y56,LONDON,0408010H0,Lamotrigine,33201.0,295269.34
202101,Y56,LONDON,0408010I0,Ethosuximide,344.0,148437.91
202101,Y56,LONDON,0408010Q0,Phenytoin sodium,6580.0,78476.53
202101,Y56,LONDON,0408010U0,Primidone,1201.0,83101.06999999999
202101,Y56,LONDON,0408010W0,Sodium valproate,32642.0,417243.19
202101,Y56,LONDON,0408020V0,Midazolam maleate,168.0,31615.76
202101,Y56,LONDON,0408020W0,Midazolam hydrochloride,990.0,106243.13
202101,Y56,LONDON,0409010A0,Apomorphine hydrochloride,25.0,15641.01
202101,Y56,LONDON,0409010AB,Opicapone,249.0,19487.38
202101,Y56,LONDON,0409010B0,Amantadine hydrochloride,1262.0,37635.97
202101,Y56,LONDON,0409010H0,Ropinirole hydrochloride,4347.0,97695.98
202101,Y56,LONDON,0409010K0,Co-beneldopa (Benserazide/levodopa),7156.0,42161.86
202101,Y56,LONDON,0409010N0,Co-careldopa (Carbidopa/levodopa),16323.0,222314.49
202101,Y56,LONDON,0409010W0,Pramipexole,2245.0,78120.37
202101,Y56,LONDON,0409010X0,Levodopa/carbidopa/entacapone,1391.0,72168.91
202101,Y56,LONDON,0409010Z0,Rotigotine,968.0,138428.63999999998
202101,Y56,LONDON,0409020C0,Trihexyphenidyl hydrochloride,1876.0,43921.89
202101,Y56,LONDON,0409020S0,Procyclidine hydrochloride,15231.0,39282.32
202101,Y56,LONDON,0409030R0,Riluzole,218.0,9065.27
202101,Y56,LONDON,0410020B0,Nicotine,4638.0,144704.88
202101,Y56,LONDON,0410030A0,Buprenorphine hydrochloride,9500.0,268887.43
202101,Y56,LONDON,0410030C0,Methadone hydrochloride,21337.0,172194.52
202101,Y56,LONDON,0411000D0,Donepezil hydrochloride,27363.0,39081.42
202101,Y56,LONDON,0411000E0,Rivastigmine,4427.0,119338.76
202101,Y56,LONDON,0411000F0,Galantamine,922.0,31656.09
202101,Y56,LONDON,0411000G0,Memantine hydrochloride,17670.0,76919.63
202101,Y56,LONDON,0501011P0,Phenoxymethylpenicillin (Penicillin V),16409.0,75648.85
202101,Y56,LONDON,0501012G0,Flucloxacillin sodium,33892.0,114908.09
202101,Y56,LONDON,0501013B0,Amoxicillin,85166.0,135771.19
202101,Y56,LONDON,0501013K0,Co-amoxiclav (Amoxicillin/clavulanic acid),16444.0,54192.490000000005
202101,Y56,LONDON,0501015P0,Pivmecillinam hydrochloride,1702.0,14371.56
202101,Y56,LONDON,0501021L0,Cefalexin,8516.0,24044.43
202101,Y56,LONDON,0501030F0,Demeclocycline hydrochloride,70.0,27894.1
202101,Y56,LONDON,0501030I0,Doxycycline hyclate,33387.0,84098.74
202101,Y56,LONDON,0501030L0,Lymecycline,10165.0,164684.09
202101,Y56,LONDON,0501030T0,Oxytetracycline,1379.0,40626.18
202101,Y56,LONDON,0501050A0,Azithromycin,7809.0,58421.84
202101,Y56,LONDON,0501050B0,Clarithromycin,17177.0,58281.72
202101,Y56,LONDON,0501050C0,Erythromycin,4700.0,50859.49
202101,Y56,LONDON,0501050H0,Erythromycin ethylsuccinate,1244.0,18097.25
202101,Y56,LONDON,0501070I0,Colistimethate sodium,215.0,46526.16
202101,Y56,LONDON,0501070X0,Rifaximin,765.0,101635.04
202101,Y56,LONDON,0501080W0,Trimethoprim,12800.0,43643.41
202101,Y56,LONDON,0501110C0,Metronidazole,20838.0,73636.69
202101,Y56,LONDON,0501130H0,Methenamine hippurate,1438.0,27791.63
202101,Y56,LONDON,0501130R0,Nitrofurantoin,45182.0,410125.87
202101,Y56,LONDON,0502030B0,Nystatin,6044.0,12417.8
202101,Y56,LONDON,0502050C0,Terbinafine hydrochloride,3329.0,19204.97
202101,Y56,LONDON,0503021A0,Valaciclovir,807.0,88338.83
202101,Y56,LONDON,0503021C0,Aciclovir,10921.0,49984.07
202101,Y56,LONDON,0503021E0,Famciclovir,88.0,65764.68
202101,Y56,LONDON,0504010Y0,Quinine sulfate,22830.0,67945.09
202101,Y56,LONDON,0505060I0,Ivermectin,11.0,2722.11
202101,Y56,LONDON,0601011A0,Insulin aspart,22139.0,1029112.6
202101,Y56,LONDON,0601011L0,Insulin Lispro,4204.0,206595.86
202101,Y56,LONDON,0601011P0,Insulin glulisine,680.0,28968.04
202101,Y56,LONDON,0601012D0,Biphasic isophane insulin,6170.0,210186.5
202101,Y56,LONDON,0601012F0,Biphasic insulin lispro,2957.0,174012.63999999998
202101,Y56,LONDON,0601012S0,Isophane insulin,7421.0,202832.16
202101,Y56,LONDON,0601012V0,Insulin glargine,19113.0,917774.83
202101,Y56,LONDON,0601012W0,Biphasic insulin aspart,8971.0,463424.73
202101,Y56,LONDON,0601012X0,Insulin detemir,7759.0,456381.72
202101,Y56,LONDON,0601012Z0,Insulin degludec,3744.0,217612.68
202101,Y56,LONDON,0601021M0,Gliclazide,107203.0,351507.43
202101,Y56,LONDON,0601022B0,Metformin hydrochloride,335561.0,1778405.02
202101,Y56,LONDON,0601023AB,Liraglutide,4167.0,552067.5599999999
202101,Y56,LONDON,0601023AC,Saxagliptin,2352.0,81864.3
202101,Y56,LONDON,0601023AD,Metformin hydrochloride/sitagliptin,6062.0,228283.06
202101,Y56,LONDON,0601023AE,Linagliptin,40996.0,1057282.51
202101,Y56,LONDON,0601023AG,Dapagliflozin,19610.0,858257.13
202101,Y56,LONDON,0601023AK,Alogliptin,4416.0,131601.59999999998
202101,Y56,LONDON,0601023AL,Dapagliflozin/metformin,945.0,47671.96
202101,Y56,LONDON,0601023AM,Canagliflozin,7189.0,326949.46
202101,Y56,LONDON,0601023AN,Empagliflozin,24076.0,1006018.12
202101,Y56,LONDON,0601023AQ,Dulaglutide,7454.0,672966.0499999999
202101,Y56,LONDON,0601023AR,Empagliflozin/metformin,1749.0,74156.0
202101,Y56,LONDON,0601023AW,Semaglutide,3105.0,353088.37
202101,Y56,LONDON,0601023X0,Sitagliptin,61054.0,2089509.17
202101,Y56,LONDON,0601023Y0,Exenatide,578.0,61611.22
202101,Y56,LONDON,0601040I0,Glucose,1950.0,21901.02
202101,Y56,LONDON,0601060D0,Glucose blood testing reagents,78064.0,1632984.32
202101,Y56,LONDON,0601060W0,Ketone blood testing reagents,2423.0,80383.05
202101,Y56,LONDON,0602010M0,Liothyronine sodium,423.0,117987.22
202101,Y56,LONDON,0602010V0,Levothyroxine sodium,334050.0,810994.46
202101,Y56,LONDON,0602020D0,Carbimazole,8325.0,50392.92
202101,Y56,LONDON,0603010I0,Fludrocortisone acetate,5155.0,64344.1
202101,Y56,LONDON,0603020J0,Hydrocortisone,4638.0,65654.77
202101,Y56,LONDON,0603020T0,Prednisolone,52163.0,146667.79
202101,Y56,LONDON,0604011G0,Estradiol,15206.0,154727.17
202101,Y56,LONDON,0604011L0,Estradiol with progestogen,12353.0,271971.5
202101,Y56,LONDON,0604012M0,Medroxyprogesterone acetate,1123.0,13411.81
202101,Y56,LONDON,0604012P0,Norethisterone,2716.0,14490.59
202101,Y56,LONDON,0604012S0,Progesterone,5913.0,85086.85
202101,Y56,LONDON,0604020C0,Finasteride,39070.0,57592.37
202101,Y56,LONDON,0604020K0,Testosterone,2550.0,106346.92
202101,Y56,LONDON,0604020T0,Testosterone undecanoate,1070.0,102785.07
202101,Y56,LONDON,0605010S0,Somatropin,459.0,273209.0
202101,Y56,LONDON,0605020E0,Desmopressin acetate,2594.0,161928.16999999998
202101,Y56,LONDON,0606020A0,Alendronic acid,58061.0,94581.14
202101,Y56,LONDON,0606020W0,Ibandronic acid,900.0,16948.78
202101,Y56,LONDON,0606020Z0,Denosumab,219.0,41077.3
202101,Y56,LONDON,0607010C0,Cabergoline,1232.0,59450.88
202101,Y56,LONDON,0702010F0,Estriol,5700.0,78100.64
202101,Y56,LONDON,0702010G0,Estradiol,6519.0,116221.75
202101,Y56,LONDON,0702020F0,Clotrimazole,10180.0,78141.72
202101,Y56,LONDON,0703010E0,Combined ethinylestradiol 20mcg,5525.0,83173.08
202101,Y56,LONDON,0703010F0,Combined ethinylestradiol 30mcg,34458.0,233774.06
202101,Y56,LONDON,0703021Q0,Desogestrel,27868.0,135974.46
202101,Y56,LONDON,0703022M0,Medroxyprogesterone acetate,4988.0,32518.39
202101,Y56,LONDON,0703022P0,Etonogestrel,464.0,38878.38
202101,Y56,LONDON,0703023L0,Levonorgestrel,664.0,57435.72
202101,Y56,LONDON,0704010A0,Alfuzosin hydrochloride,5386.0,70140.73999999999
202101,Y56,LONDON,0704010U0,Tamsulosin hydrochloride,79467.0,247235.51
202101,Y56,LONDON,0704020AB,Solifenacin,29295.0,79253.13
202101,Y56,LONDON,0704020AC,Darifenacin hydrobromide,907.0,19984.51
202101,Y56,LONDON,0704020AD,Fesoterodine fumarate,2625.0,60370.04
202101,Y56,LONDON,0704020AE,Mirabegron,19201.0,477886.5
202101,Y56,LONDON,0704020J0,Oxybutynin,14234.0,155288.0
202101,Y56,LONDON,0704020N0,Tolterodine,10171.0,146105.12
202101,Y56,LONDON,0704020Z0,Trospium chloride,1852.0,19060.9
202101,Y56,LONDON,0704050B0,Alprostadil,1289.0,79675.01
202101,Y56,LONDON,0704050R0,Tadalafil,9662.0,74171.92
202101,Y56,LONDON,0704050Z0,Sildenafil (Erectile Dysfunction),33521.0,91601.86
202101,Y56,LONDON,0801030P0,Methotrexate,112.0,7355.0
202101,Y56,LONDON,0802010M0,Mycophenolate mofetil,2256.0,53276.98
202101,Y56,LONDON,0802020G0,Ciclosporin,429.0,35728.29
202101,Y56,LONDON,0802020T0,Tacrolimus,1129.0,224144.79
202101,Y56,LONDON,0803041C0,Exemestane,1108.0,48241.44
202101,Y56,LONDON,0803041L0,Letrozole,11085.0,47510.55
202101,Y56,LONDON,0803041S0,Tamoxifen citrate,6459.0,105105.41
202101,Y56,LONDON,0803042K0,Goserelin acetate,2876.0,468785.0
202101,Y56,LONDON,0803042N0,Leuprorelin acetate,1641.0,322478.64
202101,Y56,LONDON,0803042R0,Degarelix,51.0,7115.35
202101,Y56,LONDON,0803042S0,Triptorelin embonate,34.0,14076.0
202101,Y56,LONDON,0803042W0,Triptorelin,207.0,45126.0
202101,Y56,LONDON,0803043N0,Octreotide acetate,36.0,24902.82
202101,Y56,LONDON,0803043P0,Lanreotide,16.0,16715.0
202101,Y56,LONDON,0901011F0,Ferrous fumarate,73850.0,181925.66
202101,Y56,LONDON,0901011P0,Ferrous sulfate,24585.0,71020.13
202101,Y56,LONDON,0901011W0,Sodium feredetate,2277.0,31372.65
202101,Y56,LONDON,0901020D0,Cyanocobalamin,17052.0,225671.24
202101,Y56,LONDON,0901020G0,Folic acid,96761.0,116974.37
202101,Y56,LONDON,0901020N0,Hydroxocobalamin,14011.0,39593.72
202101,Y56,LONDON,0902013S0,Sodium bicarbonate,9387.0,27085.57
202101,Y56,LONDON,090401000,Other food for special diet preparations,5884.0,592863.71
202101,Y56,LONDON,090402000,Enteral nutrition,37945.0,2383319.09
202101,Y56,LONDON,0905013A0,Magnesium aspartate,327.0,12179.98
202101,Y56,LONDON,0905013G0,Magnesium glycerophosphate,478.0,37715.6
202101,Y56,LONDON,0905030G0,Sodium fluoride,16624.0,308301.6
202101,Y56,LONDON,0906024N0,Pyridoxine hydrochloride,1622.0,38198.65
202101,Y56,LONDON,0906026M0,Thiamine hydrochloride,39059.0,94139.76
202101,Y56,LONDON,0906027G0,Vitamin B compound,34892.0,97969.43
202101,Y56,LONDON,0906031C0,Ascorbic acid,1078.0,22354.76
202101,Y56,LONDON,0906040B0,Alfacalcidol,12333.0,111693.02
202101,Y56,LONDON,0906040G0,Colecalciferol,300083.0,1091071.43
202101,Y56,LONDON,090607000,Other multivitamin preparations,14584.0,100519.89
202101,Y56,LONDON,090900000,Other food preparations,2486.0,210742.17
202101,Y56,LONDON,1001010AJ,Etoricoxib,3555.0,21410.78
202101,Y56,LONDON,1001010J0,Ibuprofen,10766.0,61019.02
202101,Y56,LONDON,1001010N0,Mefenamic acid,3874.0,138440.49
202101,Y56,LONDON,1001010P0,Naproxen,63329.0,310451.69
202101,Y56,LONDON,1001022K0,Methylprednisolone acetate,1269.0,7401.11
202101,Y56,LONDON,1001030C0,Hydroxychloroquine sulfate,14781.0,96317.44
202101,Y56,LONDON,1001030U0,Methotrexate,15820.0,97075.24
202101,Y56,LONDON,1001040C0,Allopurinol,55681.0,116679.6
