YEAR_MONTH,BNF_CHEMICAL_SUBSTANCE_CODE,BNF_CHEMICAL_SUBSTANCE,ITEMS,TOTAL_QUANTITY,NIC
202308,0601023AF,Linagliptin/metformin,4906.0,289365.0,171867.77
202308,0601023AG,Dapagliflozin,488445.0,14442345.0,18873299.37
202308,0601023AH,Saxagliptin/metformin,519.0,31756.0,17919.46
202308,0601023AI,Lixisenatide,1002.0,2399.0,69498.0
202308,0601023AJ,Alogliptin/metformin,5867.0,358770.0,170416.12
202308,0601023AK,Alogliptin,137051.0,4136382.0,3929562.9
202308,0601023AL,Dapagliflozin/metformin,7255.0,457022.0,298617.82
202308,0601023AM,Canagliflozin,70868.0,2291037.0,2993687.31
202308,0601023AN,Empagliflozin,298687.0,9278060.0,12124568.55
202308,0601023AP,Canagliflozin/metformin,987.0,64577.0,42191.12
202308,0601023AQ,Dulaglutide,110626.0,489693.0,8967502.28
202308,0601023AR,Empagliflozin/metformin,10429.0,652043.0,426044.34
202308,0601023AU,Ins degludec/liraglutide,1472.0,6035.0,192174.57
202308,0601023AV,Saxagliptin/dapagliflozin,739.0,23415.0,41444.55
202308,0601023AW,Semaglutide,92335.0,708730.0,8898650.78
202308,0601023AX,Ertugliflozin,1387.0,44857.0,47099.850000000006
202308,0601023AY,Empagliflozin/linagliptin,650.0,20388.0,40688.62
202308,0601023AZ,Tirzepatide,1.0,8.0,280.0
202308,0601023B0,Pioglitazone hydrochloride,46217.0,1431301.0,82996.84000000001
202308,0601023R0,Repaglinide,3239.0,261505.0,20215.91
202308,0601023W0,Metformin hydrochloride/pioglitazone,1094.0,67540.0,53410.15
202308,0601023X0,Sitagliptin,187252.0,5578509.0,3595515.37
202308,0601023Y0,Exenatide,5961.0,21027.0,504092.38
202308,0601023Z0,Metformin hydrochloride/vildagliptin,2846.0,186727.0,111041.01
202308,0601040E0,Diazoxide,197.0,24613.0,28976.97
202308,0601040H0,Glucagon,7873.0,10228.0,186622.68
202308,0601040I0,Glucose,26904.0,3060112.0,276372.86
202308,060106000,Other screening and monitoring agent preparations,23.0,48.0,331.2
202308,0601060D0,Glucose blood testing reagents,500092.0,47379525.0,8614231.97
202308,0601060U0,Urine testing reagents,5274.0,285000.0,17576.96
202308,0601060W0,Ketone blood testing reagents,32029.0,553360.0,796584.0299999999
202308,0601060X0,Glucose and ketone blood testing reagents,1.0,50.0,15.86
202308,0602010M0,Liothyronine sodium,5569.0,298384.0,755141.79
202308,0602010V0,Levothyroxine sodium,2879497.0,103114353.0,4482225.15
202308,0602010Z0,Levothyroxine sodium and liothyronine,210.0,22353.0,105846.64
202308,0602020D0,Carbimazole,59201.0,2640737.0,255022.93
202308,0602020N0,Propylthiouracil,4064.0,309318.0,57233.25
202308,0603010I0,Fludrocortisone acetate,53860.0,1770249.0,421558.81
202308,0603020AA,Dexamethasone phosphate,1265.0,14971.0,37670.74
202308,0603020C0,Betamethasone sodium phosphate,5809.0,393554.0,89169.09
202308,0603020F0,Cortisone acetate,11.0,1256.0,4448.29
202308,0603020G0,Dexamethasone,16544.0,699133.0,126301.71
202308,0603020H0,Dexamethasone sodium phosphate,43.0,486.0,966.27
202308,0603020I0,Deflazacort,430.0,40595.0,10703.7
202308,0603020J0,Hydrocortisone,42697.0,2984703.0,680405.02
202308,0603020K0,Methylprednisolone sodium succinate,6.0,11.0,57.48
202308,0603020L0,Hydrocortisone sodium phosphate,2077.0,8411.0,17842.4
202308,0603020M0,Hydrocortisone sodium succinate,948.0,3833.0,3952.37
202308,0603020S0,Methylprednisolone,361.0,13869.0,13487.35
202308,0603020T0,Prednisolone,509568.0,26510561.0,1553402.98
202308,0604011D0,Ethinylestradiol,7.0,1088.0,9468.53
202308,0604011G0,Estradiol,415115.0,38142174.0,5043239.14
202308,0604011J0,Estradiol and estriol with progestogen,335.0,29820.0,3940.5
202308,0604011K0,Estradiol valerate,9164.0,767014.0,66656.53
202308,0604011L0,Estradiol with progestogen,203931.0,9010795.0,5454974.779999999
202308,0604011P0,Oestrogens conjugated,10945.0,807407.0,40356.45
202308,0604011Q0,Oestrogens conjugated with progestogen,2498.0,216586.0,16810.5
202308,0604011X0,Raloxifene hydrochloride,3061.0,98237.0,14534.54
202308,0604011Y0,Tibolone,15942.0,778967.0,125249.6
202308,0604012F0,Dydrogesterone,1.0,60.0,291.81
202308,0604012M0,Medroxyprogesterone acetate,27920.0,1541985.0,305869.86
202308,0604012P0,Norethisterone,40183.0,2046424.0,363723.75
202308,0604012S0,Progesterone,206261.0,14298243.0,3293407.21
202308,0604012U0,Ulipristal acetate (Emergency Contraceptive),4.0,168.0,684.78
202308,0604012W0,Dienogest,930.0,46085.0,33740.850000000006
202308,0604020B0,Dutasteride,23826.0,756708.0,64581.63
202308,0604020C0,Finasteride,362291.0,10887910.0,1225015.95
202308,0604020D0,Cyproterone acetate,29.0,1372.0,716.63
202308,0604020K0,Testosterone,34575.0,2719594.0,1203692.28
202308,0604020M0,Testosterone enantate,998.0,2711.0,83246.8
202308,0604020P0,Testosterone propionate,9.0,450.0,1246.84
202308,0604020T0,Testosterone undecanoate,11958.0,12446.0,1084169.32
202308,0604020U0,Testosterone esters,3821.0,7323.0,17941.35
202308,0604030P0,Oxandrolone,9.0,163.0,1682.06
202308,0604030Q0,Prasterone,361.0,13508.0,9295.71
202308,0605010AG,Somatrogon,7.0,17.0,6560.16
202308,0605010D0,Chorionic gonadotrophin,4.0,41.0,1027.44
202308,0605010G0,Clomifene citrate,184.0,5090.0,1722.31
202308,0605010I0,Follitropin alfa,3.0,58.0,5850.48
202308,0605010N0,Menotrophin,13.0,116.0,4596.41
202308,0605010P0,Gonadorelin,4.0,4.0,300.0
202308,0605010S0,Somatropin,3513.0,23210.0,1934621.06
202308,0605010T0,Tetracosactide,16.0,20.0,760.0
202308,0605010X0,Choriogonadotropin alfa,12.0,100.0,3766.0
202308,0605020E0,Desmopressin acetate,26263.0,1397004.0,1416062.78
202308,0605020Y0,Tolvaptan,20.0,502.0,23091.06
202308,0606010T0,Calcitonin (Salmon),2.0,29.0,1307.9
202308,0606010U0,Teriparatide,9.0,17.0,4548.200000000001
202308,0606020A0,Alendronic acid,437869.0,2106854.0,1124084.15
202308,0606020P0,Pamidronate disodium,1.0,1.0,170.45
202308,0606020R0,Risedronate sodium,66480.0,353286.0,192362.68
202308,0606020T0,Sodium clodronate,594.0,37419.0,81086.61
202308,0606020V0,Zoledronic acid,5.0,5.0,1003.28
202308,0606020W0,Ibandronic acid,15300.0,187159.0,484492.59
202308,0606020X0,Strontium ranelate,132.0,4872.0,26084.36
202308,0606020Y0,Alendronic acid/colecalciferol,206.0,1056.0,5907.900000000001
202308,0606020Z0,Denosumab,8138.0,8177.0,1543075.48
202308,0607010B0,Bromocriptine,760.0,50328.0,125803.31
202308,0607010C0,Cabergoline,6631.0,70216.0,301503.83
202308,0607010T0,Quinagolide hydrochloride,353.0,16706.0,87611.07
202308,0607020C0,Danazol,62.0,3299.0,9250.98
202308,0607020D0,Cetrorelix,3.0,41.0,1112.33
202308,0607020P0,Nafarelin acetate,12.0,24.0,1258.32
202308,0607020X0,Ryeqo,337.0,16033.0,41227.71
202308,0607030M0,Metyrapone,90.0,12591.0,55220.44
202308,0701010X0,Misoprostol (Gynaecology),1.0,4.0,32.0
202308,0701021A0,Mifepristone/misoprostol,1.0,1.0,17.0
202308,0702010F0,Estriol,103079.0,1803079.0,1187921.07
202308,0702010G0,Estradiol,139649.0,3456865.0,1799755.04
202308,0702010M0,Ospemifene,112.0,4027.0,5680.95
202308,0702020E0,Clindamycin phosphate,1799.0,77640.0,21079.26
202308,0702020F0,Clotrimazole,72492.0,697413.0,733910.34
202308,0702020H0,Econazole nitrate,565.0,12531.0,3007.99
202308,0702020P0,Miconazole nitrate,217.0,17706.0,982.91
202308,0702020T0,Nystatin,41.0,685.0,13259.59
202308,0702020X0,Metronidazole,3107.0,138000.0,14869.5
202308,0702020Y0,Boric acid,2.0,28.0,294.5
202308,0702020Z0,Dequalinium chloride,6.0,42.0,48.650000000000006
202308,0703010E0,Combined ethinylestradiol 20mcg,31724.0,2149952.0,511391.76
202308,0703010F0,Combined ethinylestradiol 30mcg,185313.0,17590859.0,1212850.74
202308,0703010G0,Combined ethinylestradiol 35mcg,10154.0,977865.0,68002.44
202308,0703010M0,Combined mestranol,48.0,3710.0,128.97
202308,0703010P0,Phased formulations of ethinylestradiol,1497.0,142030.0,7762.28
202308,0703010R0,Estradiol valandestradiol valerate with dienogest,521.0,54908.0,16459.2
202308,0703010S0,Estradiol and nomegestrol,393.0,41209.0,9713.55
202308,0703010T0,Drospirenone and Estetrol,39.0,3556.0,1092.2
202308,0703011A0,Etonogestrel/ethinylestradiol,1044.0,4358.0,43080.84
202308,0703021L0,Levonorgestrel,2943.0,339811.0,8933.6
202308,0703021N0,Norethisterone,11901.0,1365717.0,34144.24
202308,0703021Q0,Desogestrel,245589.0,29361306.0,1325508.06
202308,0703022M0,Medroxyprogesterone acetate,67754.0,71205.0,435896.87
202308,0703022N0,Norethisterone enantate,2.0,5.0,20.25
202308,0703022P0,Etonogestrel,7354.0,7360.0,614044.8
202308,0703023L0,Levonorgestrel,11482.0,11533.0,1004071.26
202308,0703030G0,Nonoxinol 9,7.0,648.0,88.0
202308,0703050A0,Levonorgestrel,2492.0,2879.0,15457.02
202308,0703050B0,Ulipristal acetate (Emergency Contraceptive),2150.0,2189.0,30755.45
202308,0704010A0,Alfuzosin hydrochloride,37498.0,1534515.0,428392.38
202308,0704010C0,Bethanechol chloride,51.0,4367.0,979.01
202308,0704010I0,Distigmine bromide,4.0,650.0,3909.59
202308,0704010M0,Indoramin,2001.0,125076.0,161198.16
202308,0704010U0,Tamsulosin hydrochloride,772679.0,25325131.0,1528369.11
202308,0704010V0,Tamsulosin and dutasteride hydrochloride,12087.0,412674.0,241646.19
202308,0704010W0,Solifenacin/tamsulosin,3591.0,117460.0,108139.72
202308,0704020AA,Duloxetine hydrochloride,28751.0,1158569.0,85553.68
202308,0704020AB,Solifenacin,258915.0,8089594.0,552821.81
202308,0704020AC,Darifenacin hydrobromide,8585.0,247952.0,225636.32
202308,0704020AD,Fesoterodine fumarate,15771.0,469869.0,82994.39
202308,0704020AE,Mirabegron,195996.0,5533041.0,5348853.3
202308,0704020G0,Flavoxate hydrochloride,862.0,56326.0,7678.040000000001
202308,0704020J0,Oxybutynin,113500.0,6210194.0,1281626.76
202308,0704020N0,Tolterodine,86454.0,3706059.0,632816.26
202308,0704020P0,Propiverine hydrochloride,1847.0,84110.0,87108.83
202308,0704020Z0,Trospium chloride,23195.0,852665.0,385676.17
202308,070403000,Other urological pain preparations,9.0,7500.0,899.3399999999999
202308,0704030A0,Acetohydroxamic acid,1.0,21.0,12.5
202308,0704030G0,Potassium citrate,2185.0,936506.0,33866.43
202308,0704030J0,Sodium citrate,129.0,2343.0,1353.25
202308,0704040D0,Chlorhexidine acetate,50.0,42700.0,1152.9
202308,0704050AA,Vardenafil,5819.0,37261.0,58105.240000000005
202308,0704050AC,Avanafil,824.0,5264.0,21308.09
202308,0704050AD,Phentolamine/aviptadil,857.0,5170.0,49115.0
202308,0704050B0,Alprostadil,7304.0,36370.0,420030.49
202308,0704050R0,Tadalafil,82508.0,1157301.0,341715.42
202308,0704050Y0,Yohimbine hydrochloride,1.0,84.0,873.27
202308,0704050Z0,Sildenafil (Erectile Dysfunction),289717.0,2124140.0,482825.54
202308,0704060A0,Dapoxetine hydrochloride,599.0,5059.0,24723.13
202308,0704060B0,Lidocaine/prilocaine (Premature Ejaculation),2.0,10.0,119.98
202308,0801000I0,Calcium folinate,240.0,10993.0,49798.43000000001
202308,0801000T0,Mesna,1.0,6.0,96.24
202308,0801010F0,Chlorambucil,2.0,109.0,48.61
202308,0801010H0,Cyclophosphamide,5.0,480.0,667.2
202308,0801010S0,Melphalan,2.0,120.0,79.1
202308,0801030L0,Mercaptopurine,5181.0,200896.0,124293.8
202308,0801030P0,Methotrexate,3443.0,14773.0,229203.51
202308,0801030T0,Tioguanine,2.0,35.0,106.89
202308,0801030V0,Capecitabine,1.0,21.0,39.5
202308,0801050AA,Imatinib mesilate,6.0,528.0,5405.900000000001
202308,0801050AS,Nilotinib,1.0,1.0,21.72
202308,0801050BI,Ruxolitinib,2.0,60.0,1632.0
202308,0801050BS,Ibrutinib,1.0,28.0,4292.4
202308,0801050CJ,Niraparib,1.0,56.0,4500.0
202308,0801050P0,Hydroxycarbamide,7965.0,481836.0,87470.88
202308,0801050R0,Mitotane,1.0,15.0,88.65
202308,0802010G0,Azathioprine,63615.0,4025175.0,169370.09000000003
202308,0802010M0,Mycophenolate mofetil,18676.0,1988056.0,645872.52
202308,0802010N0,Mycophenolic sodium,626.0,55106.0,76580.23999999999
202308,0802020G0,Ciclosporin,3699.0,267676.0,347017.93
202308,0802020T0,Tacrolimus,8036.0,730570.0,1193317.64
202308,0802020U0,Sirolimus,390.0,14460.0,51585.06
202308,0802040AD,Fingolimod,2.0,56.0,2940.0
202308,0802040AK,Dimethyl fumar,13.0,1447.0,8083.76
202308,0802040M0,Interferon beta,19.0,462.0,36601.84
202308,0802040U0,Glatiramer acetate,5.0,204.0,6681.349999999999
202308,0802040W0,Natalizumab,1.0,1.0,1130.0
202308,0802040Y0,Lenalidomide,1.0,1.0,180.0
202308,0803010K0,Diethylstilbestrol,206.0,7057.0,29840.16
202308,0803020H0,Medroxyprogesterone acetate,1147.0,58527.0,47188.73
202308,0803020L0,Megestrol acetate,652.0,18984.0,14296.679999999998
202308,0803041AA,Fulvestrant,18.0,34.0,8880.98
202308,0803041B0,Anastrozole,45020.0,1562637.0,86769.52
202308,0803041C0,Exemestane,13755.0,456343.0,168626.58000000002
202308,0803041L0,Letrozole,98350.0,3245474.0,1114174.52
202308,0803041S0,Tamoxifen citrate,46817.0,1833289.0,233958.92
202308,0803041U0,Toremifene citrate,14.0,1056.0,1023.62
202308,0803042A0,Bicalutamide,16587.0,477645.0,51991.12
202308,0803042E0,Cyproterone acetate,2285.0,82562.0,89284.51000000001
202308,0803042H0,Flutamide,20.0,1465.0,2599.1600000000003
202308,0803042K0,Goserelin acetate,20028.0,20494.0,3207175.0
202308,0803042N0,Leuprorelin acetate,19803.0,20045.0,3866226.06
202308,0803042P0,Triptorelin acetate,1696.0,1817.0,126375.51
202308,0803042R0,Degarelix,2752.0,2801.0,362388.68
202308,0803042S0,Triptorelin embonate,1806.0,1808.0,748512.0
202308,0803042U0,Enzalutamide,9.0,814.0,19875.19
202308,0803042V0,Apalutamide,1.0,112.0,2735.0
202308,0803042W0,Triptorelin,6687.0,6715.0,1390087.0
202308,0803042X0,Relugolix,2.0,60.0,300.32
202308,0803043N0,Octreotide acetate,365.0,9059.0,241381.29
202308,0803043P0,Lanreotide,306.0,344.0,271598.0
202308,090101100,Other oral iron preparations,1350.0,61307.0,18593.69
202308,0901011F0,Ferrous fumarate,431226.0,26719066.0,1093909.09
202308,0901011H0,Ferrous gluconate,23280.0,1131468.0,39688.96
202308,0901011P0,Ferrous sulfate,288720.0,14060777.0,782357.57
202308,0901011Q0,Iron and folic acid,1235.0,52822.0,3137.94
202308,0901011W0,Sodium feredetate,17845.0,8407317.0,251360.44
202308,0901011Y0,Ferric maltol,1395.0,83557.0,71023.45
202308,0901012I0,Iron sucrose,1.0,5.0,51.2
202308,0901012K0,Iron dextran,26.0,109.0,868.73
202308,0901012P0,Iron carboxymaltose,2.0,10.0,191.0
202308,0901020D0,Cyanocobalamin,174074.0,8596741.0,1829149.39
202308,0901020G0,Folic acid,788478.0,24270936.0,822091.68
202308,0901020N0,Hydroxocobalamin,257008.0,363416.0,887585.05
202308,0901030D0,Epoetin alfa,56.0,359.0,27278.12
202308,0901030E0,Epoetin beta,52.0,402.0,19190.64
202308,0901030I0,Deferiprone,8.0,1265.0,2150.2
202308,0901030J0,Darbepoetin alfa,560.0,2681.0,179402.03
202308,0901030K0,Deferasirox,16.0,507.0,8139.6
202308,0901030N0,Methoxy polyethylene glycol-epoetin beta,9.0,10.0,1592.93
202308,0901030Q0,Epoetin zeta,7.0,57.0,4837.16
202308,0901030R0,Hydroxycarbamide,64.0,4084.0,26666.71
202308,0901030U0,Roxadustat,3.0,48.0,533.18
202308,0901040A0,Anagrelide hydrochloride,47.0,5865.0,23728.08
202308,0901040C0,Eltrombopag,3.0,85.0,4675.0
202308,0901060I0,Filgrastim,12.0,100.0,5380.52
202308,0902011AA,Patiromer calcium,239.0,7039.0,40474.25
202308,0902011AB,Sodium zirconium cyclosilicate,920.0,28936.0,183742.0
202308,0902011L0,Calcium polystyrene sulfonate,77.0,39150.0,10721.87
202308,0902011P0,Sodium polystyrene sulfonate,12.0,14074.0,2514.41
202308,0902011U0,Potassium chloride,13760.0,1404523.0,166138.5
202308,0902012H0,Oral rehydration salts,12899.0,375777.0,165583.82
202308,0902012L0,Sodium chloride,10379.0,1305060.0,171054.90000000002
202308,0902013P0,Potassium bicarbonate,2.0,1000.0,1490.0
202308,0902013S0,Sodium bicarbonate,45691.0,4444924.0,342654.68
202308,0902021G0,Glucose,6.0,95.0,236.47
202308,0902021Q0,Sodium bicarbonate,47.0,283.0,3804.17
202308,0902021S0,Sodium chloride,2599.0,109248.0,52923.7
202308,0902021X0,Water for injection,17472.0,254655.0,157679.26
202308,0902022I0,Gelatin,1.0,40.0,242.8
202308,090401000,Other food for special diet preparations,7.0,29470.0,9393.73
202308,0904010H0,Gluten free breads,1.0,500.0,5.84
202308,0904010T0,Gluten free/low protein pasta,1.0,500.0,10.5
202308,090402000,Enteral nutrition,910.0,18018500.0,434047.88
202308,090501100,Other calcium supplement preparations,1298.0,92690.0,38834.54
202308,0905011B0,Calcium chloride,2.0,2.0,21.96
202308,0905011D0,Calcium carbonate,33201.0,1947362.0,194113.26
202308,0905011K0,Calcium gluconate,89.0,4571.0,2995.65
202308,0905011R0,Calcium lactate,5.0,280.0,98.77
202308,0905012I0,Cinacalcet hydrochloride,6929.0,244176.0,101207.77
202308,090501300,Other magnesium preparations,107.0,6173.0,408.67
202308,0905013A0,Magnesium aspartate,6446.0,241439.0,273375.15
202308,0905013F0,Magnesium citrate,942.0,70086.0,58667.53
202308,0905013G0,Magnesium glycerophosphate,4253.0,575649.0,283962.81
202308,0905013N0,Magnesium sulfate,22.0,106.0,306.29
202308,0905013P0,Magnesium lactate,90.0,22517.0,34481.52
202308,090502100,Other phosphate supplement preparations,2146.0,149540.0,32410.14
202308,0905021L0,Sodium dihydrogen phosphate dihydrate,9.0,2300.0,345.18
202308,0905022C0,Calcium acetate,6337.0,551934.0,51172.37
202308,0905022S0,Sevelamer,7026.0,745263.0,164460.46
202308,0905022T0,Lanthanum carbonate,788.0,66191.0,119242.9
202308,0905022U0,Calcium acetate/magnesium carbonate,796.0,78428.0,10457.14
202308,0905022W0,Sucroferric oxyhydroxide,44.0,4980.0,9904.67
202308,0905030G0,Sodium fluoride,115740.0,25683571.0,2356930.96
202308,090504100,Other zinc preparations,106.0,6250.0,447.62
202308,0905041Q0,Zinc sulfate,1004.0,39146.0,9494.06
202308,0905041R0,Zinc sulfate monohydrate,2258.0,145470.0,28643.45
202308,090504700,Other selenium preparations,930.0,34038.0,8700.92
202308,090504800,Other mineral formulation preparations,48.0,1918.0,987.59
202308,0905050A0,Selenium,94.0,4561.0,5990.23
202308,090601100,Other vitamin A preparations 0906011,55.0,2172.0,681.5
202308,0906011D0,Vitamin A,1814.0,99097.0,10495.2
202308,0906011H0,Cod liver oil,392.0,14537.0,821.69
202308,0906012B0,Betacarotene,1.0,150.0,5.51
202308,0906022K0,Nicotinamide,449.0,44862.0,50834.21
202308,0906023N0,Pantothenic acid (Calcium pantothenate),2.0,90.0,31.8
202308,0906024N0,Pyridoxine hydrochloride,7774.0,377817.0,229535.71
202308,0906025P0,Riboflavin,1115.0,140849.0,153030.33000000002
202308,0906026M0,Thiamine hydrochloride,294247.0,12934826.0,553379.71
202308,0906026V0,Vitamin B and C injection,35.0,470.0,529.5699999999999
202308,090602700,Other vitamin B compound preparations,14.0,778.0,83.68
202308,0906027G0,Vitamin B compound,85162.0,3945347.0,337361.07
202308,090602800,Other vitamin B preparations,211.0,27529.0,34350.56
202308,0906031C0,Ascorbic acid,5980.0,195749.0,338447.11
202308,0906040B0,Alfacalcidol,64031.0,2541466.0,610786.8400000001
202308,0906040C0,Calcitriol,3099.0,157096.0,37637.92
202308,0906040G0,Colecalciferol,2241887.0,103020365.8,8339155.73
202308,0906040N0,Ergocalciferol,4709.0,184655.0,175035.0
202308,0906040P0,Paricalcitol,13.0,340.0,1001.92
202308,0906050P0,Vitamin E,1813.0,90084.0,31864.76
202308,0906050T0,Tocopheryl acetate,432.0,77883.0,62377.08
202308,0906050U0,Tocofersolan,8.0,780.0,2127.46
202308,0906060L0,Menadiol sodium phosphate,546.0,19734.0,44649.67
202308,0906060Q0,Phytomenadione,524.0,13501.0,40269.66
202308,090607000,Other multivitamin preparations,84971.0,2458615.0,599621.35
202308,0906070T0,Vitamins caps,20989.0,551816.0,8543.94
202308,0908010AJ,Zinc acetate,35.0,2900.0,2333.75
202308,0908010C0,Levocarnitine,127.0,35552.0,122157.9
202308,0908010E0,Mercaptamine,7.0,900.0,1230.0
202308,0908010N0,Sodium benzoate,21.0,26782.0,15759.38
202308,0908010P0,Sodium phenylbutyrate,1.0,1000.0,1972.0
202308,0908010S0,Trientine dihydrochloride,3.0,700.0,21525.91
202308,0908010T0,Betaine anhydrous,14.0,5140.0,9231.0
202308,0908010Z0,Levocarnitine,43.0,6297.0,1623.0800000000002
202308,090900000,Other food preparations,7.0,29725.0,429.02
202308,091000000,Other compound vitamin/mineral formulation preparations,10779.0,348404.0,32755.800000000003
202308,091101000,Other amino acidandnutritional agent preparations,49.0,19730.0,5413.34
202308,0911010T0,Taurine,119.0,6949.0,5517.62
202308,091102000,Other enzyme preparations 0911020,583.0,64103.0,59859.47
202308,091104000,Other digestive aid preparations,318.0,26850.0,3284.4700000000003
202308,091200000,Other health supplement preparations,11831.0,424707.0,50008.8
202308,0913011A0,Powder 1 - 2.2 kcal/ml soup (0913011),1862.0,49779.0,37619.28
202308,0913011B0,Powder 1.5 kcal/ml smoothie (0913011),3481.0,109875.0,109582.16
202308,0913011C0,Powder 1.6 kcal/ml milkshake (0913011),40603.0,6603646.0,729457.9299999999
202308,0913011D0,Powder 1.6 kcal/ml milkshake with fibre (0913011),942.0,32828.0,26658.42
202308,0913011E0,"Powder 2 kcal/ml m/sk higher volume, higher energy (0913011)",3353.0,102461.0,297979.19
202308,0913011F0,Powder 2.3 - 2.4 kcal/ml milkshake lower volume (0913011),9969.0,347681.0,181962.9
202308,0913011G0,Powder 2.6 kcal/ml dessert style (milk based) (0913011),681.0,22211.0,23385.87
202308,0913011H0,"Pdr 2.4 kcal/ml m/sk lower volume, higher protein (0913011)",489.0,15554.0,14776.3
202308,0913011I0,Ready to serve 1 - 1.3 kcal/ml m/sk lower energy (0913011),1551.0,11635050.0,144024.45
202308,0913011J0,RtS 1.4 - 2 kcal/ml dessert style (milk based) (0913011),14425.0,55714625.0,897355.9299999999
202308,0913011K0,RtS 1.5 - 1.6 kcal/ml milkshake higher protein (0913011),5522.0,37734640.0,410758.66
202308,0913011L0,RtS 1.5 - 1.6 kcal/ml milkshake with fibre (0913011),2800.0,25123800.0,332208.19
202308,0913011M0,Ready to serve 1.5 kcal/ml juice style (0913011),34653.0,196572940.0,2019121.42
202308,0913011N0,Ready to serve 1.5 kcal/ml milkshake (0913011),83345.0,514948000.0,3271696.26
202308,0913011Q0,Ready to serve 1.5 kcal/ml yoghurt style drink (0913011),866.0,4856800.0,44062.95
202308,0913011R0,RtS 1.6 kcal/ml dessert style (fruit based) (0913011),17.0,36625.0,729.57
202308,0913011S0,"RtS 2-2.4 kcal/ml m/sk higher protein,higher energy(0913011)",21619.0,170808000.0,1969564.9
202308,0913011T0,RtS 2 - 2.4 kcal/ml m/sk lower volume with fibre (0913011),3437.0,20686875.0,399409.42
202308,0913011U0,"RtS 2 kcal/ml m/sk high protein, high energy+fibre (0913011)",1369.0,10747400.0,124843.47
202308,0913011V0,Ready to serve 2.4 kcal/ml milkshake lower volume (0913011),68936.0,327959625.0,3955057.77
202308,0913011W0,"RtS  2.4 kcal/ml m/sk lower volume, higher protein (0913011)",31909.0,141220125.0,2595326.69
202308,0913011X0,Ready to serve 2.4 kcal/ml milkshake higher volume (0913011),4618.0,26648500.0,170741.16
202308,0913021A0,Ready to serve 1 kcal/ml milkshake lower energy (0913021),1563.0,15895100.0,274722.12
202308,0913021B0,RtS 1 kcal/ml milkshake lower energy with fibre (0913021),1636.0,20772100.0,373868.22
202308,0913021C0,RtS 1.5 kcal/g dessert style (milk based) (0913021),750.0,2636400.0,58791.72
202308,0913021D0,Ready to serve 1.5 kcal/ml juice style (0913021),425.0,2737000.0,59666.6
202308,0913021E0,Ready to serve 1.5 kcal/ml milkshake (0913021),2278.0,24824000.0,532554.12
202308,0913021F0,Ready to serve 1.5 kcal/ml milkshake with fibre (0913021),3653.0,35114000.0,797156.25
202308,0913021G0,Ready to serve 1.5 kcal/ml smoothie (0913021),316.0,1844600.0,40857.89
202308,0913021H0,RtS 2.4 kcal/ml milkshake lower volume with fibre (0913021),1641.0,10609000.0,351370.08
202308,0913021I0,Ready to serve 2.4 kcal/ml milkshake lower volume (0913021),1229.0,8177375.0,276886.36
202308,0913021J0,Powder 1.4 kcal/ml milkshake (0913021),374.0,11077.0,12184.7
202308,0913031A0,Ready to serve 1.3 - 1.5 kcal/ml milkshake (0913031),9.0,41580.0,852.3900000000001
202308,0913031B0,Ready to serve 1.6 kcal/ml milkshake lower volume (0913031),14.0,46250.0,1102.6
202308,0913041A0,Ready to serve 1.5 kcal/ml milkshake lower volume (0913041),2.0,4000.0,90.88
202308,0913051A0,RtS 1.3 kcal/ml dessert style (fruit based) (0913051),267.0,1260600.0,24203.52
202308,0913051B0,"RtS 1.5kcal/ml m/sk, higher protein, pre-thickened (0913051)",1969.0,16284800.0,204374.24
202308,0913051C0,RtS 2.4 kcal/ml dessert style (milk based) (0913051),43.0,205750.0,4049.16
202308,0913051D0,Ready to serve 2.4 kcal/ml milkshake lower volume (0913051),583.0,3222000.0,63408.96000000001
202308,0913051E0,Powder 1.3 kcal/ml milkshake pre-thickened (0913051),46.0,1968.0,3916.32
202308,0913051F0,Powder 1.7 kcal/ml milkshake pre-thickened (0913051),192.0,7925.0,15770.75
202308,0913061B0,Ready to serve 1 kcal/ml milkshake (0913061),81.0,1487200.0,27028.32
202308,0913061C0,"RtS 1.5 kcal/ml m/sk higher protein, higher energy (0913061)",1358.0,16821200.0,343904.60000000003
202308,0913061D0,Powder 4.4 kcal/g juice style (0913061),487.0,8092700.0,261102.66
202308,0913061E0,Powder 4.4 kcal/g amino acid based ONS with MCT (0913061),5.0,33400.0,3099.52
202308,0913062A0,Powder 5 kcal/g milkshake (0913062),432.0,3086000.0,151059.7
202308,0913081A0,Ready to serve 1.8 kcal/ml milkshake (0913081),117.0,1017720.0,20354.4
202308,0913081B0,"Ready to serve 2 kcal/ml milkshake, lower volume (0913081)",180.0,1589875.0,63819.33
202308,0913081C0,Powder 3.7 kcal/g energy and protein fortifier (0913081),303.0,21863.0,50722.16
202308,0913091A0,Powder 1 kcal/g peptide based formula (0913091),117.0,680800.0,40575.68
202308,0913091B0,Ready to serve 1 kcal/ml milkshake style (0913091),412.0,7868200.0,208507.3
202308,0913091C0,Ready to serve 1.5 kcal/ml milkshake (0913091),106.0,1119800.0,27057.25
202308,0913092A0,Powder 5 kcal/g formula (0913092),32.0,113600.0,10422.8
202308,0913093A0,Powder 5 kcal/g formula (0913093),22.0,81200.0,5552.05
