YEAR_MONTH,BNF_CHEMICAL_SUBSTANCE_CODE,BNF_CHEMICAL_SUBSTANCE,ITEMS,TOTAL_QUANTITY,NIC
202103,0212000Q0,Gemfibrozil,682.0,40533.0,24651.63
202103,0212000X0,Pravastatin sodium,208808.0,6865020.0,355003.31
202103,0212000Y0,Simvastatin,1590300.0,52156332.0,2287902.91
202103,0301011AB,Beclometdiprop/formoterol/glycopyrronium,119575.0,130726.0,5817307.0
202103,0301011B0,Bambuterol hydrochloride,252.0,9096.0,9395.94
202103,0301011E0,Formoterol fumarate,8605.0,37311.0,262132.92
202103,0301011R0,Salbutamol,1713175.0,4927488.0,4438403.41
202103,0301011U0,Salmeterol,21267.0,26255.0,779083.6
202103,0301011V0,Terbutaline sulphate,36471.0,81021.0,391502.26
202103,0301011X0,Indacaterol maleate,1204.0,42690.0,45806.37
202103,0301011Z0,Olodaterol,209.0,232.0,6113.200000000001
202103,0301012F0,Ephedrine hydrochloride,237.0,18625.0,58604.53999999999
202103,0301020I0,Ipratropium bromide,24501.0,558292.0,232800.98
202103,0301020Q0,Tiotropium bromide,270853.0,6127974.0,8307461.42
202103,0301020R0,Aclidinium bromide,18503.0,20755.0,674537.5
202103,0301020S0,Glycopyrronium bromide,27102.0,934510.0,856635.71
202103,0301020T0,Umeclidinium bromide,44669.0,50621.0,1392077.5
202103,0301030B0,Aminophylline,4.0,230.0,195.5
202103,0301030C0,Aminophylline hydrate,14819.0,848436.0,37799.25
202103,0301030S0,Theophylline,41362.0,2137945.0,147440.96000000002
202103,0301040AA,Glycopyrronium/formoterol,7.0,9.0,292.5
202103,0301040R0,Salbutamol,1194.0,106021.0,42552.14
202103,0301040V0,Aclidinium bromide/formoterol,15438.0,17560.0,570700.0
202103,0301040W0,Umeclidinium bromide/vilanterol,72206.0,82455.0,2679787.5
202103,0301040X0,Tiotropium bromide/olodaterol,26510.0,29453.0,957222.5
202103,0301040Y0,Indacaterol/glycopyrronium,23533.0,802540.0,869414.75
202103,0302000C0,Beclometasone dipropionate,1043939.0,1218055.0,24444583.94
202103,0302000K0,Budesonide,292015.0,512832.0,10349643.14
202103,0302000N0,Fluticasone propionate (Inhalation),342447.0,432607.0,10815887.420000002
202103,0302000R0,Mometasone furoate,271.0,336.0,8168.74
202103,0302000U0,Ciclesonide,4311.0,5036.0,141246.01
202103,0302000V0,Fluticasone furoate (Inhalation),179948.0,208643.0,7086123.5
202103,0302000W0,Mometasone/glycoyrronium/indacaterol,3.0,90.0,133.5
202103,0302000X0,Indacaterol/mometasone,2.0,60.0,38.99
202103,0302000Y0,Formoterol/glycopyrronium/budesonide,15.0,17.0,756.5
202103,0303010J0,Nedocromil sodium,13.0,15.0,599.0999999999999
202103,0303010Q0,Sodium cromoglicate,342.0,500.0,9165.0
202103,0303020G0,Montelukast,322838.0,9985311.0,943989.77
202103,0303030B0,Roflumilast,624.0,15552.0,19549.76
202103,0304010A0,Acrivastine,4122.0,310361.0,82584.1
202103,0304010AA,Mizolastine,2083.0,79401.0,18315.41
202103,0304010AB,Desloratadine,16244.0,753461.0,54975.08
202103,0304010AC,Levocetirizine,5195.0,282684.0,34334.65
202103,0304010AE,Rupatadine fumarate,199.0,11674.0,12578.12
202103,0304010AF,Bilastine,159.0,8016.0,1602.1999999999998
202103,0304010AG,Ketotifen fumarate,557.0,79828.0,6086.17
202103,0304010D0,Loratadine,140091.0,5926221.0,192845.93
202103,0304010E0,Fexofenadine hydrochloride,359732.0,14054858.0,1309796.42
202103,0304010G0,Chlorphenamine maleate,71890.0,6673647.0,310526.71
202103,0304010H0,Clemastine fumarate,197.0,12475.0,1524.03
202103,0304010I0,Cetirizine hydrochloride,344544.0,19696870.0,505287.36
202103,0304010J0,Hydroxyzine hydrochloride,33261.0,1327790.0,85098.49
202103,0304010K0,Cyproheptadine hydrochloride,199.0,12277.0,2916.92
202103,0304010N0,Diphenhydramine hydrochloride,2506.0,67294.0,12697.93
202103,0304010W0,Promethazine hydrochloride,167105.0,7115520.0,477882.4
202103,0304010Y0,Alimemazine tartrate,2508.0,324000.0,775687.0
202103,0304020AB,Timothy grass pollen allergen extract,162.0,6866.0,18336.82
202103,0304030C0,Adrenaline,31377.0,65393.0,2210375.45
202103,0307000C0,Acetylcysteine,6514.0,217945.0,87879.72
202103,0307000J0,Carbocisteine,248804.0,34099190.0,1391845.04
202103,0307000K0,Dornase alfa,617.0,21607.0,357545.38
202103,0307000Q0,Erdosteine,688.0,24305.0,6076.25
202103,0307000S0,Ivacaftor,1.0,7.0,1750.0
202103,0307000U0,Tezacaftor/ivacaftor,1.0,28.0,6293.91
202103,030800000,Other aromatic inhalation preparations,1.0,12.0,2.78
202103,0308000B0,Benzoin,3.0,1250.0,31.590000000000003
202103,0308000M0,Menthol,15.0,1800.0,27.910000000000004
202103,0309010C0,Codeine phosphate,6294.0,1922111.0,16521.39
202103,0309010L0,Dextromethorphan hydrobromide,80.0,37592.0,12880.99
202103,0309010X0,Pholcodine,1929.0,513360.0,3292.42
202103,030902000,Other expectorantand demulcent cough preparations,8.0,2040.0,47.88
202103,030902040,Diphenhydramine hydrochloride,1.0,125.0,2.73
202103,0309020D0,Simple,3123.0,725135.0,3501.26
202103,0309020G0,Guaifenesin,67.0,15331.0,355.95
202103,0309020H0,Glycerol,8.0,1125.0,20.56
202103,0309020I0,Squill,6.0,1200.0,22.48
202103,0309020Q0,Pseudoephedrine hydrochloride combinations,1.0,100.0,3.01
202103,0309020R0,Dextromethorphan hydrobrom compound prepartions,3.0,450.0,10.32
202103,0310000E0,Ephedrine hydrochloride,50.0,2206.0,2426.6000000000004
202103,0310000N0,Pseudoephedrine hydrochloride,1533.0,147612.0,9690.19
202103,0311010B0,Pirfenidone,1.0,270.0,2151.1
202103,0401010AC,Sodium oxybate,162.0,80640.0,161280.0
202103,0401010AD,Melatonin,129746.0,8335370.0,5191612.3
202103,0401010B0,Chloral hydrate,1130.0,331977.0,146241.27000000002
202103,0401010C0,Cloral betaine,22.0,730.0,3372.38
202103,0401010D0,Clomethiazole edisilate,58.0,18000.0,1800.0
202103,0401010F0,Clomethiazole,744.0,32825.0,17944.32
202103,0401010N0,Loprazolam mesilate,1208.0,36684.0,29466.78
202103,0401010P0,Lormetazepam,1197.0,39773.0,23992.54
202103,0401010R0,Nitrazepam,30253.0,892728.0,240650.99
202103,0401010T0,Temazepam,65554.0,1713100.0,179551.8
202103,0401010Y0,Zolpidem tartrate,53682.0,1128097.0,70569.06999999999
202103,0401010Z0,Zopiclone,440953.0,8096994.0,380920.91
202103,0401020B0,Buspirone hydrochloride,17169.0,886459.0,243750.69
202103,0401020E0,Chlordiazepoxide hydrochloride,3328.0,144438.0,23199.45
202103,0401020K0,Diazepam,403357.0,11811057.0,939711.81
202103,0401020P0,Lorazepam,95577.0,2832913.0,664404.21
202103,0401020T0,Oxazepam,5314.0,238926.0,52764.6
202103,0401030C0,Amobarbital,1.0,30.0,8.71
202103,0401030E0,Amobarbital sodium,88.0,4544.0,6247.030000000001
202103,0401030H0,Butobarbital,25.0,1780.0,3903.12
202103,0401030T0,Secobarbital sodium,142.0,5165.0,13305.45
202103,040201010,Zuclopenthixol acetate,13.0,52.0,251.77
202103,040201030,Risperidone,153938.0,5441551.0,543345.34
202103,040201060,Olanzapine,226576.0,5266619.0,825170.03
202103,0402010A0,Amisulpride,34471.0,1291189.0,294633.94
202103,0402010AB,Quetiapine,363070.0,12865000.0,2762822.33
202103,0402010AD,Aripiprazole,126404.0,3500160.0,617910.6699999999
202103,0402010AE,Paliperidone,260.0,6816.0,25225.05
202103,0402010AG,Ziprasidone hydrochloride,3.0,180.0,880.2
202103,0402010AI,Lurasidone,2782.0,71040.0,230169.6
202103,0402010AJ,Cariprazine,145.0,3686.0,10578.82
202103,0402010B0,Benperidol,319.0,16740.0,29940.68
202103,0402010C0,Clozapine,289.0,25488.0,15139.48
202103,0402010D0,Chlorpromazine hydrochloride,20229.0,1066529.0,512118.18000000005
202103,0402010H0,Flupentixol hydrochloride,2970.0,125405.0,17459.31
202103,0402010I0,Fluphenazine hydrochloride,7.0,712.0,2722.8
202103,0402010J0,Haloperidol,28622.0,983605.0,1412675.66
202103,0402010K0,Levomepromazine maleate,2998.0,120490.0,105798.41
202103,0402010L0,Levomepromazine hydrochloride,10096.0,80490.0,162043.75
202103,0402010P0,Pericyazine,5202.0,294379.0,123305.86
202103,0402010Q0,Perphenazine,43.0,2811.0,4364.71
202103,0402010R0,Pimozide,319.0,11187.0,4809.29
202103,0402010S0,Promazine hydrochloride,10595.0,2081267.0,618978.21
202103,0402010T0,Zuclopenthixol hydrochloride,7668.0,848800.0,65971.67
202103,0402010U0,Sulpiride,8508.0,532894.0,212374.35
202103,0402010W0,Thioridazine,4.0,592.0,1555.5300000000002
202103,0402010X0,Trifluoperazine,2811.0,561231.0,142676.01
202103,0402020AA,Risperidone,1025.0,1785.0,202365.0
202103,0402020AB,Paliperidone,1256.0,1457.0,521634.65
202103,0402020AC,Olanzapine embonate,33.0,59.0,13742.44
202103,0402020AD,Aripiprazole,1362.0,1940.0,427595.4
202103,0402020G0,Flupentixol decanoate,3547.0,11399.0,70777.79
202103,0402020L0,Fluphenazine decanoate,19.0,101.0,1542.99
202103,0402020T0,Haloperidol decanoate,726.0,2135.0,9747.14
202103,0402020V0,Pipotiazine palmitate,1.0,2.0,433.96
202103,0402020Z0,Zuclopenthixol decanoate,2560.0,9431.0,46650.38
202103,0402030K0,Lithium carbonate,72571.0,2743484.0,309321.19
202103,0402030P0,Lithium citrate,634.0,233410.0,10799.12
202103,0402030Q0,Valproic acid,46862.0,2132262.0,639023.9299999999
202103,0402030R0,Asenapine,105.0,4450.0,7609.5
202103,0403010B0,Amitriptyline hydrochloride,1299017.0,64276805.0,2755941.49
202103,0403010F0,Clomipramine hydrochloride,19718.0,1134694.0,176271.72
202103,0403010J0,Dosulepin hydrochloride,39248.0,2073087.0,532579.8
202103,0403010L0,Doxepin,1812.0,85104.0,364008.67
202103,0403010N0,Imipramine hydrochloride,11013.0,878282.0,190985.51
202103,0403010R0,Lofepramine hydrochloride,13390.0,755148.0,269576.6
202103,0403010T0,Mianserin hydrochloride,20.0,1214.0,1249.14
202103,0403010V0,Nortriptyline,63776.0,4014974.0,278502.25
202103,0403010X0,Trazodone hydrochloride,106467.0,4427431.0,472129.06
202103,0403010Y0,Trimipramine maleate,1890.0,99610.0,741940.3200000001
202103,0403020H0,Isocarboxazid,134.0,9782.0,40822.42
202103,0403020K0,Moclobemide,698.0,40322.0,24933.31
202103,0403020M0,Phenelzine sulfate,377.0,39364.0,170373.44
202103,0403020Q0,Tranylcypromine sulfate,490.0,35606.0,531050.66
202103,0403030D0,Citalopram hydrobromide,1232369.0,40781006.0,1749522.42
202103,0403030E0,Fluoxetine hydrochloride,630333.0,29890629.0,2250061.6
202103,0403030L0,Fluvoxamine maleate,2030.0,98321.0,42483.65
202103,0403030P0,Paroxetine hydrochloride,111697.0,4181847.0,389888.28
202103,0403030Q0,Sertraline hydrochloride,1735443.0,57633023.0,13455922.57
202103,0403030X0,Escitalopram,127918.0,4048266.0,298422.99
202103,0403030Z0,Citalopram hydrochloride,5640.0,103665.0,90361.49
202103,0403040AB,Vortioxetine,20557.0,473046.0,468315.54
202103,0403040F0,Flupentixol hydrochloride,11804.0,535165.0,34195.13
202103,0403040R0,Oxitriptan,4.0,582.0,75.85
202103,0403040S0,Tryptophan,90.0,14466.0,7083.14
202103,0403040T0,Nefazodone hydrochloride,2.0,172.0,625.87
202103,0403040U0,Reboxetine,2000.0,106181.0,33464.01
202103,0403040W0,Venlafaxine,447057.0,16095606.0,3092829.23
202103,0403040X0,Mirtazapine,972691.0,23506865.0,2523008.14
202103,0403040Y0,Duloxetine hydrochloride,269243.0,8704239.0,857248.27
202103,0403040Z0,Agomelatine,2220.0,83726.0,89737.07
202103,0404000D0,Caffeine,12.0,776.0,51.14
202103,0404000E0,Caffeine citrate,2.0,150.0,779.7
202103,0404000L0,Dexamfetamine sulfate,5154.0,491774.0,495340.39
202103,0404000M0,Methylphenidate hydrochloride,116559.0,4581021.0,3735354.45
202103,0404000R0,Modafinil,6906.0,452601.0,77854.62
202103,0404000S0,Atomoxetine hydrochloride,13480.0,559225.0,796654.58
202103,0404000U0,Lisdexamfetamine dimesylate,24899.0,719559.0,1695365.2999999998
202103,0404000V0,Guanfacine,5083.0,171598.0,385396.51
202103,0404000W0,Pitolisant hydrochloride,55.0,4423.0,45704.36
202103,0405010P0,Orlistat,28931.0,2642707.0,780051.37
202103,0405020U0,Naltrexone/bupropion,3.0,532.0,346.75
202103,0406000A0,Hyoscine,10564.0,103508.0,666078.61
202103,0406000AA,Doxylamine succinate/pyridoxine hydrochloride,511.0,20343.0,28988.79
202103,0406000AC,Dimenhydrinate/cinnarizine,470.0,39278.0,9426.72
202103,0406000AD,Aprepitant,29.0,729.0,7107.9
202103,0406000AF,Granisetron,16.0,49.0,2744.0
202103,0406000B0,Betahistine hydrochloride,141900.0,11403158.0,387537.7
202103,0406000D0,Cinnarizine,28371.0,2369301.0,133400.44
202103,0406000E0,Flunarizine dihydrochloride,176.0,8360.0,28311.85
202103,0406000F0,Cyclizine hydrochloride,89587.0,4566990.0,364876.03
202103,0406000G0,Cyclizine lactate,5748.0,75046.0,219854.06
202103,0406000J0,Domperidone,26357.0,2923439.0,242319.86
202103,0406000L0,Hyoscine hydrobromide,8675.0,368616.0,55536.68
202103,0406000M0,Granisetron hydrochloride,58.0,1504.0,6545.17
202103,0406000P0,Metoclopramide hydrochloride,61428.0,3903340.0,294269.31
202103,0406000R0,Nabilone,39.0,2572.0,24906.6
202103,0406000S0,Ondansetron hydrochloride,23323.0,1038338.0,496460.67
202103,0406000T0,Prochlorperazine maleate,132280.0,5869856.0,532266.66
202103,0406000U0,Prochlorperazine mesilate,750.0,85382.0,3430.28
202103,0406000V0,Promethazine teoclate,2585.0,78908.0,8823.76
202103,0406000W0,Ketamine hydrochloride,126.0,50276.0,12503.96
202103,040701000,Other non-opioid analgesic preparations,17.0,122.4,125.8
202103,0407010AA,Aspirin and caffeine,1.0,180.0,11.7
202103,0407010AB,Paracetamol and phenylephrine hydrochloride,1.0,10.0,3.04
202103,0407010AC,Isometheptene mucate,63.0,2453.0,651.74
202103,0407010AD,Paracetamol and ibuprofen,8.0,756.0,143.98000000000002
202103,0407010B0,Aspirin,5253.0,183930.0,19113.11
202103,0407010F0,Co-codamol (Codeine phosphate/paracetamol),1307877.0,148514254.0,8002445.26
202103,0407010H0,Paracetamol,1418350.0,213150347.0,6817866.58
202103,0407010N0,Co-dydramol (Dihydrocodeine/paracetamol),134360.0,14964333.0,1013974.11
202103,0407010P0,Nefopam hydrochloride,27620.0,2544444.0,297398.33
202103,0407010Q0,Co-proxamol (Dextropropoxyphene hydrochloride/paracetamol),764.0,109871.0,213686.83
202103,0407010U0,Paracetamol and caffeine,22.0,1336.0,207.45
202103,0407010W0,Aspirin combined preparations,6.0,380.0,40.18
202103,0407010X0,Paracetamol combined preparations,440.0,46225.0,6843.84
202103,040702020,Morphine tartrate and cyclizine tartrate,3.0,8.0,14.03
202103,040702040,Tramadol hydrochloride,506445.0,46765253.0,2273423.88
202103,040702050,Hydromorphone hydrochloride,628.0,41016.0,20490.83
202103,0407020A0,Fentanyl,77036.0,763988.0,3024983.52
202103,0407020AD,Oxycodone hydrochloride,156086.0,16805942.0,3369728.0700000003
202103,0407020AF,Oxycodone hydrochloride/naloxone hydrochloride,2881.0,156687.0,190417.65
202103,0407020AG,Tapentadol hydrochloride,14404.0,875324.0,671540.1799999999
202103,0407020B0,Buprenorphine,209228.0,1431173.0,3902195.81
202103,0407020C0,Codeine phosphate,442104.0,36782265.0,1644680.25
202103,0407020G0,Dihydrocodeine tartrate,130536.0,11165900.0,636486.72
202103,0407020H0,Dipipanone hydrochloride,146.0,10463.0,92210.47
202103,0407020K0,Diamorphine hydrochloride (Systemic),3142.0,33952.2,147400.69
202103,0407020L0,Meptazinol hydrochloride,5839.0,459946.0,90823.39
202103,0407020M0,Methadone hydrochloride,2406.0,289287.0,25644.96
202103,0407020P0,Morphine hydrochloride,1.0,100.0,2.16
202103,0407020Q0,Morphine sulfate,441618.0,66226028.0,2888391.3
202103,0407020T0,Pentazocine hydrochloride,126.0,14328.0,13614.98
202103,0407020V0,Pethidine hydrochloride,697.0,42894.0,46158.51
202103,0407030AD,Gabapentin (Neuropathic Pain),10.0,990.0,4433.9
202103,0407041A0,Analgesics with anti-emetics,8424.0,243677.0,59895.2
202103,0407041AA,Eletriptan,1338.0,15442.0,57907.5
202103,0407041AB,Frovatriptan,5023.0,50965.0,51253.55
202103,0407041AC,Erenumab,2.0,2.0,773.0
202103,0407041B0,Almotriptan,3211.0,30484.0,84195.72
202103,0407041F0,Ergotamine tartrate,12.0,314.0,160.14
202103,0407041M0,Naratriptan hydrochloride,11975.0,123964.0,82014.5
202103,0407041R0,Rizatriptan,28765.0,251811.0,615381.65
202103,0407041T0,Sumatriptan succinate,174632.0,1649451.0,1824528.73
202103,0407041U0,Tolfenamic acid,422.0,6145.0,15099.53
202103,0407041Z0,Zolmitriptan,32290.0,340439.0,656360.13
202103,0407042F0,Clonidine hydrochloride,23829.0,2944237.0,707628.33
202103,0407042Q0,Pizotifen malate,45562.0,2184863.0,395714.14
202103,0407042S0,Galcanezumab,1.0,1.0,450.0
202103,040801020,Valproic acid,1199.0,58384.0,16195.05
202103,040801050,Topiramate,92576.0,6193157.0,1088912.57
202103,040801060,Clobazam,30064.0,2445294.0,967547.78
202103,0408010A0,Levetiracetam,227847.0,20458471.0,2786515.52
202103,0408010AA,Felbamate,6.0,630.0,4861.05
202103,0408010AB,Tiagabine,127.0,11572.0,10820.77
202103,0408010AD,Zonisamide,15341.0,1154675.0,999587.92
202103,0408010AE,Pregabalin,705532.0,36393239.0,3287802.14
202103,0408010AF,Rufinamide,1060.0,276648.0,141880.61
202103,0408010AG,Stiripentol,233.0,25558.0,152777.39
202103,0408010AH,Lacosamide,17027.0,1690998.0,1459971.36
202103,0408010AI,Eslicarbazepine acetate,2523.0,126934.0,298513.91000000003
202103,0408010AK,Perampanel,4828.0,179705.0,667367.5
202103,0408010AL,Brivaracetam,4602.0,348500.0,583472.16
202103,0408010C0,Carbamazepine,187790.0,19696529.0,1188943.86
202103,0408010D0,Oxcarbazepine,10047.0,1120956.0,290168.82
202103,0408010F0,Clonazepam,89195.0,3953721.0,1381811.88
202103,0408010G0,Gabapentin,641398.0,66396980.0,3234028.79
202103,0408010H0,Lamotrigine,283409.0,15924882.0,2720566.47
202103,0408010I0,Ethosuximide,3647.0,895456.0,1475461.6
202103,0408010N0,Phenobarbital,14930.0,1119388.0,377375.42
202103,0408010P0,Phenobarbital sodium,39.0,6946.0,13631.42
202103,0408010Q0,Phenytoin sodium,51352.0,2939189.0,646472.62
202103,0408010U0,Primidone,13363.0,913128.0,1060773.54
202103,0408010W0,Sodium valproate,206291.0,29196232.0,3017971.99
202103,0408010X0,Vigabatrin,1101.0,127523.0,63573.43000000001
202103,0408010Y0,Sultiame,29.0,2696.0,15520.61
202103,0408010Z0,Phenytoin,1496.0,1606973.0,19833.55
202103,0408020D0,Clonazepam,15.0,150.0,3240.48
202103,0408020Q0,Paraldehyde,162.0,8489.0,7394.47
202103,0408020T0,Phenytoin sodium,2.0,120.0,408.0
202103,0408020V0,Midazolam maleate,1648.0,8339.0,315305.61
202103,0408020W0,Midazolam hydrochloride,7279.0,32631.0,731404.23
202103,0409010A0,Apomorphine hydrochloride,829.0,32366.0,508683.58
202103,0409010AA,Safinamide,1638.0,45534.0,104728.2
202103,0409010AB,Opicapone,2577.0,73072.0,228715.36
202103,0409010AC,Apomorphine hydrochloride hemihydrate,71.0,1108.0,31208.0
202103,0409010B0,Amantadine hydrochloride,11037.0,608823.0,311368.04000000004
202103,0409010H0,Ropinirole hydrochloride,55843.0,2655468.0,1046698.28
202103,0409010I0,Levodopa,1.0,100.0,94.99
202103,0409010K0,Co-beneldopa (Benserazide/levodopa),84667.0,7779314.0,529192.74
202103,0409010N0,Co-careldopa (Carbidopa/levodopa),107860.0,10255628.0,1732947.34
202103,0409010P0,Pergolide mesilate,1.0,100.0,129.0
202103,0409010S0,Tolcapone,26.0,2852.0,2715.12
202103,0409010T0,Selegiline hydrochloride,2005.0,72754.0,16903.78
202103,0409010U0,Cabergoline,458.0,11080.0,38743.72
202103,0409010V0,Entacapone,3628.0,344747.0,58797.59
202103,0409010W0,Pramipexole,42187.0,2338145.0,960223.47
202103,0409010X0,Levodopa/carbidopa/entacapone,11851.0,1126890.0,655781.9099999999
202103,0409010Y0,Rasagiline mesilate,16553.0,469554.0,192798.3
202103,0409010Z0,Rotigotine,10927.0,334408.0,1430648.68
202103,0409020C0,Trihexyphenidyl hydrochloride,10601.0,1082755.0,232447.0
202103,0409020E0,Benzatropine mesilate,17.0,438.0,766.3100000000001
202103,0409020N0,Orphenadrine hydrochloride,517.0,169355.0,76912.05
202103,0409020S0,Procyclidine hydrochloride,78232.0,3034176.0,249337.54
202103,0409030B0,Botulinum toxin type A,10.0,16.0,2178.0
202103,0409030C0,Tetrabenazine,2445.0,142298.0,125894.07
202103,0409030P0,Piracetam,646.0,154072.0,15364.65
202103,0409030R0,Riluzole,1731.0,208732.0,71834.45
202103,0410010A0,Acamprosate calcium,12106.0,1216620.0,275681.80000000005
202103,0410010B0,Disulfiram,2399.0,55232.0,113448.41
202103,0410010D0,Nalmefene,90.0,2050.0,6211.5
202103,0410020A0,Bupropion hydrochloride,2075.0,115344.0,80279.69
202103,0410020B0,Nicotine,31382.0,1394152.6,911283.91
202103,0410020C0,Varenicline tartrate,22810.0,844431.0,847744.5
202103,0410020D0,Nicotine bitartrate,246.0,42565.0,4102.54
202103,0410030A0,Buprenorphine hydrochloride,82371.0,1731728.0,2284055.18
202103,0410030B0,Buprenorph hydrochloride/naloxone hydrochloride,723.0,16885.0,26009.55
202103,0410030C0,Methadone hydrochloride,202597.0,133660702.5,1693410.53
202103,0410030E0,Naltrexone hydrochloride,1586.0,39006.0,102671.08
202103,0411000D0,Donepezil hydrochloride,167024.0,3606266.0,327179.78
202103,0411000E0,Rivastigmine,32632.0,1223699.0,963041.79
202103,0411000F0,Galantamine,12018.0,304623.0,461095.97
202103,0411000G0,Memantine hydrochloride,132469.0,3301952.0,796727.11
202103,0501011J0,Benzylpenicillin sodium (Penicillin G),7.0,14.0,48.99
202103,0501011P0,Phenoxymethylpenicillin (Penicillin V),124520.0,11861154.0,543036.93
202103,0501012G0,Flucloxacillin sodium,328179.0,14487882.0,1138740.66
202103,0501013B0,Amoxicillin,507002.0,19569854.0,824490.8300000001
202103,0501013C0,Amoxicillin sodium,5.0,210.0,115.08
202103,0501013E0,Ampicillin,78.0,4234.0,5219.17
202103,0501013K0,Co-amoxiclav (Amoxicillin/clavulanic acid),107697.0,3968621.0,357637.2
202103,0501013L0,Co-fluampicil(Flucloxacillin/ampicillin),125.0,5974.0,2372.55
202103,0501014S0,Piperacillin sodium/tazobactam sodium,4.0,66.0,773.0699999999999
202103,0501015P0,Pivmecillinam hydrochloride,24549.0,421195.0,227445.3
202103,0501021A0,Cefaclor,407.0,28141.0,6299.93
202103,0501021B0,Cefadroxil,56.0,1171.0,1310.41
202103,0501021C0,Cefixime,85.0,1207.0,2281.1400000000003
202103,0501021D0,Cefotaxime sodium,1.0,2.0,7.0
202103,0501021G0,Ceftriaxone sodium,82.0,428.0,6493.219999999999
202103,0501021H0,Ceftazidime pentahydrate,10.0,178.0,1029.7
202103,0501021J0,Cefuroxime sodium,8.0,151.0,379.82
202103,0501021K0,Cefuroxime axetil,273.0,10896.0,8025.120000000001
202103,0501021L0,Cefalexin,70840.0,2888322.0,201652.08
202103,0501021M0,Cefradine,1604.0,63930.0,21003.05
202103,0501022A0,Meropenem,15.0,705.0,10203.97
202103,0501022B0,Ertapenem sodium,12.0,119.0,3766.35
202103,0501023A0,Aztreonam,2.0,168.0,4363.06
202103,0501030F0,Demeclocycline hydrochloride,445.0,33443.0,283013.12
202103,0501030I0,Doxycycline hyclate,208511.0,3395470.0,582460.54
202103,0501030L0,Lymecycline,96133.0,4494468.0,1308678.92
202103,0501030P0,Minocycline hydrochloride,1556.0,74010.0,28604.0
202103,0501030T0,Oxytetracycline,21987.0,2337938.0,538564.55
202103,0501030V0,Tetracycline,1955.0,168635.0,36549.36
202103,0501030Z0,Doxycycline monohydrate,1102.0,51155.0,29005.34
202103,0501040H0,Gentamicin sulfate,277.0,9776.0,15042.68
202103,0501040N0,Neomycin sulfate,53.0,1128.0,391.3
202103,0501040U0,Tobramycin,90.0,6050.0,63874.19
202103,0501050A0,Azithromycin,67091.0,1288726.5,506293.59
202103,0501050B0,Clarithromycin,119883.0,2914780.0,424974.76
202103,0501050C0,Erythromycin,33486.0,2172797.0,392033.12
202103,0501050H0,Erythromycin ethylsuccinate,9705.0,1597180.0,136008.9
202103,0501050N0,Erythromycin stearate,964.0,45959.0,12735.85
202103,0501060D0,Clindamycin hydrochloride,8815.0,485305.0,176318.77
202103,0501060E0,Clindamycin phosphate,1.0,63.0,390.73
202103,0501070AC,Fidaxomicin,20.0,400.0,27000.0
202103,0501070AE,Fosfomycin trometamol,8276.0,12008.0,58358.880000000005
202103,0501070F0,Chloramphenicol,1.0,60.0,377.0
202103,0501070I0,Colistimethate sodium,2938.0,184252.0,577348.24
202103,0501070M0,Fusidic acid,7.0,2070.0,278.53
202103,0501070N0,Sodium fusidate,146.0,12097.0,6856.29
202103,0501070T0,Teicoplanin,71.0,666.0,4231.02
202103,0501070U0,Vancomycin hydrochloride,467.0,24636.0,110599.93
202103,0501070W0,Linezolid,136.0,3514.0,82684.11
202103,0501070X0,Rifaximin,7850.0,303474.0,1379386.5100000002
202103,0501080D0,Co-trimoxazole(Trimethoprim/sulfamethoxazole),16624.0,703316.0,76249.76000000001
202103,0501080J0,Sulfadiazine,24.0,2376.0,13073.09
202103,0501080V0,Sulfapyridine,1.0,100.0,376.55
202103,0501080W0,Trimethoprim,129949.0,4878977.0,704885.35
202103,0501090A0,Aminosalicylic acid,1.0,30.0,331.0
202103,0501090E0,Cycloserine,5.0,112.0,496.02
202103,0501090H0,Ethambutol hydrochloride,298.0,19138.0,10244.53
202103,0501090K0,Isoniazid,618.0,33563.0,25316.28
202103,0501090N0,Pyrazinamide,4.0,752.0,1946.51
202103,0501090Q0,Rifabutin,21.0,1276.0,3844.16
202103,0501090R0,Rifampicin,1436.0,126861.0,92066.18
202103,0501090S0,Rifampicin combined preparations,101.0,6600.0,2789.58
202103,0501100C0,Clofazimine,8.0,544.0,2924.51
202103,0501100H0,Dapsone,2277.0,94177.0,51353.37
202103,0501110C0,Metronidazole,127239.0,2433218.0,488177.1
202103,0501110G0,Tinidazole,23.0,288.0,198.72
202103,0501120L0,Ciprofloxacin,38469.0,934292.0,269134.17000000004
202103,0501120P0,Ofloxacin,4400.0,118334.0,167646.78
202103,0501120Q0,Norfloxacin,6.0,104.0,1652.0
202103,0501120X0,Levofloxacin,1964.0,28725.0,60995.36
202103,0501120Y0,Moxifloxacin,353.0,6308.0,12666.36
202103,0501130H0,Methenamine hippurate,12622.0,720070.0,236907.61
202103,0501130R0,Nitrofurantoin,355540.0,4925935.0,3052001.34
202103,0501130S0,Fosfomycin calcium,3.0,131.0,1312.02
202103,0502010A0,Posaconazole,24.0,3424.0,46997.3
202103,0502010B0,Fluconazole,45591.0,403384.0,190073.57
202103,0502010C0,Itraconazole,7455.0,374605.0,118846.75
202103,0502010D0,Voriconazole,56.0,3938.0,67525.51
202103,0502020A0,Ketoconazole,10.0,466.0,3728.0
202103,0502030A0,Amphotericin,1.0,6.0,23.28
