YEAR_MONTH,BNF_SECTION_CODE,BNF_SECTION,ITEMS,TOTAL_QUANTITY,NIC
202101,1001,Drugs used in rheumatic diseases and gout,1735043.0,80368519.0,9427170.85
202101,1002,Drugs used in neuromuscular disorders,129279.0,21493740.0,982855.28
202101,1003,Drugs for soft-tissue disorders and topical pain relief,526951.0,56361267.0,2899084.21
202101,101,Dyspepsia and gastro-oesophageal reflux disease,374578.0,184312400.0,2216398.6
202101,102,Antispasmodics and other drugs altering gut motility,387339.0,33319240.0,4818521.11
202101,103,Antisecretory drugs and mucosal protectants,5813740.0,210476164.0,16278309.14
202101,104,Acute diarrhoea,132853.0,12122943.0,1052901.51
202101,105,Chronic bowel disorders,216558.0,26552509.0,9867933.19
202101,106,Laxatives,1552974.0,211880459.0,9761027.68
202101,107,Local preparations for anal and rectal disorders,111095.0,2946663.0,769308.1699999999
202101,108,Stoma care,7.0,722.0,39.8
202101,109,Drugs affecting intestinal secretions,79250.0,17254846.0,4307012.98
202101,1103,Anti-infective eye preparations,77426.0,686002.5,662021.21
202101,1104,Corticosteroids and other anti-inflammatory preparations,131334.0,2140229.5,1680905.2799999998
202101,1105,Mydriatics and cycloplegics,6931.0,130148.0,441839.92
202101,1106,Treatment of glaucoma,768568.0,10639456.5,8529250.620000001
202101,1107,Local anaesthetics,34.0,575.0,318.61
202101,1108,Miscellaneous ophthalmic preparations,307689.0,7519798.0,1767757.16
202101,1201,Drugs acting on the ear,128035.0,784686.0,672170.45
202101,1202,Drugs acting on the nose,593885.0,2943915.0,4473725.85
202101,1203,Drugs acting on the oropharynx,78255.0,17089317.6,554665.17
202101,1301,Management of skin conditions,4339.0,2397170.0,16351.36
202101,1302,Emollient and barrier preparations,556904.0,283405050.0,4080220.84
202101,1303,Topical local anaesthetics and antipruritics,22090.0,5806743.0,209184.6
202101,1304,Topical corticosteroids,906995.0,48994974.0,4970284.0600000005
202101,1305,Preparations for eczema and psoriasis,129524.0,11407931.0,5730339.5600000005
202101,1306,Acne and rosacea,148228.0,6900965.0,2497552.79
202101,1307,Preparations for warts and calluses,9359.0,130346.0,195024.48
202101,1308,Sunscreens and camouflagers,23411.0,1366192.0,766201.5700000001
202101,1309,Shampoos and other preparations for scalp and hair conditions,100956.0,20332116.0,719113.27
202101,1310,Anti-infective skin preparations,219590.0,6924585.5,1191534.0
202101,1311,"Skin cleansers,antiseptics and desloughing agents",18614.0,9071963.0,168476.39
202101,1312,Antiperspirants,2980.0,178453.0,21116.09
202101,1313,Wound management products,1444.0,15626.0,54222.22
202101,1314,Topical circulatory preparations,6615.0,426450.0,34030.71
202101,1315,Miscellaneous topical preparations,147.0,25350.0,13830.29
202101,1404,Vaccines and antisera,600068.0,600389.0,5788677.3
202101,1405,Immunoglobulins,2.0,6.0,264.75
202101,1501,General anaesthesia,41483.0,13450695.0,386032.41
202101,1502,Local anaesthesia,76724.0,1608539.0,1451669.4300000002
202101,1803,X-Ray contrast media,7.0,3500.0,612.5
202101,1902,Selective preparations,34587.0,11237152.0,759898.6599999999
202101,1904,Single substances,160.0,126090.0,3983.77
202101,1905,Other preparations,918.0,48488.0,11300.45
202101,1906,Acids,372.0,128268.0,7542.04
202101,1907,"Base,diluent, suspending agents and stabilisers",43620.0,31988503.0,1570596.85
202101,1908,"Colouring,flavouring and sweetening agents",2.0,200.0,43.58
202101,1909,"Disinfectants, preservatives and sterilising agents",3.0,1500.0,130.6
202101,1913,Cordials and soft drinks,97.0,421002.0,2880.54
202101,1914,Waters,931.0,9775716.0,9037.31
202101,2001,Absorbent Cottons,155.0,100475.0,1195.64
202101,2002,Arm Sling/Bandages,49132.0,696092.0,1205610.61
202101,2003,Wound Management & Other Dressings,303371.0,5567243.1,9787190.05
202101,2004,Gauzes & Gauze Tissue,7254.0,429213.0,204114.36
202101,2005,Tracheostomy & Laryngectomy Appliances,15804.0,814569.0,1365621.99
202101,2006,Foam,1.0,4.0,20.82
202101,2007,Lints,27.0,22125.0,578.84
202101,2009,Stockinette,44866.0,398267.5,567096.1799999999
202101,201,Positive inotropic drugs,220518.0,5757730.0,338030.59
202101,2010,Surgical Adhesive Tape,23039.0,319605.0,89545.14
202101,2011,Surgical Sutures,2882.0,3996.0,8491.54
202101,2012,Swabs,23658.0,4514747.0,87759.56
202101,2014,"Skin Closure Strips, Sterile",2775.0,16146.0,3915.46
202101,2015,"Skin Adhesive, Sterile",77.0,48.5,622.54
202101,2017,Cervical Collar,32.0,36.0,90.52
202101,2018,Cellulose Wadding BP 1988,1.0,5000.0,22.0
202101,202,Diuretics,2455517.0,82747899.0,6054740.89
202101,2020,Silk Garments,775.0,2544.0,46285.86
202101,203,Anti-arrhythmic drugs,76022.0,4014158.0,560160.96
202101,204,Beta-adrenoceptor blocking drugs,3296301.0,123845596.0,6234840.44
202101,205,Hypertension and heart failure,5966395.0,220193970.0,19150689.2
202101,206,"Nitrates, calcium-channel blockers & other antianginal drugs",4290560.0,152434037.0,15025278.17
202101,207,Sympathomimetics,11595.0,911762.0,601274.5800000001
202101,208,Anticoagulants and protamine,1584291.0,70663116.0,62141278.99
202101,209,Antiplatelet drugs,2662153.0,81380894.0,6328911.52
202101,2101,Other Appliances,810784.0,74725371.0,4584409.76
202101,2102,Catheters,114198.0,7581192.0,13990784.79
202101,2103,Chiropody Appliances,176.0,2416.0,2492.29
202101,2104,Contraceptive Devices,2774.0,2796.0,32244.590000000004
202101,2106,Trusses,149.0,155.0,4668.96
202101,2107,Elastic Hosiery,31408.0,85183.0,573686.46
202101,211,Antifibrinolytic drugs and haemostatics,38587.0,2444157.0,372662.84
202101,2112,Peak Flow Meters,37039.0,37139.0,203578.03
202101,2113,Catheter Maintenance Products,19072.0,10662130.0,649684.54
202101,2114,Lubricant Gels,25116.0,1795395.5,94154.21
202101,2116,Irrigation Solutions,34987.0,1195136.0,250383.83
202101,2118,Vacuum Pumps for Erectile Dysfunction,1134.0,2533.0,117589.77
202101,2119,Oral Film Forming Agents,1229.0,100346.0,57927.4
202101,212,Lipid-regulating drugs,6435316.0,211265921.0,13408583.1
202101,2120,Venous Ulcer Compression System,6913.0,24212.0,314279.63
202101,2121,Dry Mouth Products,39173.0,4170823.0,273327.87
202101,2122,Emollients,744751.0,387223989.0,4283846.2
202101,2123,Vaginal Moisturisers,21651.0,824016.0,195125.66
202101,2124,Nasal Products,24467.0,1677967.0,89009.97
202101,2125,Vaginal Dilators,197.0,203.0,5962.43
202101,2127,Lymphoedema Garments,29008.0,73211.0,1896546.03
202101,2128,Anal Irrigation System,13432.0,56354.0,2158768.05
202101,2129,Pressure Offloading Device,2473.0,4082.0,95696.99
202101,2130,Eye Products,509210.0,7730775.0,4082383.05
202101,2131,Cycloidal Vibration Accessories,5.0,264.0,1320.0
202101,2132,Inhalation Solutions,6183.0,401338.0,163741.16999999998
202101,2133,Indwelling Pleural Cath Drain System,908.0,8560.0,229765.15
202101,2134,Vaginal PH Correction Products,778.0,11446.0,7423.5
202101,2135,Acne Treatment,2.0,200.0,48.0
202101,2136,Adhesive Dressing Remover Ster Silicone,825.0,58381.0,23387.49
202101,2137,Pelvic Toning Devices,36.0,38.0,570.0
202101,2138,Low Friction Products,2632.0,5923.0,65267.26
202101,2139,Prosthetic Adhesives,3.0,55.0,37.16
202101,2140,Bacterial Decolonisation Products,143.0,12920.0,683.29
202101,2141,Physical Debridement Device,5993.0,71928.0,358440.28
202101,2142,Jaw Rehabilitation Device,75.0,409.0,3865.42
202101,2143,Micro-Enema - Sodium Citrate,182.0,4067.0,1765.77
202101,2145,Douches,1.0,1.0,5.17
202101,2146,Hernia Support Garments,79.0,108.0,3985.2
202101,2147,Dev For Fungal Nail Infections,59.0,108.0,1210.62
202101,2148,Detection Sensor Interstitial Fluid/Gluc,87153.0,198016.0,6930560.0
202101,2149,Pulsed Electromagnetic Stimulator,33.0,41.0,571.95
202101,2202,Anal Plugs,746.0,27286.0,64700.71000000001
202101,2205,Catheter Valves,10600.0,75506.0,191612.74
202101,2215,Faecal Collectors,265.0,5035.0,11979.75
202101,2220,Incontinence Belts,3.0,16.0,105.33
202101,2230,Incontinence Sheaths,14032.0,560466.0,999063.97
202101,2240,Incontinence Sheath Fixing Strips & Adh,1535.0,43998.0,28559.72
202101,2250,Leg Bags,58223.0,702301.0,1998059.62
202101,2260,Night Drainage Bags,84849.0,2202158.0,1250478.28
202101,2270,Suspensory Systems,1220.0,9192.0,60949.2
202101,2280,Tubing And Accessories,24884.0,165496.0,360560.86
202101,2285,Insert For Female Stress Incont,246.0,390.0,13250.59
202101,2290,Urinal Systems,1175.0,10003.0,60570.7
202101,2305,Adhesive Discs/Rings/Pads/Plasters,21475.0,1486507.0,910324.1
202101,2310,Adhesive (Pastes/Sprays/Solutions),196.0,32540.0,4983.9400000000005
202101,2315,Adhesive Removers (Sprays/Liquids/Wipes),85783.0,11173389.0,1812876.28
202101,2320,Bag Closures,416.0,21183.0,5087.38
202101,2325,Bag Covers,496.0,1787.0,16328.88
202101,2330,Belts,6984.0,10803.0,322929.51
202101,2335,Colostomy Bags,36750.0,2601289.0,8005577.99
202101,2345,Deodorants,8347.0,1608409.0,105104.52
202101,2346,Discharge Solidifying Agents,2611.0,522270.0,150717.16999999998
202101,2350,Filters/Bridges,272.0,18890.0,13403.86
202101,2355,Flanges,24.0,185.0,2948.69
202101,2360,Ileostomy Bags,56645.0,2230634.0,8810803.14
202101,2370,Irrigation Washout Appliances,3110.0,71164.0,116470.23
202101,2375,Pressure Plates/Shields,104.0,330.0,2895.24
202101,2380,Skin Fillers And Protectives,275179.0,29949741.6,3128803.31
202101,2385,Skin Protectors,19351.0,785691.0,1539012.89
202101,2390,Stoma Caps/Dressings,1400.0,66770.0,92136.53
202101,2392,Tubing & Accessories,371.0,7015.0,17730.53
202101,2394,Two Piece Ostomy Systems,21420.0,827905.0,2060069.91
202101,2396,Urostomy Bags,11830.0,349316.0,2078855.39
202101,301,Bronchodilators,2468779.0,16812860.0,27626142.67
202101,302,Corticosteroids (respiratory),1848899.0,2364214.0,52200545.24
202101,303,"Cromoglycate, leukotriene and phosphodesterase type-4 inhib",306155.0,9504545.0,932149.84
202101,304,"Antihistamines, hyposensitisation and allergic emergencies",1018220.0,47440102.0,4998008.46
202101,307,Mucolytics,243974.0,32841114.0,1795404.22
202101,308,Aromatic inhalations,28.0,4012.0,85.43
202101,309,Cough preparations,13528.0,3637006.0,40319.130000000005
202101,310,Systemic nasal decongestants,1649.0,171590.0,11157.9
202101,401,Hypnotics and anxiolytics,1190157.0,34749267.0,7751128.869999999
202101,402,Drugs used in psychoses and related disorders,1080901.0,38633629.0,10567441.98
202101,403,Antidepressant drugs,6711605.0,249943252.0,30211076.9
202101,404,CNS stimulants and drugs used for ADHD,156842.0,6424200.0,6588738.640000001
202101,405,Drugs used in the treatment of obesity,23829.0,2177920.0,643269.14
202101,406,Drugs used in nausea and vertigo,519084.0,31598918.0,3515333.87
202101,407,Analgesics,4968685.0,543742159.2,38236628.85
202101,408,Antiepileptic drugs,2469377.0,202750381.0,27963530.12
202101,409,Drugs used in parkinsonism and related disorders,426415.0,29657456.0,8254241.59
202101,410,Drugs used in substance dependence,325375.0,127179175.8,5726173.58
202101,411,Drugs for dementia,330426.0,8106360.0,2441283.19
202101,501,Antibacterial drugs,2414403.0,82424183.0,14584598.61
202101,502,Antifungal drugs,117020.0,3205087.0,591437.63
202101,503,Antiviral drugs,85279.0,4380757.0,1238771.2
202101,504,Antiprotozoal drugs,210040.0,5786105.0,919672.39
202101,505,Anthelmintics,6886.0,145493.0,40905.07
202101,601,Drugs used in diabetes,4782144.0,297574726.0,98687157.46
202101,602,Thyroid and antithyroid drugs,2788613.0,102108992.0,7583505.62
202101,603,Corticosteroids (endocrine),620514.0,32440313.0,3055177.13
202101,604,Sex Hormones,723803.0,36901366.0,7192952.27
202101,605,"Hypothalamic and pituitary hormones and anti, oestrogens",27488.0,1257437.5,3720627.29
202101,606,Drugs affecting bone metabolism,529678.0,2695170.0,2727182.2800000003
202101,607,Other endocrine drugs,7696.0,154661.0,538621.83
202101,702,Treatment of vaginal and vulval conditions,215464.0,3766000.0,2717548.52
202101,703,Contraceptives,681513.0,63148596.0,5646115.029999999
202101,704,Drugs for genito-urinary disorders,1698237.0,50518051.0,13085042.43
202101,801,Cytotoxic drugs,16313.0,721570.0,846581.32
202101,802,Drugs affecting the immune response,101538.0,7722663.0,3018751.93
202101,803,Sex hormones and hormone antagonists in malignant disease,262652.0,7471876.0,11346227.42
202101,901,Anaemias and some other blood disorders,1627572.0,69623612.0,5428034.15
202101,902,Fluids and electrolytes,92862.0,7068643.0,890814.15
202101,904,Oral nutrition,440599.0,2198204585.0,33622514.14
202101,905,Minerals,161435.0,25608594.0,3748399.68
202101,906,Vitamins,2624685.0,122297204.5,11207517.5
202101,908,Metabolic disorders,415.0,164087.0,280698.17000000004
202101,909,Foods,19496.0,88601529.0,2000555.84
202101,910,Compound vitamin and mineral formulations,10839.0,418535.0,77860.97
202101,911,Health supplements,4955.0,352263.0,310286.44
202101,912,Other health supplements,10160.0,392712.0,43297.28
202102,1001,Drugs used in rheumatic diseases and gout,1643254.0,75857265.0,8916423.54
202102,1002,Drugs used in neuromuscular disorders,122309.0,20330437.0,931819.22
202102,1003,Drugs for soft-tissue disorders and topical pain relief,494742.0,52658694.0,2755908.48
202102,101,Dyspepsia and gastro-oesophageal reflux disease,350221.0,171983541.0,2108186.84
202102,102,Antispasmodics and other drugs altering gut motility,363000.0,31256772.0,4481265.43
202102,103,Antisecretory drugs and mucosal protectants,5479805.0,197833519.0,15389520.48
202102,104,Acute diarrhoea,122361.0,11238608.0,711639.52
202102,105,Chronic bowel disorders,198940.0,24256012.0,9111674.83
202102,106,Laxatives,1470186.0,197999231.0,9215162.1
202102,107,Local preparations for anal and rectal disorders,109118.0,2890664.0,758747.6499999999
202102,108,Stoma care,7.0,828.0,45.09
202102,109,Drugs affecting intestinal secretions,74136.0,15998705.0,3988599.13
202102,1103,Anti-infective eye preparations,75862.0,666351.5,644959.98
202102,1104,Corticosteroids and other anti-inflammatory preparations,127424.0,2064141.5,1639912.9500000002
202102,1105,Mydriatics and cycloplegics,6407.0,122718.0,409870.86
202102,1106,Treatment of glaucoma,716001.0,9974733.0,7937118.0
202102,1107,Local anaesthetics,39.0,709.0,391.02
202102,1108,Miscellaneous ophthalmic preparations,285795.0,6951591.5,1635715.37
202102,1201,Drugs acting on the ear,123392.0,761856.5,661773.1799999999
202102,1202,Drugs acting on the nose,566438.0,2802695.0,4240264.89
202102,1203,Drugs acting on the oropharynx,76196.0,16754483.2,535114.3
202102,1301,Management of skin conditions,4085.0,2270909.0,15366.21
202102,1302,Emollient and barrier preparations,530705.0,269470295.0,3877956.35
202102,1303,Topical local anaesthetics and antipruritics,21361.0,5583538.0,200627.86
202102,1304,Topical corticosteroids,886878.0,47329805.0,4807826.62
202102,1305,Preparations for eczema and psoriasis,124871.0,10873317.0,5508296.09
202102,1306,Acne and rosacea,149035.0,6917159.0,2518303.95
202102,1307,Preparations for warts and calluses,9806.0,135365.0,191082.56
202102,1308,Sunscreens and camouflagers,24422.0,1411371.64,807412.7
202102,1309,Shampoos and other preparations for scalp and hair conditions,98271.0,19632970.0,698144.1000000001
202102,1310,Anti-infective skin preparations,219725.0,6807897.0,1206819.07
202102,1311,"Skin cleansers,antiseptics and desloughing agents",17999.0,8655326.0,154545.29
202102,1312,Antiperspirants,3004.0,177413.0,20803.02
202102,1313,Wound management products,1386.0,14264.0,49793.08
202102,1314,Topical circulatory preparations,6297.0,400600.0,31967.88
202102,1315,Miscellaneous topical preparations,136.0,23219.0,9800.41
202102,1404,Vaccines and antisera,294186.0,294571.0,2935815.22
202102,1405,Immunoglobulins,5.0,5.0,1250.0
202102,1501,General anaesthesia,33125.0,6387322.0,310044.02
202102,1502,Local anaesthesia,74082.0,1491563.5,1357137.2
202102,1803,X-Ray contrast media,9.0,7500.0,1312.5
202102,1902,Selective preparations,31120.0,10669638.0,688628.8200000001
202102,1904,Single substances,154.0,176627.0,1817.58
202102,1905,Other preparations,768.0,40748.0,9757.75
202102,1906,Acids,363.0,110183.0,5971.54
202102,1907,"Base,diluent, suspending agents and stabilisers",40349.0,29280419.0,1434327.73
202102,1908,"Colouring,flavouring and sweetening agents",2.0,200.0,31.3
202102,1909,"Disinfectants, preservatives and sterilising agents",1.0,500.0,117.14
202102,1913,Cordials and soft drinks,97.0,476862.0,3262.74
202102,1914,Waters,863.0,9014090.0,8424.51
202102,2001,Absorbent Cottons,140.0,83750.0,1026.85
202102,2002,Arm Sling/Bandages,43123.0,601769.0,1070621.78
202102,2003,Wound Management & Other Dressings,270539.0,4973427.5,8675529.65
202102,2004,Gauzes & Gauze Tissue,6404.0,402034.0,177650.90999999997
202102,2005,Tracheostomy & Laryngectomy Appliances,13362.0,688984.0,1135143.8199999998
202102,2007,Lints,20.0,23350.0,631.07
202102,2009,Stockinette,40444.0,350444.5,513633.44
202102,201,Positive inotropic drugs,206629.0,5408878.0,317522.97
202102,2010,Surgical Adhesive Tape,20506.0,279981.5,80478.16
202102,2011,Surgical Sutures,2346.0,3026.0,6240.24
202102,2012,Swabs,22046.0,4196240.0,80675.08
202102,2014,"Skin Closure Strips, Sterile",2651.0,16578.0,3959.07
202102,2015,"Skin Adhesive, Sterile",58.0,46.5,558.78
202102,2017,Cervical Collar,17.0,18.0,45.260000000000005
202102,202,Diuretics,2306497.0,77623792.0,5946697.75
202102,2020,Silk Garments,786.0,2801.0,51185.97
202102,203,Anti-arrhythmic drugs,71476.0,3782057.0,531799.09
202102,204,Beta-adrenoceptor blocking drugs,3110110.0,116909142.0,5873382.34
202102,205,Hypertension and heart failure,5626177.0,207559759.0,18392378.42
202102,206,"Nitrates, calcium-channel blockers & other antianginal drugs",4047795.0,143780707.0,14176291.21
202102,207,Sympathomimetics,10918.0,850793.0,562331.75
202102,208,Anticoagulants and protamine,1494472.0,66654525.0,59011704.89
202102,209,Antiplatelet drugs,2502700.0,76484500.0,5950057.27
202102,2101,Other Appliances,769527.0,70690901.0,4320758.28
202102,2102,Catheters,101761.0,6807063.0,12584902.51
202102,2103,Chiropody Appliances,185.0,2156.0,2253.09
202102,2104,Contraceptive Devices,2697.0,2740.0,31739.57
202102,2106,Trusses,144.0,154.0,4957.34
202102,2107,Elastic Hosiery,30398.0,82342.0,559533.74
202102,211,Antifibrinolytic drugs and haemostatics,36905.0,2352249.0,356934.85
202102,2112,Peak Flow Meters,36168.0,36289.0,199281.61
202102,2113,Catheter Maintenance Products,17019.0,9254280.0,566892.19
202102,2114,Lubricant Gels,22509.0,1657205.5,85890.42
202102,2116,Irrigation Solutions,31273.0,1037426.0,221225.82
202102,2118,Vacuum Pumps for Erectile Dysfunction,1186.0,2591.0,127412.38
202102,2119,Oral Film Forming Agents,1167.0,96980.0,54689.01
202102,212,Lipid-regulating drugs,6066589.0,198892494.0,12604826.59
202102,2120,Venous Ulcer Compression System,6624.0,23279.0,295610.26
202102,2121,Dry Mouth Products,37249.0,3900947.0,259421.18
202102,2122,Emollients,718443.0,372676162.0,4136307.68
202102,2123,Vaginal Moisturisers,20504.0,764948.0,182123.42
202102,2124,Nasal Products,22638.0,1570999.0,83272.03
202102,2125,Vaginal Dilators,244.0,249.0,7249.07
202102,2127,Lymphoedema Garments,29810.0,76062.0,1884993.2
202102,2128,Anal Irrigation System,12440.0,52118.0,2006288.28
202102,2129,Pressure Offloading Device,2508.0,4196.0,98018.24
202102,2130,Eye Products,479549.0,7260537.0,3833981.66
202102,2131,Cycloidal Vibration Accessories,7.0,297.0,1485.0
202102,2132,Inhalation Solutions,5557.0,366007.0,149556.99
202102,2133,Indwelling Pleural Cath Drain System,821.0,7722.0,209947.07
202102,2134,Vaginal PH Correction Products,770.0,11116.0,7143.75
202102,2135,Acne Treatment,4.0,225.0,89.0
202102,2136,Adhesive Dressing Remover Ster Silicone,735.0,55897.0,21244.52
202102,2137,Pelvic Toning Devices,27.0,27.0,405.0
202102,2138,Low Friction Products,2644.0,5909.0,61460.47
202102,2139,Prosthetic Adhesives,9.0,125.0,92.29
202102,2140,Bacterial Decolonisation Products,140.0,11520.0,670.28
202102,2141,Physical Debridement Device,5606.0,67137.0,332778.98
202102,2142,Jaw Rehabilitation Device,83.0,443.0,5565.32
202102,2143,Micro-Enema - Sodium Citrate,147.0,3230.0,1402.37
202102,2146,Hernia Support Garments,74.0,104.0,3837.6
202102,2147,Dev For Fungal Nail Infections,51.0,112.0,1014.48
202102,2148,Detection Sensor Interstitial Fluid/Gluc,86061.0,194159.0,6795565.0
202102,2149,Pulsed Electromagnetic Stimulator,17.0,23.0,320.85
202102,2202,Anal Plugs,668.0,24253.0,57336.21000000001
202102,2205,Catheter Valves,9518.0,67936.0,172110.0
202102,2215,Faecal Collectors,224.0,4577.0,10967.9
202102,2220,Incontinence Belts,1.0,4.0,54.28
202102,2230,Incontinence Sheaths,12695.0,502703.0,896306.72
202102,2240,Incontinence Sheath Fixing Strips & Adh,1453.0,42524.0,27472.57
202102,2250,Leg Bags,51249.0,617659.0,1755082.14
202102,2260,Night Drainage Bags,76417.0,1974081.0,1128486.61
202102,2270,Suspensory Systems,1039.0,8198.0,54670.08
202102,2280,Tubing And Accessories,22668.0,148877.0,327084.0
202102,2285,Insert For Female Stress Incont,222.0,334.0,12012.55
202102,2290,Urinal Systems,1024.0,9078.0,52812.56
202102,2305,Adhesive Discs/Rings/Pads/Plasters,19806.0,1367181.0,835230.8999999999
202102,2310,Adhesive (Pastes/Sprays/Solutions),164.0,32174.0,4919.6
202102,2315,Adhesive Removers (Sprays/Liquids/Wipes),79128.0,10314104.0,1671966.26
202102,2320,Bag Closures,331.0,15403.0,4364.72
202102,2325,Bag Covers,449.0,1590.0,14604.04
202102,2330,Belts,7624.0,11900.0,385630.09
202102,2335,Colostomy Bags,33398.0,2366298.0,7303724.55
202102,2345,Deodorants,7875.0,1513792.0,98976.11
202102,2346,Discharge Solidifying Agents,2368.0,459600.0,133584.14
202102,2350,Filters/Bridges,296.0,16955.0,13631.52
202102,2355,Flanges,18.0,95.0,1579.87
202102,2360,Ileostomy Bags,52424.0,2061735.0,8153803.9
202102,2370,Irrigation Washout Appliances,2752.0,66753.0,104087.7
202102,2375,Pressure Plates/Shields,90.0,369.0,3006.98
202102,2380,Skin Fillers And Protectives,254176.0,27535087.8,2889329.17
202102,2385,Skin Protectors,17881.0,726624.0,1424453.62
202102,2390,Stoma Caps/Dressings,1244.0,60975.0,84565.0
202102,2392,Tubing & Accessories,362.0,6585.0,16729.76
202102,2394,Two Piece Ostomy Systems,20071.0,778987.0,1937965.72
202102,2396,Urostomy Bags,10986.0,327211.0,1959082.26
202102,301,Bronchodilators,2229294.0,15425385.0,25540643.77
202102,302,Corticosteroids (respiratory),1686552.0,2151790.0,47856632.6
202102,303,"Cromoglycate, leukotriene and phosphodesterase type-4 inhib",287534.0,8884338.0,868752.8
202102,304,"Antihistamines, hyposensitisation and allergic emergencies",975475.0,45469537.0,4711068.26
202102,307,Mucolytics,229245.0,30737982.0,1670077.83
202102,308,Aromatic inhalations,24.0,3450.0,60.41
202102,309,Cough preparations,11129.0,3038441.0,27120.28
202102,310,Systemic nasal decongestants,1430.0,143544.0,11201.38
202102,401,Hypnotics and anxiolytics,1124974.0,32750604.0,7394975.91
202102,402,Drugs used in psychoses and related disorders,1021206.0,36258134.0,9886829.1
202102,403,Antidepressant drugs,6337714.0,234999666.0,28478445.17
202102,404,CNS stimulants and drugs used for ADHD,148307.0,6058836.0,6254496.67
202102,405,Drugs used in the treatment of obesity,24109.0,2201154.0,649938.0800000001
202102,406,Drugs used in nausea and vertigo,482921.0,29598323.0,3263813.5
202102,407,Analgesics,4645276.0,506696541.4,35667832.63
202102,408,Antiepileptic drugs,2336115.0,190499120.0,25726334.34
202102,409,Drugs used in parkinsonism and related disorders,398778.0,27535268.0,7699301.59
202102,410,Drugs used in substance dependence,315180.0,123192473.6,5593456.369999999
202102,411,Drugs for dementia,307824.0,7538545.0,2268695.01
202102,501,Antibacterial drugs,2168879.0,75076241.0,13861647.26
202102,502,Antifungal drugs,112889.0,3117734.0,566186.5700000001
202102,503,Antiviral drugs,80623.0,4120752.0,1122126.21
202102,504,Antiprotozoal drugs,194761.0,5353832.0,923050.76
202102,505,Anthelmintics,6914.0,149133.0,22716.68
202102,601,Drugs used in diabetes,4527273.0,281192953.0,93322358.88
202102,602,Thyroid and antithyroid drugs,2614925.0,95501325.0,7063626.359999999
202102,603,Corticosteroids (endocrine),545214.0,28883302.0,2786914.83
202102,604,Sex Hormones,676173.0,34208555.5,6678018.16
202102,605,"Hypothalamic and pituitary hormones and anti, oestrogens",25335.0,1147570.0,3507460.96
202102,606,Drugs affecting bone metabolism,496166.0,2528057.0,2558678.37
202102,607,Other endocrine drugs,7527.0,150281.0,533698.78
202102,702,Treatment of vaginal and vulval conditions,205558.0,3579735.0,2583486.75
202102,703,Contraceptives,610009.0,55694072.0,5225752.98
202102,704,Drugs for genito-urinary disorders,1597146.0,47431773.0,12371906.36
202102,801,Cytotoxic drugs,15177.0,684150.0,782939.39
202102,802,Drugs affecting the immune response,93726.0,7083905.0,2808540.17
202102,803,Sex hormones and hormone antagonists in malignant disease,247036.0,7019313.0,10756321.3
202102,901,Anaemias and some other blood disorders,1535885.0,65756176.0,5084096.7
202102,902,Fluids and electrolytes,83786.0,6512473.0,804039.63
202102,903,Intravenous nutrition,2.0,76.0,164.76
202102,904,Oral nutrition,416291.0,2052512343.0,31312238.17
202102,905,Minerals,167740.0,28056535.0,3770956.01
202102,906,Vitamins,2476332.0,114481181.5,10626478.04
202102,908,Metabolic disorders,376.0,112930.0,220349.52
202102,909,Foods,18594.0,84861763.5,1903807.67
202102,910,Compound vitamin and mineral formulations,10310.0,393751.0,73770.73999999999
202102,911,Health supplements,4749.0,312336.0,277800.53
202102,912,Other health supplements,9726.0,378226.0,41497.79
202103,1001,Drugs used in rheumatic diseases and gout,1876098.0,86297617.0,10483509.88
202103,1002,Drugs used in neuromuscular disorders,137196.0,22739960.0,1030923.92
202103,1003,Drugs for soft-tissue disorders and topical pain relief,582176.0,61775820.0,3221363.96
202103,101,Dyspepsia and gastro-oesophageal reflux disease,392043.0,192938259.0,2398368.93
202103,102,Antispasmodics and other drugs altering gut motility,405487.0,35047153.0,5134434.53
202103,103,Antisecretory drugs and mucosal protectants,6169285.0,222607499.0,17462878.86
202103,104,Acute diarrhoea,135580.0,12512768.0,720461.71
202103,105,Chronic bowel disorders,226243.0,27888584.0,10878808.33
202103,106,Laxatives,1639465.0,218004876.0,10179246.75
202103,107,Local preparations for anal and rectal disorders,119963.0,3179548.0,835136.77
202103,108,Stoma care,1.0,92.0,5.01
202103,109,Drugs affecting intestinal secretions,82810.0,17813637.0,4463154.2
202103,1103,Anti-infective eye preparations,85111.0,750058.0,724620.8300000001
202103,1104,Corticosteroids and other anti-inflammatory preparations,161397.0,2573703.0,2048822.0
202103,1105,Mydriatics and cycloplegics,7286.0,138807.0,458273.95
202103,1106,Treatment of glaucoma,803480.0,11233613.5,8905593.379999999
202103,1107,Local anaesthetics,45.0,921.0,519.68
202103,1108,Miscellaneous ophthalmic preparations,317294.0,7686456.0,1833169.45
202103,1201,Drugs acting on the ear,137557.0,854000.0,743346.3300000001
202103,1202,Drugs acting on the nose,672608.0,3238663.0,5007074.3
202103,1203,Drugs acting on the oropharynx,86700.0,18665169.7,608229.04
202103,1301,Management of skin conditions,4773.0,2625606.0,17846.99
202103,1302,Emollient and barrier preparations,598816.0,304692522.0,4375766.96
202103,1303,Topical local anaesthetics and antipruritics,23854.0,6354585.0,227636.58
202103,1304,Topical corticosteroids,1018263.0,54028500.0,5489943.22
