YEAR_MONTH,BNF_CHEMICAL_SUBSTANCE_CODE,BNF_CHEMICAL_SUBSTANCE,PREP_CLASS,PRESCRIBED_PREP_CLASS,ITEMS,NIC
202101,0101010C0,Aluminium hydroxide,03,02,3.0,9.6
202101,0101010F0,Magnesium carbonate,03,01,25.0,6062.53
202101,0101010F0,Magnesium carbonate,03,03,1.0,92.2
202101,0101010F0,Magnesium carbonate,05,05,11.0,2579.4
202101,0101010G0,Co-magaldrox (Magnesium/aluminium hydroxide),03,02,1882.0,6994.24
202101,0101010G0,Co-magaldrox (Magnesium/aluminium hydroxide),03,03,2590.0,10164.91
202101,0101010I0,Magnesium oxide,03,01,205.0,16203.28
202101,0101010I0,Magnesium oxide,03,02,48.0,4405.52
202101,0101010I0,Magnesium oxide,03,03,77.0,6360.79
202101,0101010I0,Magnesium oxide,05,01,3.0,402.07
202101,0101010I0,Magnesium oxide,05,05,35.0,9078.9
202101,0101010J0,Magnesium trisilicate,01,01,248.0,2358.01
202101,0101010J0,Magnesium trisilicate,05,05,1.0,31.11
202101,0101010L0,Aluminium and magnesium and activated simeticone,03,02,1.0,2.91
202101,0101010L0,Aluminium and magnesium and activated simeticone,03,03,907.0,5161.27
202101,0101010N0,Aluminium and magnesium and oxetacaine,05,05,218.0,8569.2
202101,0101010P0,Co-simalcite (Simeticone/hydrotalcite),03,02,2.0,10.4
202101,0101010P0,Co-simalcite (Simeticone/hydrotalcite),03,03,2.0,10.4
202101,0101010Q0,Magnesium hydroxide,01,01,128.0,1111.87
202101,0101010Q0,Magnesium hydroxide,03,03,79.0,615.66
202101,0101010Q0,Magnesium hydroxide,05,05,1.0,10.62
202101,0101010R0,Simeticone,03,02,1257.0,9852.13
202101,0101010R0,Simeticone,03,03,869.0,4587.57
202101,0101010U0,Sodium citrate,03,02,5.0,935.3
202101,0101010U0,Sodium citrate,03,03,2.0,705.0
202101,0101012A0,Gripe mixtures,03,03,1.0,2.58
202101,0101012B0,Sodium bicarbonate,01,01,74.0,200.7
202101,0101012B0,Sodium bicarbonate,02,02,332.0,78690.97
202101,0101012B0,Sodium bicarbonate,03,01,18.0,5605.04
202101,0101012B0,Sodium bicarbonate,03,02,93.0,27922.28
202101,0101012B0,Sodium bicarbonate,03,03,121.0,28618.35
202101,0101012B0,Sodium bicarbonate,05,05,12.0,3509.13
202101,010102100,Compound alginates and proprietary indigestion preparations,03,02,188.0,3171.57
202101,010102100,Compound alginates and proprietary indigestion preparations,03,03,193.0,1367.17
202101,0101021B0,Alginic acid compound preparations,02,02,31864.0,159165.7
202101,0101021B0,Alginic acid compound preparations,03,02,12240.0,59208.21000000001
202101,0101021B0,Alginic acid compound preparations,03,03,320184.0,1730678.13
202101,0101021C0,Calcium carbonate,03,01,15.0,6255.9
202101,0101021C0,Calcium carbonate,03,02,537.0,1719.21
202101,0101021C0,Calcium carbonate,03,03,18.0,86.14
202101,0101021C0,Calcium carbonate,05,05,88.0,13882.63
202101,0102000A0,Alverine citrate,01,01,17722.0,147229.88
202101,0102000A0,Alverine citrate,03,03,955.0,17133.82
202101,0102000A0,Alverine citrate,05,05,26.0,293.59000000000003
202101,0102000AC,Atropine sulfate,05,05,5.0,1662.52
202101,0102000AJ,Alverine citrate/simeticone,03,02,10.0,105.61
202101,0102000AJ,Alverine citrate/simeticone,03,03,2.0,22.0
202101,0102000D0,Compound antispasmodic preparations,03,03,6.0,24.24
202101,0102000H0,Belladonna alkaloids,01,01,151.0,2190.57
202101,0102000H0,Belladonna alkaloids,05,05,3.0,24.64
202101,0102000J0,Dicycloverine hydrochloride,01,01,2297.0,500100.47
202101,0102000J0,Dicycloverine hydrochloride,05,05,3.0,593.94
202101,0102000K0,Dicycloverine hydrochloride compound preparations,03,03,2292.0,17144.760000000002
202101,0102000L0,Glycopyrronium bromide,01,01,3881.0,1392670.94
202101,0102000L0,Glycopyrronium bromide,03,02,451.0,121433.6
202101,0102000L0,Glycopyrronium bromide,03,03,461.0,168640.0
202101,0102000L0,Glycopyrronium bromide,05,01,57.0,15673.83
202101,0102000L0,Glycopyrronium bromide,05,05,543.0,80072.29000000001
202101,0102000N0,Hyoscine butylbromide,01,01,12030.0,38719.08
202101,0102000N0,Hyoscine butylbromide,03,01,2.0,5.84
202101,0102000N0,Hyoscine butylbromide,03,02,93426.0,445646.0500000001
202101,0102000N0,Hyoscine butylbromide,03,03,27308.0,125290.57
202101,0102000N0,Hyoscine butylbromide,05,05,118.0,5362.91
202101,0102000P0,Mebeverine hydrochloride,01,01,163951.0,1015281.35
202101,0102000P0,Mebeverine hydrochloride,03,01,4.0,14.59
202101,0102000P0,Mebeverine hydrochloride,03,03,7926.0,59119.85
202101,0102000P0,Mebeverine hydrochloride,05,05,328.0,7845.22
202101,0102000T0,Peppermint oil,01,01,26953.0,182976.25
202101,0102000T0,Peppermint oil,03,01,24.0,144.57
202101,0102000T0,Peppermint oil,03,02,8383.0,109025.1
202101,0102000T0,Peppermint oil,03,03,7873.0,94008.65
202101,0102000T0,Peppermint oil,05,05,29.0,185.46
202101,0102000X0,Mebeverine hydrochloride compound preparations,03,02,2550.0,82455.67
202101,0102000X0,Mebeverine hydrochloride compound preparations,03,03,2776.0,95421.22
202101,0102000Y0,Propantheline bromide,01,01,4420.0,83785.56
202101,0102000Y0,Propantheline bromide,03,03,372.0,7824.67
202101,0102000Y0,Propantheline bromide,05,05,1.0,391.8
202101,010300000,Other test for helicobacter pylori preparations,03,02,242.0,4668.0
202101,010300000,Other test for helicobacter pylori preparations,03,03,417.0,7774.5
202101,0103010D0,Cimetidine,01,01,2703.0,57642.23
202101,0103010D0,Cimetidine,03,01,8.0,197.54
202101,0103010D0,Cimetidine,03,02,833.0,23648.660000000003
202101,0103010D0,Cimetidine,03,03,163.0,4952.98
202101,0103010D0,Cimetidine,05,01,7.0,169.54
202101,0103010D0,Cimetidine,05,05,6.0,693.54
202101,0103010H0,Famotidine,01,01,41637.0,1456230.5499999998
202101,0103010H0,Famotidine,05,05,2.0,116.97
202101,0103010N0,Nizatidine,01,01,7522.0,186969.83
202101,0103010N0,Nizatidine,05,05,4.0,101.04
202101,0103010T0,Ranitidine hydrochloride,01,01,254.0,3837.49
202101,0103010T0,Ranitidine hydrochloride,03,01,234.0,480.7900000000001
202101,0103010T0,Ranitidine hydrochloride,03,03,16.0,17.92
202101,0103010T0,Ranitidine hydrochloride,05,01,1546.0,10220.98
202101,0103010T0,Ranitidine hydrochloride,05,05,3935.0,27155.75
202101,0103020P0,Pirenzepine,05,05,153.0,24906.85
202101,0103030S0,Sucralfate,01,01,443.0,63203.92
202101,0103030S0,Sucralfate,03,01,33.0,9445.32
202101,0103030S0,Sucralfate,03,03,1.0,88.5
202101,0103030S0,Sucralfate,05,01,1.0,84.84
202101,0103030S0,Sucralfate,05,05,788.0,219637.34
202101,0103040M0,Misoprostol,03,02,380.0,4064.61
202101,0103040M0,Misoprostol,03,03,17.0,187.22
202101,0103050E0,Esomeprazole,01,01,191379.0,1410639.05
202101,0103050E0,Esomeprazole,03,01,1.0,10.6
202101,0103050E0,Esomeprazole,03,02,772.0,37376.65
202101,0103050E0,Esomeprazole,03,03,9369.0,229985.63
202101,0103050E0,Esomeprazole,05,01,3.0,156.5
202101,0103050E0,Esomeprazole,05,05,130.0,4104.84
202101,0103050L0,Lansoprazole,01,01,2493808.0,4162266.21
202101,0103050L0,Lansoprazole,03,01,7.0,44.02
202101,0103050L0,Lansoprazole,03,03,6930.0,48546.28999999999
202101,0103050L0,Lansoprazole,05,05,2759.0,44002.4
202101,0103050P0,Omeprazole,01,01,2876912.0,7383722.98
202101,0103050P0,Omeprazole,03,01,27.0,323.3
202101,0103050P0,Omeprazole,03,03,8214.0,181453.45
202101,0103050P0,Omeprazole,05,01,185.0,56318.78
202101,0103050P0,Omeprazole,05,05,3193.0,96836.85
202101,0103050R0,Pantoprazole,01,01,127912.0,426757.4
202101,0103050R0,Pantoprazole,03,03,1.0,306.36
202101,0103050R0,Pantoprazole,05,05,161.0,779.4
202101,0103050T0,Rabeprazole sodium,01,01,29406.0,70458.5
202101,0103050T0,Rabeprazole sodium,03,03,1199.0,17528.5
202101,0103050T0,Rabeprazole sodium,05,05,27.0,194.52
202101,0104020H0,Co-phenotrope (Diphenox hydrochloride/atropine sulfate),03,01,68.0,10694.89
202101,0104020H0,Co-phenotrope (Diphenox hydrochloride/atropine sulfate),03,03,12.0,4032.99
202101,0104020H0,Co-phenotrope (Diphenox hydrochloride/atropine sulfate),05,01,4.0,1039.14
202101,0104020H0,Co-phenotrope (Diphenox hydrochloride/atropine sulfate),05,05,39.0,11446.69
202101,0104020L0,Loperamide hydrochloride,01,01,125028.0,794648.8400000001
202101,0104020L0,Loperamide hydrochloride,03,01,1.0,1.29
202101,0104020L0,Loperamide hydrochloride,03,02,5809.0,170022.83000000002
202101,0104020L0,Loperamide hydrochloride,03,03,1468.0,51632.88
202101,0104020L0,Loperamide hydrochloride,05,05,179.0,3703.3
202101,0104020N0,Opium and morphine,01,01,15.0,30.790000000000003
202101,0104020N0,Opium and morphine,03,02,2.0,18.32
202101,0104020N0,Opium and morphine,03,03,2.0,13.74
202101,0104020P0,Loperamide hydrochloride and simeticone,03,02,78.0,1478.56
202101,0104020P0,Loperamide hydrochloride and simeticone,03,03,148.0,4137.25
202101,0105010B0,Mesalazine (Systemic),01,01,3439.0,189279.55
202101,0105010B0,Mesalazine (Systemic),03,01,8.0,374.16
202101,0105010B0,Mesalazine (Systemic),03,02,16250.0,903689.98
202101,0105010B0,Mesalazine (Systemic),03,03,108783.0,6241987.140000001
202101,0105010B0,Mesalazine (Systemic),05,05,2.0,369.0
202101,0105010C0,Olsalazine sodium,01,01,930.0,220112.93
202101,0105010D0,Balsalazide sodium,03,02,3436.0,154500.40000000002
202101,0105010D0,Balsalazide sodium,03,03,282.0,12634.6
202101,0105010E0,Sulfasalazine,01,01,58610.0,748208.28
202101,0105010E0,Sulfasalazine,03,01,9.0,82.68
202101,0105010E0,Sulfasalazine,03,02,45.0,513.48
202101,0105010E0,Sulfasalazine,03,03,13408.0,132940.72999999998
202101,0105010E0,Sulfasalazine,05,05,213.0,8145.08
202101,0105020A0,Budesonide,03,02,5785.0,407152.84
202101,0105020A0,Budesonide,03,03,1749.0,159352.21
202101,0105020B0,Hydrocortisone acetate,03,02,11.0,197.93
202101,0105020B0,Hydrocortisone acetate,03,03,5.0,140.32
202101,0105020C0,Hydrocortisone,05,05,2.0,610.51
202101,0105020D0,Prednisolone sodium metasulphobenzoate,01,01,1644.0,489005.0
202101,0105020D0,Prednisolone sodium metasulphobenzoate,03,03,3.0,748.0
202101,0105020D0,Prednisolone sodium metasulphobenzoate,05,05,15.0,4862.0
202101,0105020E0,Prednisolone sodium phosphate,01,01,389.0,68550.97
202101,0105020E0,Prednisolone sodium phosphate,03,03,2.0,4778.8
202101,0105020E0,Prednisolone sodium phosphate,05,05,9.0,2121.33
202101,0105020G0,Beclometasone dipropionate (Systemic),03,02,157.0,8678.23
202101,0105020G0,Beclometasone dipropionate (Systemic),03,03,299.0,17273.45
202101,0105040A0,Sodium cromoglicate,03,02,935.0,76305.8
202101,0105040A0,Sodium cromoglicate,03,03,137.0,11917.04
202101,0105040A0,Sodium cromoglicate,05,05,1.0,3400.75
202101,0106010E0,Ispaghula husk,02,02,35952.0,199974.82
202101,0106010E0,Ispaghula husk,03,01,102.0,560.52
202101,0106010E0,Ispaghula husk,03,02,9563.0,54170.58
202101,0106010E0,Ispaghula husk,03,03,42143.0,254693.62
202101,0106010E0,Ispaghula husk,05,01,692.0,3679.59
202101,0106010E0,Ispaghula husk,05,02,73.0,398.96
202101,0106010E0,Ispaghula husk,05,05,91.0,472.59
202101,0106010H0,Methylcellulose,03,02,371.0,1163.81
202101,0106010H0,Methylcellulose,03,03,78.0,258.97
202101,0106010N0,Sterculia,03,02,764.0,7153.9
202101,0106010N0,Sterculia,03,03,2411.0,21225.89
202101,010602000,Other stimulant laxative preparations,03,03,2.0,29.92
202101,0106020B0,Co-danthramer (Dantron/poloxamer 188),01,01,140.0,31370.5
202101,0106020C0,Bisacodyl,01,01,87005.0,162775.28
202101,0106020C0,Bisacodyl,03,01,1.0,9.4
202101,0106020C0,Bisacodyl,03,02,548.0,2125.8
202101,0106020C0,Bisacodyl,03,03,1117.0,22264.6
202101,0106020C0,Bisacodyl,05,05,827.0,51369.36
202101,0106020F0,Castor oil,05,01,4.0,50.02
202101,0106020F0,Castor oil,05,05,2.0,4.76
202101,0106020I0,Docusate sodium,01,01,150837.0,989506.8
202101,0106020I0,Docusate sodium,03,01,14.0,48.690000000000005
202101,0106020I0,Docusate sodium,03,02,190.0,17691.39
202101,0106020I0,Docusate sodium,03,03,904.0,25355.57
202101,0106020I0,Docusate sodium,05,05,13.0,396.03
202101,0106020J0,Co-danthrusate (Dantron/docusate sodium),01,01,30.0,8788.5
202101,0106020L0,Glycerol,01,01,20965.0,64304.8
202101,0106020L0,Glycerol,05,05,28.0,130.56
202101,0106020M0,Senna,01,01,313503.0,711584.6
202101,0106020M0,Senna,03,01,2.0,9.43
202101,0106020M0,Senna,03,02,31703.0,162044.87
202101,0106020M0,Senna,03,03,2186.0,26281.94
202101,0106020M0,Senna,05,05,551.0,1129.75
202101,0106020P0,Sodium picosulfate,01,01,14801.0,119476.61
202101,0106020P0,Sodium picosulfate,03,01,12.0,33.12
202101,0106020P0,Sodium picosulfate,03,03,1126.0,6096.76
202101,0106020P0,Sodium picosulfate,05,01,1.0,10.77
202101,0106020P0,Sodium picosulfate,05,05,107.0,712.6
202101,0106030A0,Arachis oil,01,01,57.0,11637.5
202101,0106030P0,Liquid paraffin,01,01,131.0,626.04
202101,0106030P0,Liquid paraffin,05,05,2.0,8.72
202101,010604000,Other osmotic laxative preparations,03,03,289.0,3629.56
202101,0106040G0,Lactulose,01,01,226386.0,968602.38
202101,0106040G0,Lactulose,03,03,29.0,139.14999999999998
202101,0106040G0,Lactulose,05,01,2.0,14.48
202101,0106040G0,Lactulose,05,05,734.0,3871.96
202101,0106040J0,Magnesium hydroxide,01,01,133.0,1113.65
202101,0106040L0,Magnesium sulfate,01,01,17.0,220.78
202101,0106040M0,Macrogol 3350,01,01,157688.0,1058806.22
202101,0106040M0,Macrogol 3350,02,02,1810.0,11826.72
202101,0106040M0,Macrogol 3350,03,01,457.0,3553.55
202101,0106040M0,Macrogol 3350,03,02,3891.0,168417.55
202101,0106040M0,Macrogol 3350,03,03,407998.0,2767882.1500000004
202101,0106040M0,Macrogol 3350,05,01,10.0,108.07
202101,0106040M0,Macrogol 3350,05,05,151.0,1010.33
202101,0106040N0,Phosphates (Rectal),01,01,3897.0,651662.76
202101,0106040N0,Phosphates (Rectal),03,02,277.0,4934.92
202101,0106040N0,Phosphates (Rectal),03,03,1116.0,29697.45
202101,0106040N0,Phosphates (Rectal),05,05,7.0,1508.22
202101,0106040R0,Sodium citrate (Rectal),03,01,262.0,1655.07
202101,0106040R0,Sodium citrate (Rectal),03,03,7207.0,45860.72
202101,0106040R0,Sodium citrate (Rectal),05,01,2.0,9.74
202101,0106040R0,Sodium citrate (Rectal),05,05,3.0,23.81
202101,0106040X0,Macrogol 4000,03,02,1.0,6.03
202101,0106050B0,Bowel cleansing solutions,03,03,718.0,13284.4
202101,0106050M0,Magnesium citrate,03,02,10.0,356.7
202101,0106050M0,Magnesium citrate,03,03,21.0,328.0
202101,0106050S0,Sodium picosulfate,03,02,26.0,740.72
202101,0106050S0,Sodium picosulfate,03,03,1055.0,16986.77
202101,0106050U0,Phosphates,03,02,1.0,4.79
202101,0106060A0,Methylnaltrexone bromide,03,02,4.0,463.1
202101,0106060A0,Methylnaltrexone bromide,03,03,1.0,21.05
202101,0106060B0,Naloxegol,03,02,3022.0,128660.16
202101,0106060B0,Naloxegol,03,03,138.0,5797.84
202101,0106060C0,Naldemedine,03,02,23.0,834.4
202101,0106070A0,Prucalopride,03,02,11530.0,684357.09
202101,0106070A0,Prucalopride,03,03,380.0,23059.99
202101,0106070B0,Linaclotide,03,02,4305.0,187912.68
202101,0106070B0,Linaclotide,03,03,321.0,13897.2
202101,0106070C0,Lubiprostone,03,02,3.0,139.58
202101,010701000,Other soothing haemorrhoidal preparations,03,02,4.0,17.36
202101,010701000,Other soothing haemorrhoidal preparations,03,03,61.0,184.45
202101,0107010AA,Diltiazem hydrochloride,05,05,2244.0,38887.67
202101,0107010I0,Hamamelis,03,02,2.0,13.28
202101,0107010I0,Hamamelis,03,03,55.0,211.31
202101,0107010N0,Lidocaine hydrochloride,03,02,143.0,476.48
202101,0107010N0,Lidocaine hydrochloride,03,03,858.0,3955.13
202101,0107010S0,Sucralfate,05,05,35.0,10608.45
202101,0107010Z0,Zinc oxide,03,02,2.0,4.71
202101,0107010Z0,Zinc oxide,03,03,13194.0,41386.91
202101,0107020F0,Fluocortolone,03,03,117.0,904.05
202101,0107020J0,Hydrocortisone,03,02,10243.0,89634.73
202101,0107020J0,Hydrocortisone,03,03,40543.0,207584.51
202101,0107020P0,Prednisolone,03,02,6564.0,18459.21
202101,0107020P0,Prednisolone,03,03,30240.0,83796.98
202101,0107030P0,Phenol,01,01,4.0,34.12
202101,0107040A0,Glyceryl trinitrate,03,02,5013.0,202237.8
202101,0107040A0,Glyceryl trinitrate,03,03,1715.0,69600.29999999999
202101,0107040A0,Glyceryl trinitrate,05,05,58.0,1310.72
202101,0108010S0,"Skin protectives,fillers and cleansers",03,03,7.0,39.8
202101,0109010G0,Chenodeoxycholic acid,01,01,1.0,7840.0
202101,0109010R0,Other preparations for biliary disorders,03,03,2.0,42.63
202101,0109010U0,Ursodeoxycholic acid,01,01,19268.0,546314.95
202101,0109010U0,Ursodeoxycholic acid,03,02,7419.0,326858.82
202101,0109010U0,Ursodeoxycholic acid,03,03,1272.0,57245.25
202101,0109010U0,Ursodeoxycholic acid,05,05,54.0,1645.84
202101,0109040N0,Pancreatin,03,02,5.0,539.23
202101,0109040N0,Pancreatin,03,03,51229.0,3366526.26
202101,0201010F0,Digoxin,01,01,218899.0,330533.09
202101,0201010F0,Digoxin,03,02,1015.0,6580.5
202101,0201010F0,Digoxin,03,03,441.0,354.63
202101,0201010F0,Digoxin,05,05,163.0,562.37
202101,0202010B0,Bendroflumethiazide,01,01,635714.0,683677.17
202101,0202010B0,Bendroflumethiazide,03,03,2.0,3.06
202101,0202010B0,Bendroflumethiazide,05,05,330.0,2269.36
202101,0202010D0,Chlorothiazide,05,05,226.0,11049.97
202101,0202010F0,Chlortalidone,01,01,1046.0,86432.26999999999
202101,0202010F0,Chlortalidone,05,05,10.0,1083.59
202101,0202010L0,Hydrochlorothiazide,03,01,5.0,359.42
202101,0202010L0,Hydrochlorothiazide,05,05,105.0,10334.240000000002
202101,0202010P0,Indapamide,01,01,408320.0,1612566.64
202101,0202010P0,Indapamide,03,01,17.0,58.900000000000006
202101,0202010P0,Indapamide,03,03,1527.0,6552.040000000001
202101,0202010P0,Indapamide,05,05,255.0,3554.59
202101,0202010V0,Metolazone,03,01,232.0,7424.24
202101,0202010V0,Metolazone,03,03,2.0,4.38
202101,0202010V0,Metolazone,05,05,1256.0,75647.37
202101,0202010Y0,Xipamide,03,02,224.0,1119.49
202101,0202010Y0,Xipamide,03,03,15.0,101.71
202101,0202020D0,Bumetanide,01,01,146443.0,485775.38
202101,0202020D0,Bumetanide,05,05,169.0,1766.4
202101,0202020L0,Furosemide,01,01,905371.0,1043449.87
202101,0202020L0,Furosemide,03,01,1.0,33.68
202101,0202020L0,Furosemide,03,03,259.0,4980.17
202101,0202020L0,Furosemide,05,01,13.0,943.3
202101,0202020L0,Furosemide,05,05,268.0,11640.92
202101,0202020U0,Torasemide,01,01,1108.0,9672.58
202101,0202020U0,Torasemide,03,02,154.0,704.81
202101,0202020U0,Torasemide,03,03,23.0,128.98000000000002
202101,0202020U0,Torasemide,05,05,1.0,37.0
202101,0202030C0,Amiloride hydrochloride,01,01,11960.0,590883.88
202101,0202030C0,Amiloride hydrochloride,05,05,18.0,1182.09
202101,0202030S0,Spironolactone,01,01,232769.0,452765.74
202101,0202030S0,Spironolactone,03,03,86.0,718.3100000000001
202101,0202030S0,Spironolactone,05,05,946.0,27510.47
202101,0202030W0,Triamterene,01,01,2.0,78.22
202101,0202030X0,Eplerenone,01,01,77073.0,623522.46
202101,0202030X0,Eplerenone,03,01,12.0,474.51
202101,0202030X0,Eplerenone,03,03,359.0,14877.22
202101,0202030X0,Eplerenone,05,05,58.0,787.4000000000001
202101,0202040B0,Co-amilofruse (Amiloride hydrochloride/frusemide),01,01,20224.0,185414.92
202101,0202040B0,Co-amilofruse (Amiloride hydrochloride/frusemide),03,01,1.0,31.74
202101,0202040B0,Co-amilofruse (Amiloride hydrochloride/frusemide),03,03,1056.0,7150.01
202101,0202040B0,Co-amilofruse (Amiloride hydrochloride/frusemide),05,05,39.0,299.54
202101,0202040C0,Co-amilozide (Amiloride hydrochloride/hydrochlorothiazide),01,01,6417.0,45797.94
202101,0202040C0,Co-amilozide (Amiloride hydrochloride/hydrochlorothiazide),03,01,1.0,2.58
202101,0202040C0,Co-amilozide (Amiloride hydrochloride/hydrochlorothiazide),03,03,376.0,679.47
202101,0202040C0,Co-amilozide (Amiloride hydrochloride/hydrochlorothiazide),05,05,22.0,196.82
202101,0202040D0,Amiloride hydrochloride with loop diuretics,01,01,390.0,30334.0
202101,0202040D0,Amiloride hydrochloride with loop diuretics,05,05,1.0,112.0
202101,0202040G0,Co-flumactone (Hydroflumethiazide/spironolactone),03,02,21.0,276.54
202101,0202040G0,Co-flumactone (Hydroflumethiazide/spironolactone),03,03,23.0,383.0
202101,0202040H0,Co-triamterzide(Triamterene/hydrochlorothiazide),03,02,1.0,0.89
202101,0202040T0,Spironolactone with loop diuretics,03,02,187.0,1527.64
202101,0202040T0,Spironolactone with loop diuretics,03,03,87.0,825.97
202101,0202040U0,Triamterene with loop diuretics,03,02,160.0,471.78
202101,0202040U0,Triamterene with loop diuretics,03,03,92.0,278.22
202101,0202040V0,Triamterene with thiazides,01,01,40.0,6786.0
202101,0203020D0,Amiodarone hydrochloride,01,01,35930.0,85258.81999999999
202101,0203020D0,Amiodarone hydrochloride,03,03,2.0,12.84
202101,0203020D0,Amiodarone hydrochloride,05,05,59.0,4231.73
202101,0203020F0,Disopyramide,01,01,722.0,22513.22
202101,0203020F0,Disopyramide,03,03,164.0,2878.2200000000003
202101,0203020F0,Disopyramide,05,05,6.0,1228.6
202101,0203020G0,Disopyramide phosphate,03,02,376.0,12417.48
202101,0203020G0,Disopyramide phosphate,03,03,88.0,2883.42
202101,0203020I0,Flecainide acetate,01,01,34899.0,164638.41
202101,0203020I0,Flecainide acetate,03,02,5.0,103.89
202101,0203020I0,Flecainide acetate,03,03,180.0,4164.42
202101,0203020I0,Flecainide acetate,05,05,291.0,9417.19
202101,0203020P0,Mexiletine hydrochloride,03,01,1.0,340.75
202101,0203020P0,Mexiletine hydrochloride,03,02,4.0,14800.0
202101,0203020P0,Mexiletine hydrochloride,03,03,1.0,5000.0
202101,0203020P0,Mexiletine hydrochloride,05,05,144.0,97490.43
202101,0203020R0,Propafenone hydrochloride,01,01,1378.0,11134.34
202101,0203020R0,Propafenone hydrochloride,03,03,59.0,470.37
202101,0203020U0,Quinidine sulfate,05,05,3.0,601.5
202101,0203020X0,Dronedarone hydrochloride,01,01,1669.0,117978.83
202101,0203020X0,Dronedarone hydrochloride,03,03,41.0,2596.5
202101,020400030,Timolol with diuretic,01,01,18.0,1619.03
202101,020400040,Co-tenidone (Atenolol/chlortalidone),01,01,9903.0,26846.98
202101,020400040,Co-tenidone (Atenolol/chlortalidone),03,03,454.0,6519.77
202101,020400040,Co-tenidone (Atenolol/chlortalidone),05,05,25.0,125.82
202101,020400060,Celiprolol hydrochloride,01,01,2213.0,32112.87
202101,020400060,Celiprolol hydrochloride,03,03,110.0,3688.16
202101,020400060,Celiprolol hydrochloride,05,05,7.0,95.17
202101,020400080,Carvedilol,01,01,48614.0,133627.47999999998
202101,020400080,Carvedilol,05,05,191.0,4860.049999999999
202101,0204000AB,Nebivolol,01,01,47159.0,204162.72
202101,0204000AB,Nebivolol,03,03,251.0,3154.17
202101,0204000AB,Nebivolol,05,01,176.0,3895.44
202101,0204000AB,Nebivolol,05,05,111.0,3584.28
202101,0204000C0,Acebutolol hydrochloride,01,01,578.0,11651.23
202101,0204000C0,Acebutolol hydrochloride,03,01,1.0,37.24
202101,0204000C0,Acebutolol hydrochloride,03,03,41.0,840.1600000000001
202101,0204000E0,Atenolol,01,01,464672.0,496020.59
202101,0204000E0,Atenolol,03,03,379.0,7085.800000000001
202101,0204000E0,Atenolol,05,05,273.0,344.64
202101,0204000H0,Bisoprolol fumarate,01,01,2120473.0,2395808.42
202101,0204000H0,Bisoprolol fumarate,03,01,4.0,5.92
202101,0204000H0,Bisoprolol fumarate,03,03,3601.0,17840.28
202101,0204000H0,Bisoprolol fumarate,05,05,2879.0,26180.79
202101,0204000I0,Labetalol hydrochloride,01,01,8614.0,91934.09
202101,0204000I0,Labetalol hydrochloride,03,02,466.0,1842.2
202101,0204000I0,Labetalol hydrochloride,03,03,426.0,3518.84
202101,0204000I0,Labetalol hydrochloride,05,05,22.0,1853.34
202101,0204000K0,Metoprolol tartrate,01,01,27187.0,130086.75
202101,0204000K0,Metoprolol tartrate,03,02,8.0,213.76
202101,0204000K0,Metoprolol tartrate,03,03,2.0,16.24
202101,0204000K0,Metoprolol tartrate,05,05,82.0,2093.1800000000003
202101,0204000M0,Nadolol,03,02,1161.0,9235.79
202101,0204000M0,Nadolol,03,03,26.0,159.0
202101,0204000M0,Nadolol,05,05,76.0,8459.029999999999
202101,0204000P0,Pindolol,01,01,3.0,22.54
202101,0204000R0,Propranolol hydrochloride,01,01,515027.0,2361251.72
202101,0204000R0,Propranolol hydrochloride,03,01,12.0,60.97
202101,0204000R0,Propranolol hydrochloride,03,03,2405.0,14671.17
202101,0204000R0,Propranolol hydrochloride,05,01,3.0,231.17
202101,0204000R0,Propranolol hydrochloride,05,05,213.0,4129.3
202101,0204000T0,Sotalol hydrochloride,01,01,36203.0,126045.88
202101,0204000T0,Sotalol hydrochloride,03,02,2.0,9.6
202101,0204000T0,Sotalol hydrochloride,03,03,54.0,489.34
202101,0204000T0,Sotalol hydrochloride,05,05,44.0,2297.04
202101,0204000U0,Atenolol with calcium channel blocker,03,02,318.0,7976.299999999999
202101,0204000U0,Atenolol with calcium channel blocker,03,03,537.0,14476.6
202101,0204000V0,Timolol,01,01,1273.0,73545.22
202101,0204000V0,Timolol,05,05,4.0,114.36
202101,0205010AA,Macitentan,03,02,1.0,2152.27
202101,0205010J0,Hydralazine hydrochloride,01,01,14965.0,99383.66999999998
202101,0205010J0,Hydralazine hydrochloride,03,01,3.0,423.92
202101,0205010J0,Hydralazine hydrochloride,03,03,79.0,225.76
202101,0205010J0,Hydralazine hydrochloride,05,05,40.0,2039.8
202101,0205010N0,Minoxidil,03,02,1674.0,27634.63
202101,0205010N0,Minoxidil,03,03,17.0,444.33
202101,0205010U0,Bosentan,03,01,1.0,104.17
202101,0205010U0,Bosentan,03,03,1.0,208.34
202101,0205010U0,Bosentan,05,01,3.0,3132.92
202101,0205010X0,Ambrisentan,01,01,2.0,4638.5
202101,0205010Y0,Sildenafil(Vasodilator Antihypertensive),01,01,115.0,39738.11
202101,0205010Y0,Sildenafil(Vasodilator Antihypertensive),03,02,146.0,31934.25
202101,0205010Y0,Sildenafil(Vasodilator Antihypertensive),03,03,9.0,3345.35
202101,0205010Y0,Sildenafil(Vasodilator Antihypertensive),05,05,1.0,791.49
202101,0205010Z0,Tadalafil (Vasodilator Antihypertensive),03,03,1.0,70.17
