YEAR_MONTH,BNF_CHEMICAL_SUBSTANCE_CODE,BNF_CHEMICAL_SUBSTANCE,PREP_CLASS,PRESCRIBED_PREP_CLASS,ITEMS,NIC
202107,0410020D0,Nicotine bitartrate,03,02,49.0,861.71
202107,0410020D0,Nicotine bitartrate,03,03,174.0,2876.0200000000004
202107,0410030A0,Buprenorphine hydrochloride,01,01,33581.0,536611.86
202107,0410030A0,Buprenorphine hydrochloride,03,02,89.0,2374.41
202107,0410030A0,Buprenorphine hydrochloride,03,03,42842.0,1357203.44
202107,0410030A0,Buprenorphine hydrochloride,05,05,7.0,147.97
202107,0410030B0,Buprenorph hydrochloride/naloxone hydrochloride,01,01,146.0,4543.55
202107,0410030B0,Buprenorph hydrochloride/naloxone hydrochloride,03,02,5.0,242.19
202107,0410030B0,Buprenorph hydrochloride/naloxone hydrochloride,03,03,509.0,18479.57
202107,0410030C0,Methadone hydrochloride,01,01,120726.0,921541.11
202107,0410030C0,Methadone hydrochloride,03,01,17.0,256.19
202107,0410030C0,Methadone hydrochloride,03,02,193.0,2387.06
202107,0410030C0,Methadone hydrochloride,03,03,67767.0,584091.4299999999
202107,0410030C0,Methadone hydrochloride,05,05,75.0,1478.89
202107,0410030E0,Naltrexone hydrochloride,01,01,1418.0,76596.27
202107,0410030E0,Naltrexone hydrochloride,03,03,6.0,106.73
202107,0410030E0,Naltrexone hydrochloride,05,05,148.0,35682.46
202107,0411000D0,Donepezil hydrochloride,01,01,163467.0,353845.08
202107,0411000D0,Donepezil hydrochloride,03,01,37.0,3240.67
202107,0411000D0,Donepezil hydrochloride,03,03,122.0,8362.48
202107,0411000D0,Donepezil hydrochloride,05,01,402.0,20099.07
202107,0411000D0,Donepezil hydrochloride,05,05,259.0,2013.78
202107,0411000E0,Rivastigmine,01,01,15982.0,262409.54
202107,0411000E0,Rivastigmine,02,02,3817.0,296759.39
202107,0411000E0,Rivastigmine,03,02,8091.0,219086.06
202107,0411000E0,Rivastigmine,03,03,4901.0,149502.64
202107,0411000E0,Rivastigmine,05,01,2.0,193.64
202107,0411000E0,Rivastigmine,05,05,5.0,224.12
202107,0411000F0,Galantamine,01,01,300.0,51840.0
202107,0411000F0,Galantamine,02,02,3450.0,175719.21
202107,0411000F0,Galantamine,03,01,1.0,840.0
202107,0411000F0,Galantamine,03,02,635.0,38985.29
202107,0411000F0,Galantamine,03,03,7145.0,183703.02
202107,0411000F0,Galantamine,05,05,6.0,796.3199999999999
202107,0411000G0,Memantine hydrochloride,01,01,133427.0,395408.41
202107,0411000G0,Memantine hydrochloride,03,01,91.0,7529.16
202107,0411000G0,Memantine hydrochloride,03,02,2528.0,102428.84
202107,0411000G0,Memantine hydrochloride,03,03,141.0,8103.68
202107,0411000G0,Memantine hydrochloride,05,01,4.0,29.32
202107,0411000G0,Memantine hydrochloride,05,05,108.0,1752.29
202107,0501011J0,Benzylpenicillin sodium (Penicillin G),01,01,17.0,82.37
202107,0501011P0,Phenoxymethylpenicillin (Penicillin V),01,01,150684.0,583375.23
202107,0501011P0,Phenoxymethylpenicillin (Penicillin V),05,05,122.0,1040.16
202107,0501012G0,Flucloxacillin sodium,01,01,376354.0,1083585.98
202107,0501012G0,Flucloxacillin sodium,03,01,1.0,2.58
202107,0501012G0,Flucloxacillin sodium,05,01,1.0,11.82
202107,0501012G0,Flucloxacillin sodium,05,05,375.0,1169.49
202107,0501013B0,Amoxicillin,01,01,621062.0,963777.5
202107,0501013B0,Amoxicillin,03,02,2.0,38.16
202107,0501013B0,Amoxicillin,03,03,27.0,100.8
202107,0501013B0,Amoxicillin,05,01,350.0,1496.37
202107,0501013B0,Amoxicillin,05,05,476.0,1003.07
202107,0501013C0,Amoxicillin sodium,01,01,5.0,187.2
202107,0501013E0,Ampicillin,01,01,64.0,3457.37
202107,0501013K0,Co-amoxiclav (Amoxicillin/clavulanic acid),01,01,111134.0,313790.9
202107,0501013K0,Co-amoxiclav (Amoxicillin/clavulanic acid),03,01,13.0,133.09
202107,0501013K0,Co-amoxiclav (Amoxicillin/clavulanic acid),03,03,985.0,9858.22
202107,0501013K0,Co-amoxiclav (Amoxicillin/clavulanic acid),05,05,58.0,228.23
202107,0501013L0,Co-fluampicil(Flucloxacillin/ampicillin),01,01,123.0,4414.74
202107,0501014S0,Piperacillin sodium/tazobactam sodium,05,01,4.0,840.5999999999999
202107,0501014S0,Piperacillin sodium/tazobactam sodium,05,05,1.0,9.9
202107,0501015P0,Pivmecillinam hydrochloride,01,01,24313.0,222292.62
202107,0501015P0,Pivmecillinam hydrochloride,03,01,2.0,27.54
202107,0501015P0,Pivmecillinam hydrochloride,03,03,60.0,973.62
202107,0501021A0,Cefaclor,01,01,376.0,5742.929999999999
202107,0501021A0,Cefaclor,03,03,27.0,452.26
202107,0501021A0,Cefaclor,05,01,1.0,24.78
202107,0501021B0,Cefadroxil,01,01,49.0,1577.84
202107,0501021C0,Cefixime,03,02,85.0,2942.73
202107,0501021G0,Ceftriaxone sodium,01,01,79.0,6627.42
202107,0501021H0,Ceftazidime pentahydrate,05,01,8.0,1142.84
202107,0501021J0,Cefuroxime sodium,03,01,2.0,65.78
202107,0501021J0,Cefuroxime sodium,03,03,1.0,2.34
202107,0501021K0,Cefuroxime axetil,01,01,214.0,6996.869999999999
202107,0501021K0,Cefuroxime axetil,03,02,46.0,600.3299999999999
202107,0501021K0,Cefuroxime axetil,03,03,12.0,225.14
202107,0501021K0,Cefuroxime axetil,05,05,2.0,91.1
202107,0501021L0,Cefalexin,01,01,69792.0,186577.52
202107,0501021L0,Cefalexin,03,03,4.0,8.33
202107,0501021L0,Cefalexin,05,01,1.0,7.2
202107,0501021L0,Cefalexin,05,05,31.0,94.26
202107,0501021M0,Cefradine,01,01,1534.0,18706.14
202107,0501021M0,Cefradine,05,05,1.0,8.59
202107,0501022A0,Meropenem,01,01,13.0,7252.0
202107,0501022A0,Meropenem,03,03,1.0,309.42
202107,0501022B0,Ertapenem sodium,01,01,16.0,6678.15
202107,0501023A0,Aztreonam,03,02,1.0,2181.53
202107,0501030F0,Demeclocycline hydrochloride,01,01,421.0,277586.0
202107,0501030F0,Demeclocycline hydrochloride,05,05,1.0,476.82
202107,0501030I0,Doxycycline hyclate,01,01,218994.0,496644.75
202107,0501030I0,Doxycycline hyclate,03,02,2330.0,28163.05
202107,0501030I0,Doxycycline hyclate,03,03,107.0,1386.55
202107,0501030I0,Doxycycline hyclate,05,01,2.0,4.13
202107,0501030I0,Doxycycline hyclate,05,05,349.0,3971.32
202107,0501030L0,Lymecycline,01,01,81493.0,856391.13
202107,0501030L0,Lymecycline,03,03,4325.0,45454.78
202107,0501030L0,Lymecycline,05,01,1.0,19.02
202107,0501030L0,Lymecycline,05,05,72.0,768.1700000000001
202107,0501030P0,Minocycline hydrochloride,01,01,1355.0,24117.22
202107,0501030P0,Minocycline hydrochloride,03,01,2.0,42.28
202107,0501030P0,Minocycline hydrochloride,03,02,83.0,1830.31
202107,0501030P0,Minocycline hydrochloride,03,03,38.0,727.24
202107,0501030P0,Minocycline hydrochloride,05,05,2.0,31.62
202107,0501030T0,Oxytetracycline,01,01,19741.0,269925.52
202107,0501030T0,Oxytetracycline,05,05,36.0,700.78
202107,0501030V0,Tetracycline,01,01,1844.0,30466.16
202107,0501030V0,Tetracycline,05,05,3.0,129.99
202107,0501030Z0,Doxycycline monohydrate,03,02,996.0,26628.39
202107,0501030Z0,Doxycycline monohydrate,03,03,138.0,3755.21
202107,0501040H0,Gentamicin sulfate,01,01,265.0,10509.56
202107,0501040H0,Gentamicin sulfate,03,02,9.0,506.25
202107,0501040H0,Gentamicin sulfate,03,03,14.0,1088.42
202107,0501040H0,Gentamicin sulfate,05,05,1.0,481.22
202107,0501040N0,Neomycin sulfate,01,01,7.0,70.43
202107,0501040U0,Tobramycin,01,01,65.0,36496.23
202107,0501040U0,Tobramycin,03,02,12.0,14847.0
202107,0501040U0,Tobramycin,03,03,6.0,7359.84
202107,0501040U0,Tobramycin,05,05,2.0,1238.1999999999998
202107,0501050A0,Azithromycin,01,01,62469.0,370478.16
202107,0501050A0,Azithromycin,03,01,14.0,177.5
202107,0501050A0,Azithromycin,03,03,141.0,4696.799999999999
202107,0501050A0,Azithromycin,05,01,1.0,80.34
202107,0501050A0,Azithromycin,05,05,83.0,1808.46
202107,0501050B0,Clarithromycin,01,01,138600.0,431824.03
202107,0501050B0,Clarithromycin,02,02,346.0,4711.68
202107,0501050B0,Clarithromycin,03,01,2.0,10.52
202107,0501050B0,Clarithromycin,03,02,140.0,2240.23
202107,0501050B0,Clarithromycin,03,03,49.0,847.5999999999999
202107,0501050B0,Clarithromycin,05,05,45.0,282.75
202107,0501050C0,Erythromycin,01,01,32107.0,174058.83
202107,0501050C0,Erythromycin,03,01,7.0,103.78
202107,0501050C0,Erythromycin,03,03,1.0,4.07
202107,0501050C0,Erythromycin,05,01,136.0,1142.3000000000002
202107,0501050C0,Erythromycin,05,05,147.0,1025.94
202107,0501050H0,Erythromycin ethylsuccinate,01,01,14267.0,180510.75
202107,0501050H0,Erythromycin ethylsuccinate,03,01,12.0,113.94
202107,0501050H0,Erythromycin ethylsuccinate,03,03,70.0,802.57
202107,0501050H0,Erythromycin ethylsuccinate,05,05,5.0,86.28
202107,0501050N0,Erythromycin stearate,01,01,703.0,9083.43
202107,0501050N0,Erythromycin stearate,03,01,89.0,783.26
202107,0501050N0,Erythromycin stearate,03,03,66.0,776.49
202107,0501050N0,Erythromycin stearate,05,05,9.0,79.34
202107,0501060D0,Clindamycin hydrochloride,01,01,9334.0,166032.16999999998
202107,0501060D0,Clindamycin hydrochloride,03,01,5.0,106.75
202107,0501060D0,Clindamycin hydrochloride,03,03,4.0,109.08
202107,0501060D0,Clindamycin hydrochloride,05,05,55.0,3986.72
202107,0501070AC,Fidaxomicin,03,02,27.0,37530.0
202107,0501070AE,Fosfomycin trometamol,01,01,6496.0,45382.68
202107,0501070AE,Fosfomycin trometamol,03,03,1949.0,13797.54
202107,0501070F0,Chloramphenicol,01,01,3.0,2111.19
202107,0501070I0,Colistimethate sodium,01,01,454.0,54178.2
202107,0501070I0,Colistimethate sodium,03,02,571.0,179583.04
202107,0501070I0,Colistimethate sodium,03,03,1844.0,332277.86
202107,0501070M0,Fusidic acid,03,02,6.0,254.31
202107,0501070N0,Sodium fusidate,03,02,143.0,6808.460000000001
202107,0501070N0,Sodium fusidate,03,03,21.0,1018.43
202107,0501070T0,Teicoplanin,01,01,82.0,5036.31
202107,0501070U0,Vancomycin hydrochloride,01,01,523.0,113081.08
202107,0501070U0,Vancomycin hydrochloride,03,03,3.0,479.4
202107,0501070U0,Vancomycin hydrochloride,05,05,4.0,4206.58
202107,0501070W0,Linezolid,01,01,137.0,81777.35
202107,0501070W0,Linezolid,03,02,3.0,667.5
202107,0501070W0,Linezolid,03,03,2.0,890.0
202107,0501070X0,Rifaximin,03,02,8038.0,1394695.42
202107,0501070X0,Rifaximin,03,03,49.0,9579.77
202107,0501070X0,Rifaximin,05,05,1.0,1568.05
202107,0501070Y0,Daptomycin,03,01,2.0,1239.98
202107,0501070Z0,Pristinamycin,05,05,7.0,8071.46
202107,0501080D0,Co-trimoxazole(Trimethoprim/sulfamethoxazole),01,01,16801.0,75651.74
202107,0501080D0,Co-trimoxazole(Trimethoprim/sulfamethoxazole),03,03,1.0,2.45
202107,0501080D0,Co-trimoxazole(Trimethoprim/sulfamethoxazole),05,05,26.0,175.1
202107,0501080J0,Sulfadiazine,01,01,21.0,9996.39
202107,0501080W0,Trimethoprim,01,01,125635.0,661934.37
202107,0501080W0,Trimethoprim,03,03,6.0,4.38
202107,0501080W0,Trimethoprim,05,05,256.0,2788.51
202107,0501090A0,Aminosalicylic acid,03,03,1.0,331.0
202107,0501090H0,Ethambutol hydrochloride,01,01,325.0,10485.36
202107,0501090K0,Isoniazid,01,01,469.0,21620.39
202107,0501090K0,Isoniazid,05,05,2.0,99.6
202107,0501090N0,Pyrazinamide,01,01,3.0,336.51
202107,0501090Q0,Rifabutin,03,02,17.0,2096.78
202107,0501090R0,Rifampicin,01,01,1081.0,77818.36
202107,0501090R0,Rifampicin,03,02,71.0,986.84
202107,0501090R0,Rifampicin,03,03,303.0,6634.82
202107,0501090S0,Rifampicin combined preparations,03,02,34.0,870.7
202107,0501090S0,Rifampicin combined preparations,03,03,61.0,1858.48
202107,0501100C0,Clofazimine,05,05,10.0,3066.08
202107,0501100H0,Dapsone,01,01,2210.0,46223.71000000001
202107,0501100H0,Dapsone,05,05,1.0,34.03
202107,0501110C0,Metronidazole,01,01,110508.0,328590.4
202107,0501110C0,Metronidazole,03,01,1.0,6.79
202107,0501110C0,Metronidazole,03,02,42.0,1372.31
202107,0501110C0,Metronidazole,03,03,9.0,93.71
202107,0501110C0,Metronidazole,05,05,87.0,2794.89
202107,0501110G0,Tinidazole,03,02,7.0,37.26
202107,0501120L0,Ciprofloxacin,01,01,34965.0,210356.07
202107,0501120L0,Ciprofloxacin,03,02,806.0,29869.87
202107,0501120L0,Ciprofloxacin,03,03,27.0,731.0
202107,0501120L0,Ciprofloxacin,05,05,13.0,170.6
202107,0501120P0,Ofloxacin,01,01,3384.0,135318.16
202107,0501120P0,Ofloxacin,05,05,1.0,72.24
202107,0501120Q0,Norfloxacin,03,01,1.0,20.44
202107,0501120X0,Levofloxacin,01,01,2029.0,54916.32000000001
202107,0501120X0,Levofloxacin,05,05,2.0,89.52
202107,0501120Y0,Moxifloxacin,01,01,339.0,12344.0
202107,0501120Y0,Moxifloxacin,03,03,1.0,74.58
202107,0501130H0,Methenamine hippurate,01,01,10277.0,228864.92
202107,0501130H0,Methenamine hippurate,03,03,3256.0,62659.7
202107,0501130H0,Methenamine hippurate,05,05,1.0,23.68
202107,0501130R0,Nitrofurantoin,01,01,56306.0,858899.6699999999
202107,0501130R0,Nitrofurantoin,03,02,297058.0,2051253.02
202107,0501130R0,Nitrofurantoin,03,03,1538.0,12310.0
202107,0501130R0,Nitrofurantoin,05,01,8.0,1611.7600000000002
202107,0501130R0,Nitrofurantoin,05,05,90.0,9703.1
202107,0501130S0,Fosfomycin calcium,05,05,5.0,2504.78
202107,0502010A0,Posaconazole,01,01,39.0,59058.00000000001
202107,0502010B0,Fluconazole,01,01,42966.0,171913.32
202107,0502010B0,Fluconazole,03,01,1.0,33.22
202107,0502010B0,Fluconazole,03,02,64.0,7638.3
202107,0502010B0,Fluconazole,03,03,83.0,2120.71
202107,0502010B0,Fluconazole,05,05,19.0,143.81
202107,0502010C0,Itraconazole,01,01,7843.0,99569.11
202107,0502010C0,Itraconazole,03,03,82.0,5675.93
202107,0502010C0,Itraconazole,05,05,2.0,6.61
202107,0502010D0,Voriconazole,01,01,38.0,50502.65
202107,0502010D0,Voriconazole,03,02,2.0,2756.85
202107,0502010D0,Voriconazole,03,03,6.0,4410.93
202107,0502010E0,Isavuconazole,03,02,1.0,299.64
202107,0502020A0,Ketoconazole,01,01,12.0,3080.0
202107,0502020A0,Ketoconazole,05,05,2.0,961.34
202107,0502030A0,Amphotericin,03,02,1.0,113.47
202107,0502030A0,Amphotericin,03,03,4.0,1945.2
202107,0502030B0,Nystatin,01,01,35560.0,70374.59999999999
202107,0502030B0,Nystatin,03,01,60.0,124.2
202107,0502030B0,Nystatin,03,03,15541.0,32162.4
202107,0502030B0,Nystatin,05,01,3.0,4.9
202107,0502030B0,Nystatin,05,05,58.0,128.4
202107,0502040C0,Caspofungin,03,01,2.0,4587.38
202107,0502040C0,Caspofungin,05,05,2.0,2359.2
202107,0502050B0,Griseofulvin,01,01,151.0,8394.54
202107,0502050B0,Griseofulvin,05,05,41.0,2310.78
202107,0502050C0,Terbinafine hydrochloride,01,01,31535.0,144979.7
202107,0502050C0,Terbinafine hydrochloride,03,03,16.0,1084.87
202107,0502050C0,Terbinafine hydrochloride,05,05,65.0,4347.24
202107,050301000,Other HIV infection preparations,03,03,7.0,5018.49
202107,0503010A0,Lamivudine and zidovudine,01,01,2.0,600.24
202107,0503010AA,Emtricitabine and tenofovir disoproxil,01,01,13.0,2288.5
202107,0503010AA,Emtricitabine and tenofovir disoproxil,03,03,5.0,687.73
202107,0503010AC,Darunavir,01,01,2.0,1304.36
202107,0503010AE,Raltegravir,03,02,7.0,1139.26
202107,0503010AE,Raltegravir,03,03,1.0,117.85
202107,0503010AH,Dolutegravir,03,02,8.0,3923.52
202107,0503010AM,Emtricitabine and tenofovir alafenamide,03,02,2.0,711.46
202107,0503010AM,Emtricitabine and tenofovir alafenamide,03,03,4.0,2490.11
202107,0503010AN,Efavirenz/emtricitabine/tenofovir disoproxil,03,03,2.0,1065.74
202107,0503010AQ,Bictegravir/emtricitabine/tenofovir alafenamide,03,02,1.0,879.51
202107,0503010AQ,Bictegravir/emtricitabine/tenofovir alafenamide,03,03,4.0,3518.04
202107,0503010B0,Nevirapine,05,01,1.0,144.5
202107,0503010B0,Nevirapine,05,05,1.0,5.38
202107,0503010D0,Efavirenz,05,01,2.0,62.7
202107,0503010H0,Tenofovir disoproxil,01,01,174.0,9815.3
202107,0503010H0,Tenofovir disoproxil,03,03,1.0,204.39
202107,0503010Q0,Lamivudine,01,01,263.0,16508.6
202107,0503010Q0,Lamivudine,03,02,7.0,253.57
202107,0503010Q0,Lamivudine,03,03,8.0,624.6500000000001
202107,0503010Q0,Lamivudine,05,05,3.0,55.65
202107,0503010U0,Ritonavir,03,01,1.0,58.32
202107,0503010U0,Ritonavir,05,05,1.0,36.29
202107,0503010Z0,Abacavir and lamivudine,01,01,1.0,177.33
202107,0503010Z0,Abacavir and lamivudine,03,03,2.0,23.48
202107,0503021A0,Valaciclovir,01,01,3656.0,341361.65
202107,0503021A0,Valaciclovir,03,02,144.0,20439.8
202107,0503021A0,Valaciclovir,03,03,208.0,21327.25
202107,0503021A0,Valaciclovir,05,05,9.0,1227.45
202107,0503021C0,Aciclovir,01,01,85969.0,374522.2
202107,0503021C0,Aciclovir,03,01,1.0,29.56
202107,0503021C0,Aciclovir,03,03,61.0,1951.71
202107,0503021C0,Aciclovir,05,05,49.0,533.02
202107,0503021D0,Inosine pranobex,03,02,12.0,558.14
202107,0503021D0,Inosine pranobex,03,03,6.0,388.68
202107,0503021E0,Famciclovir,01,01,560.0,334717.24
202107,0503021E0,Famciclovir,03,03,10.0,5547.74
202107,0503022B0,Valganciclovir hydrochloride,01,01,35.0,43407.64
202107,0503022B0,Valganciclovir hydrochloride,03,02,1.0,460.64
202107,0503022F0,Letermovir,03,02,1.0,3723.16
202107,0503031A0,Adefovir dipivoxil,03,02,3.0,1008.88
202107,0503031B0,Entecavir,01,01,131.0,63340.4
202107,0503031B0,Entecavir,03,03,2.0,1041.35
202107,0503032I0,Elbasvir/grazoprevir,03,03,1.0,12166.67
202107,0503040B0,Oseltamivir phosphate,01,01,10.0,146.4
202107,0503040B0,Oseltamivir phosphate,03,02,2.0,35.95
202107,0503040C0,Amantadine hydrochloride,05,05,1.0,13.0
202107,0504010F0,Chloroquine phosphate,01,01,60.0,786.5
202107,0504010F0,Chloroquine phosphate,03,03,6.0,70.45
202107,0504010L0,Mefloquine hydrochloride,03,02,34.0,661.13
202107,0504010L0,Mefloquine hydrochloride,03,03,3.0,70.84
202107,0504010M0,Proguanil hydrochloride,03,02,1.0,11.95
202107,0504010N0,Pyrimethamine,03,02,16.0,202.78
202107,0504010T0,Quinine bisulfate,01,01,21871.0,339088.62
202107,0504010T0,Quinine bisulfate,05,05,117.0,2575.53
202107,0504010U0,Proguanil hydrochloride with atovaquone,01,01,19.0,1663.16
202107,0504010U0,Proguanil hydrochloride with atovaquone,03,02,7.0,290.05
202107,0504010U0,Proguanil hydrochloride with atovaquone,03,03,21.0,1388.06
202107,0504010Y0,Quinine sulfate,01,01,192509.0,461269.7
202107,0504010Y0,Quinine sulfate,05,05,427.0,3102.17
202107,0504040M0,Mepacrine hydrochloride,05,05,186.0,56543.62
202107,0504050T0,Paromomycin sulfate,03,01,1.0,352.0
202107,0504050T0,Paromomycin sulfate,05,05,1.0,125.4
202107,0504080A0,Atovaquone,01,01,44.0,24804.87
202107,0504080A0,Atovaquone,03,03,1.0,972.74
202107,0504080A0,Atovaquone,05,05,1.0,941.2
202107,0505010D0,Mebendazole,03,02,5863.0,8852.65
202107,0505010D0,Mebendazole,03,03,71.0,141.2
202107,0505020L0,Levamisole hydrochloride,05,05,19.0,3932.4
202107,0505030A0,Albendazole,03,01,4.0,159.4
202107,0505030A0,Albendazole,05,05,15.0,3440.19
202107,0505050P0,Praziquantel,05,05,7.0,1120.75
202107,0505060I0,Ivermectin,03,01,10.0,3985.23
202107,0505060I0,Ivermectin,05,05,24.0,6279.099999999999
202107,0601011A0,Insulin aspart,02,02,806.0,40888.61
202107,0601011A0,Insulin aspart,03,02,228.0,11283.48
202107,0601011A0,Insulin aspart,03,03,178001.0,7910398.640000001
202107,0601011L0,Insulin Lispro,02,02,875.0,48529.03
202107,0601011L0,Insulin Lispro,03,02,169.0,8983.0
202107,0601011L0,Insulin Lispro,03,03,35348.0,1765225.5499999998
202107,0601011N0,Soluble insulin (Neutral insulin),03,02,3.0,496.01
202107,0601011N0,Soluble insulin (Neutral insulin),03,03,2928.0,129530.44
202107,0601011P0,Insulin glulisine,03,02,169.0,7780.16
202107,0601011P0,Insulin glulisine,03,03,7613.0,310248.62
202107,0601011R0,Insulin human,03,03,11.0,4585.55
202107,0601012AB,Insulin glargine/lixisenatide,03,02,15.0,1179.9
202107,0601012AB,Insulin glargine/lixisenatide,03,03,68.0,4776.3
202107,0601012D0,Biphasic isophane insulin,03,02,20.0,1782.1799999999998
202107,0601012D0,Biphasic isophane insulin,03,03,60684.0,2163433.26
202107,0601012F0,Biphasic insulin lispro,03,02,2.0,117.84
202107,0601012F0,Biphasic insulin lispro,03,03,24023.0,1443467.93
202107,0601012S0,Isophane insulin,03,02,80.0,5822.16
202107,0601012S0,Isophane insulin,03,03,56561.0,1598705.99
202107,0601012V0,Insulin glargine,03,02,6465.0,307342.24
202107,0601012V0,Insulin glargine,03,03,133026.0,6459173.76
202107,0601012W0,Biphasic insulin aspart,03,02,8.0,334.55
202107,0601012W0,Biphasic insulin aspart,03,03,63200.0,3227816.13
202107,0601012X0,Insulin detemir,03,02,1813.0,115998.45
202107,0601012X0,Insulin detemir,03,03,46939.0,2741910.33
202107,0601012Z0,Insulin degludec,03,02,3950.0,239477.4
202107,0601012Z0,Insulin degludec,03,03,41121.0,2403367.04
202107,0601021A0,Glimepiride,01,01,45164.0,71057.83
202107,0601021A0,Glimepiride,05,05,48.0,92.08
202107,0601021H0,Glibenclamide,05,05,7.0,817.64
202107,0601021M0,Gliclazide,01,01,532807.0,1726643.49
202107,0601021M0,Gliclazide,03,02,782.0,4208.11
202107,0601021M0,Gliclazide,03,03,1298.0,9020.34
202107,0601021M0,Gliclazide,05,05,1045.0,6045.05
202107,0601021P0,Glipizide,01,01,1992.0,15444.3
202107,0601021P0,Glipizide,03,03,42.0,126.04
202107,0601021P0,Glipizide,05,05,5.0,10.7
202107,0601021X0,Tolbutamide,01,01,1250.0,51263.01
202107,0601021X0,Tolbutamide,05,05,2.0,190.24
202107,0601022B0,Metformin hydrochloride,01,01,1557079.0,6016552.43
202107,0601022B0,Metformin hydrochloride,03,01,32.0,265.49
202107,0601022B0,Metformin hydrochloride,03,03,434598.0,1801175.57
202107,0601022B0,Metformin hydrochloride,05,01,270.0,4951.0
202107,0601022B0,Metformin hydrochloride,05,05,1556.0,10173.15
202107,0601023A0,Acarbose,01,01,2025.0,31938.95
202107,0601023A0,Acarbose,03,03,11.0,128.86
202107,0601023A0,Acarbose,05,05,17.0,204.21
202107,0601023AA,Vildagliptin,03,02,3349.0,99818.62
202107,0601023AA,Vildagliptin,03,03,46.0,1550.84
202107,0601023AB,Liraglutide,03,02,15559.0,1818538.56
202107,0601023AB,Liraglutide,03,03,18752.0,2026942.2
202107,0601023AC,Saxagliptin,03,02,13308.0,442179.95
202107,0601023AC,Saxagliptin,03,03,43.0,1548.4
202107,0601023AD,Metformin hydrochloride/sitagliptin,03,02,10489.0,397884.13
202107,0601023AD,Metformin hydrochloride/sitagliptin,03,03,2153.0,83721.12
202107,0601023AE,Linagliptin,03,02,207574.0,6441312.800000001
202107,0601023AE,Linagliptin,03,03,724.0,23912.15
202107,0601023AF,Linagliptin/metformin,03,02,4897.0,174904.1
202107,0601023AF,Linagliptin/metformin,03,03,185.0,6938.42
202107,0601023AG,Dapagliflozin,03,02,139262.0,5735722.42
202107,0601023AG,Dapagliflozin,03,03,4575.0,188426.06
202107,0601023AH,Saxagliptin/metformin,03,02,656.0,23364.81
202107,0601023AH,Saxagliptin/metformin,03,03,37.0,1266.26
202107,0601023AI,Lixisenatide,03,02,1912.0,132953.02
202107,0601023AI,Lixisenatide,03,03,278.0,19272.24
202107,0601023AJ,Alogliptin/metformin,03,02,5873.0,176394.87
202107,0601023AJ,Alogliptin/metformin,03,03,303.0,8507.25
202107,0601023AK,Alogliptin,03,02,137674.0,3990733.4
202107,0601023AK,Alogliptin,03,03,1185.0,30496.9
202107,0601023AL,Dapagliflozin/metformin,03,02,4227.0,184077.39
202107,0601023AL,Dapagliflozin/metformin,03,03,166.0,7080.18
202107,0601023AM,Canagliflozin,03,02,60064.0,2582111.59
202107,0601023AM,Canagliflozin,03,03,949.0,42633.05
202107,0601023AN,Empagliflozin,03,02,184867.0,7617457.1
202107,0601023AN,Empagliflozin,03,03,1225.0,48970.850000000006
202107,0601023AP,Canagliflozin/metformin,03,02,1113.0,45795.08
202107,0601023AP,Canagliflozin/metformin,03,03,41.0,1727.44
202107,0601023AQ,Dulaglutide,03,02,22839.0,1894830.85
202107,0601023AQ,Dulaglutide,03,03,51779.0,4129138.76
202107,0601023AR,Empagliflozin/metformin,03,02,7213.0,292070.58
202107,0601023AR,Empagliflozin/metformin,03,03,174.0,6869.860000000001
202107,0601023AU,Ins degludec/liraglutide,03,02,150.0,23086.54
202107,0601023AU,Ins degludec/liraglutide,03,03,1803.0,242678.07
202107,0601023AV,Saxagliptin/dapagliflozin,03,02,424.0,25659.69
202107,0601023AV,Saxagliptin/dapagliflozin,03,03,359.0,20616.96
202107,0601023AW,Semaglutide,03,02,19440.0,1894676.09
202107,0601023AW,Semaglutide,03,03,36864.0,3242851.23
202107,0601023AX,Ertugliflozin,03,02,758.0,25225.2
202107,0601023AX,Ertugliflozin,03,03,13.0,551.25
202107,0601023AY,Empagliflozin/linagliptin,03,02,318.0,21260.34
202107,0601023AY,Empagliflozin/linagliptin,03,03,6.0,391.16
202107,0601023B0,Pioglitazone hydrochloride,01,01,53757.0,105298.14
202107,0601023B0,Pioglitazone hydrochloride,03,03,71.0,3011.02
202107,0601023B0,Pioglitazone hydrochloride,05,05,55.0,566.2
202107,0601023R0,Repaglinide,01,01,3412.0,26348.43
202107,0601023R0,Repaglinide,03,03,65.0,1165.23
202107,0601023R0,Repaglinide,05,05,2.0,15.52
202107,0601023S0,Rosiglitazone,03,02,2.0,60.0
202107,0601023U0,Nateglinide,03,02,5.0,208.97
202107,0601023U0,Nateglinide,03,03,1.0,26.12
202107,0601023W0,Metformin hydrochloride/pioglitazone,01,01,1525.0,64923.14
202107,0601023W0,Metformin hydrochloride/pioglitazone,03,03,159.0,5937.87
202107,0601023X0,Sitagliptin,03,02,194358.0,6942661.99
202107,0601023X0,Sitagliptin,03,03,642.0,24674.65
202107,0601023Y0,Exenatide,03,02,3424.0,320840.26
202107,0601023Y0,Exenatide,03,03,2630.0,227347.2
202107,0601023Z0,Metformin hydrochloride/vildagliptin,03,02,3036.0,115932.93
202107,0601023Z0,Metformin hydrochloride/vildagliptin,03,03,174.0,6427.1900000000005
202107,0601040E0,Diazoxide,03,01,1.0,32.46
