YEAR_MONTH,BNF_CHAPTER_CODE,BNF_CHAPTER,ITEMS,TOTAL_QUANTITY,NIC
202208,22,Incontinence Appliances,181084.0,3415957.0,4630281.71
202208,23,Stoma Appliances,581641.0,54522485.900000006,31448862.69
202208,3,Respiratory System,6199853.0,129851001.0,93807652.43
202208,4,Central Nervous System,19108138.0,1322123913.2,132254178.14
202208,5,Infections,3074065.0,114811110.5,17464631.91
202208,6,Endocrine System,10646028.0,524607554.5,151717310.76999998
202208,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2749191.0,116136274.0,21278318.89
202208,8,Malignant Disease and Immunosuppression,386286.0,15695923.0,13639355.78
202208,9,Nutrition and Blood,5482206.0,2835714404.1,64670244.77
202209,1,Gastro-Intestinal System,9168531.0,705319303.0,55660831.66
202209,10,Musculoskeletal and Joint Diseases,2577682.0,169448386.0,11508521.44
202209,11,Eye,1212436.0,21359600.5,13234227.77
202209,12,"Ear, Nose and Oropharynx",875635.0,20997460.7,5978879.039999999
202209,13,Skin,2047701.0,367870248.41,20503354.130000003
202209,14,Immunological Products and Vaccines,1262023.0,1263417.0,16219906.0
202209,15,Anaesthesia,132765.0,3776211.5,1832737.36
202209,18,Preparations used in Diagnosis,3.0,3100.0,542.5
202209,19,Other Drugs and Preparations,130082.0,51188069.0,2155617.43
202209,2,Cardiovascular System,28688030.0,1017452184.0,138733752.06
202209,20,Dressings,480374.0,12696803.5,14255040.37
202209,21,Appliances,2890674.0,499751325.5,52451574.58
202209,22,Incontinence Appliances,211958.0,3930840.0,5295540.62
202209,23,Stoma Appliances,595239.0,55709887.3,33365900.57
202209,3,Respiratory System,6182194.0,126295222.0,93593940.22
202209,4,Central Nervous System,18993382.0,1307464446.6,138317683.42000002
202209,5,Infections,3129727.0,115972202.5,17626305.32
202209,6,Endocrine System,10561597.0,521693452.5,150345403.98000002
202209,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2738129.0,115055158.0,21937895.75
202209,8,Malignant Disease and Immunosuppression,382532.0,15496342.0,13855260.28
202209,9,Nutrition and Blood,5401027.0,2783869736.4,63804932.59
202210,1,Gastro-Intestinal System,9071318.0,695133522.0,55802705.07
202210,10,Musculoskeletal and Joint Diseases,2530496.0,166427933.0,11377563.64
202210,11,Eye,1199298.0,21125287.0,13393240.19
202210,12,"Ear, Nose and Oropharynx",883402.0,21291922.4,5933398.130000001
202210,13,Skin,2053045.0,362708933.94,20571453.18
202210,14,Immunological Products and Vaccines,4690107.0,4691463.0,61078835.37
202210,15,Anaesthesia,134796.0,5978069.5,1883062.18
202210,18,Preparations used in Diagnosis,11.0,11100.0,1942.5
202210,19,Other Drugs and Preparations,115179.0,50465726.0,2170236.37
202210,2,Cardiovascular System,28367020.0,1005697299.0,136267864.46
202210,20,Dressings,445162.0,11935923.9,13435624.86
202210,21,Appliances,2883877.0,491755908.5,51968888.330000006
202210,22,Incontinence Appliances,209265.0,3918452.0,5258002.99
202210,23,Stoma Appliances,577792.0,53819319.900000006,31756571.05
202210,3,Respiratory System,6154875.0,122129633.0,96033420.09
202210,4,Central Nervous System,18818621.0,1297385852.0,135940849.23
202210,5,Infections,3507613.0,138691253.5,18692546.19
202210,6,Endocrine System,10559904.0,520415853.0,150051383.87
202210,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2719714.0,114462861.0,22445964.78
202210,8,Malignant Disease and Immunosuppression,380492.0,15415177.0,14134749.91
202210,9,Nutrition and Blood,5382370.0,2827107715.3,64691922.53
202211,1,Gastro-Intestinal System,9295957.0,713681572.0,63292299.85
202211,10,Musculoskeletal and Joint Diseases,2584113.0,170016890.0,11606872.97
202211,11,Eye,1227676.0,21604582.5,13582640.3
202211,12,"Ear, Nose and Oropharynx",923923.0,22356787.4,6302509.09
202211,13,Skin,2159756.0,372784291.5,21425341.93
202211,14,Immunological Products and Vaccines,2352596.0,2353535.0,30385980.160000004
202211,15,Anaesthesia,141618.0,6230041.5,1900232.67
202211,18,Preparations used in Diagnosis,7.0,5000.0,875.0
202211,19,Other Drugs and Preparations,115552.0,50740703.0,2116403.13
202211,2,Cardiovascular System,29061784.0,1029767977.0,140710245.34
202211,20,Dressings,473961.0,12706964.0,14398210.48
202211,21,Appliances,2992715.0,511054038.0,53384738.13
202211,22,Incontinence Appliances,207882.0,3887545.0,5228359.91
202211,23,Stoma Appliances,587088.0,54992266.0,32161120.36
202211,3,Respiratory System,6320651.0,125417462.0,98565531.07
202211,4,Central Nervous System,19232988.0,1325191171.1999998,137118604.63
202211,5,Infections,3788956.0,160473414.5,21154717.1
202211,6,Endocrine System,10774995.0,529164473.5,151504846.76
202211,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2775641.0,116190732.0,23415905.68
202211,8,Malignant Disease and Immunosuppression,385174.0,15654895.0,13931907.19
202211,9,Nutrition and Blood,5511452.0,2887047840.0,66449817.26
202212,1,Gastro-Intestinal System,9281481.0,713143574.0,66891835.07
202212,10,Musculoskeletal and Joint Diseases,2506566.0,164388688.0,11903079.06
202212,11,Eye,1242773.0,21749885.0,14068538.9
202212,12,"Ear, Nose and Oropharynx",928140.0,21753004.9,6378738.0600000005
202212,13,Skin,2033204.0,359799100.0,20423376.43
202212,14,Immunological Products and Vaccines,1522262.0,1523115.0,19750591.46
202212,15,Anaesthesia,132851.0,6182837.0,1914136.42
202212,18,Preparations used in Diagnosis,6.0,5300.0,927.5
202212,19,Other Drugs and Preparations,123711.0,50314976.0,2127795.89
202212,2,Cardiovascular System,29450879.0,1048585374.0,145553607.47
202212,20,Dressings,427763.0,12062446.2,13226224.86
202212,21,Appliances,2967476.0,509731891.0,53842823.3
202212,22,Incontinence Appliances,207494.0,3926638.0,5307902.140000001
202212,23,Stoma Appliances,595356.0,55937506.9,34116184.99
202212,3,Respiratory System,6628808.0,126954538.0,102553069.75
202212,4,Central Nervous System,19216997.0,1335000336.0,142823541.52
202212,5,Infections,5060373.0,228754871.5,33977394.12
202212,6,Endocrine System,11053720.0,541801621.0,154620859.97
202212,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2730410.0,112047551.0,22467307.130000003
202212,8,Malignant Disease and Immunosuppression,388898.0,15747426.0,14160638.95
202212,9,Nutrition and Blood,5435223.0,2761188640.5,64024017.940000005
202301,1,Gastro-Intestinal System,9343744.0,715289439.0,66710886.11
202301,10,Musculoskeletal and Joint Diseases,2553680.0,167278824.0,11988268.68
202301,11,Eye,1247667.0,21787544.0,14153514.91
202301,12,"Ear, Nose and Oropharynx",957244.0,22375282.700000003,6455671.7700000005
202301,13,Skin,2198382.0,383479392.0,22140775.12
202301,14,Immunological Products and Vaccines,831450.0,832775.0,10876059.89
202301,15,Anaesthesia,145710.0,17541659.5,1930857.8
202301,18,Preparations used in Diagnosis,8.0,9000.0,1575.0
202301,19,Other Drugs and Preparations,79030.0,23322939.0,727718.8099999999
202301,2,Cardiovascular System,29120406.0,1031991586.0,143179864.64
202301,20,Dressings,468024.0,12397773.1,14020207.61
202301,21,Appliances,3049879.0,536756497.0,55386961.03
202301,22,Incontinence Appliances,223134.0,4138258.0,5697545.06
202301,23,Stoma Appliances,601455.0,56087153.3,33524331.270000003
202301,3,Respiratory System,6393075.0,126426258.0,100093631.67
202301,4,Central Nervous System,19245013.0,1326242027.0,142119212.93
202301,5,Infections,4172081.0,162447053.0,27065537.75
202301,6,Endocrine System,10877870.0,533780883.0,154153206.42
202301,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2802335.0,119106311.5,22839383.31
202301,8,Malignant Disease and Immunosuppression,389037.0,15639091.0,14762343.49
202301,9,Nutrition and Blood,5562637.0,2962031323.9,68643461.1
202302,1,Gastro-Intestinal System,8583989.0,650930644.0,61344824.2
202302,10,Musculoskeletal and Joint Diseases,2373528.0,154770268.0,11159643.99
202302,11,Eye,1184321.0,20223035.5,13092660.06
202302,12,"Ear, Nose and Oropharynx",888775.0,20768403.9,5947437.460000001
202302,13,Skin,2067288.0,356804223.5,21363610.03
202302,14,Immunological Products and Vaccines,510533.0,511396.5,6692089.88
202302,15,Anaesthesia,136565.0,9335886.0,1776371.5499999998
202302,18,Preparations used in Diagnosis,10.0,8700.0,1522.5
202302,19,Other Drugs and Preparations,55469.0,20370231.0,630758.03
202302,2,Cardiovascular System,26959634.0,954528805.0,134187846.21
202302,20,Dressings,427315.0,11178622.4,12840819.53
202302,21,Appliances,2820135.0,496191945.0,50559692.83
202302,22,Incontinence Appliances,189885.0,3529555.0,4819297.4
202302,23,Stoma Appliances,535548.0,50166074.7,29617788.79
202302,3,Respiratory System,5821684.0,116511285.0,90683042.45
202302,4,Central Nervous System,17710779.0,1215985541.8000002,128887497.96
202302,5,Infections,3591896.0,150537026.0,23276937.8
202302,6,Endocrine System,9984820.0,490403385.5,142547389.95
202302,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2574162.0,107890493.0,21079063.68
202302,8,Malignant Disease and Immunosuppression,354762.0,14282703.0,13460673.75
202302,9,Nutrition and Blood,5161809.0,2735038116.3,65069579.76
202303,1,Gastro-Intestinal System,9795798.0,748633144.0,69029581.02000001
202303,10,Musculoskeletal and Joint Diseases,2708036.0,176713833.0,12594612.3
202303,11,Eye,1343657.0,22553299.0,15263717.759999998
202303,12,"Ear, Nose and Oropharynx",1009925.0,23530126.700000003,6643726.600000001
202303,13,Skin,2347731.0,408322903.5,24159855.26
202303,14,Immunological Products and Vaccines,369765.0,370498.0,4820158.87
202303,15,Anaesthesia,154664.0,11806772.0,2033203.64
202303,18,Preparations used in Diagnosis,6.0,5500.0,962.5
202303,19,Other Drugs and Preparations,55076.0,23211422.0,659915.99
202303,2,Cardiovascular System,30817001.0,1093539945.0,154276520.36
202303,20,Dressings,479533.0,12807866.2,14354340.33
202303,21,Appliances,3202170.0,567713119.0,58677771.77
202303,22,Incontinence Appliances,224567.0,4155911.0,5734441.39
202303,23,Stoma Appliances,633553.0,58744302.7,35472685.37
202303,3,Respiratory System,6598685.0,134111523.5,103863745.61
202303,4,Central Nervous System,20193428.0,1382165904.8,146851230.82
202303,5,Infections,3917294.0,162750356.5,25884091.77
202303,6,Endocrine System,11401092.0,561289513.0,162954910.12
202303,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2920517.0,121541163.0,23696545.84
202303,8,Malignant Disease and Immunosuppression,402762.0,16249716.0,14946381.09
202303,9,Nutrition and Blood,5880590.0,3103630121.8,74614480.32
202304,1,Gastro-Intestinal System,8778625.0,669171579.0,60927633.7
202304,10,Musculoskeletal and Joint Diseases,2412950.0,157310280.0,11097672.44
202304,11,Eye,1232946.0,21540664.0,13533041.52
202304,12,"Ear, Nose and Oropharynx",902688.0,19357525.9,6010754.760000001
202304,13,Skin,2036373.0,358074405.5,21146805.9
202304,14,Immunological Products and Vaccines,186939.0,187745.0,2510741.35
202304,15,Anaesthesia,127215.0,1909493.0,1790645.53
202304,18,Preparations used in Diagnosis,10.0,11900.0,2082.5
202304,19,Other Drugs and Preparations,60277.0,21263034.0,614072.25
202304,2,Cardiovascular System,27808742.0,985703731.0,139647123.92000002
202304,20,Dressings,408695.0,11099068.8,12529290.05
202304,21,Appliances,2818132.0,507401585.5,52240515.25
202304,22,Incontinence Appliances,188278.0,3480243.0,4839382.19
202304,23,Stoma Appliances,553267.0,51492781.8,30705177.48
202304,3,Respiratory System,5945948.0,125425350.0,92630983.84
202304,4,Central Nervous System,18080374.0,1239188506.8,129356735.18
202304,5,Infections,3162696.0,123435344.0,20599131.88
202304,6,Endocrine System,10274595.0,505939795.5,147807075.31
202304,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2606689.0,108013703.0,20376132.23
202304,8,Malignant Disease and Immunosuppression,362610.0,14561977.0,13473769.45
202304,9,Nutrition and Blood,5247815.0,2696876062.0,64865641.54
202305,1,Gastro-Intestinal System,9373406.0,704084256.0,64894761.38
202305,10,Musculoskeletal and Joint Diseases,2621073.0,171104701.0,12108292.76
202305,11,Eye,1315104.0,23066244.5,14624885.36
202305,12,"Ear, Nose and Oropharynx",1000325.0,21673319.3,6649797.08
202305,13,Skin,2254742.0,394042121.0,23647629.02
202305,14,Immunological Products and Vaccines,192502.0,193574.0,2652429.8
202305,15,Anaesthesia,143181.0,22476416.0,1949487.71
202305,18,Preparations used in Diagnosis,7.0,9200.0,1610.0
202305,19,Other Drugs and Preparations,68046.0,23208674.0,756285.5900000001
202305,2,Cardiovascular System,29776565.0,1059245681.0,152289892.79
202305,20,Dressings,451521.0,12195197.6,13931831.9
202305,21,Appliances,3042137.0,551832371.0,56933721.900000006
202305,22,Incontinence Appliances,210741.0,3880791.0,5383565.53
202305,23,Stoma Appliances,610242.0,57089884.4,33959529.99
202305,3,Respiratory System,6467007.0,141869669.0,100629068.23
202305,4,Central Nervous System,19344729.0,1327487355.0,139270234.73000002
202305,5,Infections,3335026.0,130913117.0,21721304.69
202305,6,Endocrine System,11000568.0,542446334.0,158962286.77
202305,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2808431.0,116837539.0,22146759.82
202305,8,Malignant Disease and Immunosuppression,387656.0,15614085.0,14498947.71
202305,9,Nutrition and Blood,5633283.0,2905241731.9,70886723.3
202306,1,Gastro-Intestinal System,9542762.0,716377949.0,66717444.95
202306,10,Musculoskeletal and Joint Diseases,2700716.0,175920240.0,12529036.91
202306,11,Eye,1402195.0,24445912.5,15031015.77
202306,12,"Ear, Nose and Oropharynx",1093351.0,22361428.0,7278459.859999999
202306,13,Skin,2357191.0,407632713.5,24347690.81
202306,14,Immunological Products and Vaccines,181959.0,183121.0,2509570.64
202306,15,Anaesthesia,147032.0,5704631.5,1957234.89
202306,18,Preparations used in Diagnosis,10.0,8600.0,1505.0
202306,19,Other Drugs and Preparations,75974.0,24424921.0,774113.5900000001
202306,2,Cardiovascular System,30210729.0,1071057770.0,154334316.34
202306,20,Dressings,496673.0,12958845.7,15056454.76
202306,21,Appliances,3195872.0,574513205.0,60205946.02
202306,22,Incontinence Appliances,218629.0,4015306.0,5596532.94
202306,23,Stoma Appliances,631050.0,58861654.8,34981510.84
202306,3,Respiratory System,6865928.0,156757150.0,102819560.78
202306,4,Central Nervous System,19633478.0,1341348467.9,140892507.04000002
202306,5,Infections,3266576.0,124895024.5,21403868.04
202306,6,Endocrine System,11191128.0,548493291.0,162017869.72
202306,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2875672.0,119870912.0,22932975.02
202306,8,Malignant Disease and Immunosuppression,391119.0,15686953.0,15935156.010000002
202306,9,Nutrition and Blood,5761532.0,3082344910.7,74167893.5
202307,1,Gastro-Intestinal System,9326635.0,704115662.0,65741303.91
202307,10,Musculoskeletal and Joint Diseases,2614072.0,170195838.0,11701313.78
202307,11,Eye,1273705.0,22698214.0,14096698.84
202307,12,"Ear, Nose and Oropharynx",948518.0,21262029.8,6472797.18
202307,13,Skin,2186162.0,380118427.0,22989119.78
202307,14,Immunological Products and Vaccines,160075.0,161460.0,2195586.19
202307,15,Anaesthesia,140221.0,2004234.0,1839956.74
202307,18,Preparations used in Diagnosis,10.0,8000.0,1400.0
202307,19,Other Drugs and Preparations,72848.0,22895568.0,768573.3200000001
202307,2,Cardiovascular System,29406961.0,1044615533.0,154146365.09
202307,20,Dressings,477606.0,12682756.5,14522901.96
202307,21,Appliances,3035511.0,533112763.0,58844992.35
202307,22,Incontinence Appliances,210551.0,3868390.0,5363870.27
202307,23,Stoma Appliances,614848.0,57651682.7,33715390.980000004
202307,3,Respiratory System,6329857.0,137714885.0,98471779.27
202307,4,Central Nervous System,19113595.0,1304268987.4,134083729.57
202307,5,Infections,3191162.0,122466610.5,20934696.03
202307,6,Endocrine System,11093300.0,549985629.5,157106261.54
202307,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2804785.0,116228360.0,21858840.44
202307,8,Malignant Disease and Immunosuppression,384194.0,15543803.0,15185603.94
202307,9,Nutrition and Blood,5612569.0,2954628170.4,70686597.68
202308,1,Gastro-Intestinal System,9548419.0,712832380.0,66741653.760000005
202308,10,Musculoskeletal and Joint Diseases,2655529.0,172963728.0,11768126.670000002
202308,11,Eye,1253522.0,22549294.0,14169829.77
202308,12,"Ear, Nose and Oropharynx",940728.0,21087787.9,6315767.98
202308,13,Skin,2187975.0,374777816.5,23379368.17
202308,14,Immunological Products and Vaccines,141741.0,143768.0,1979357.74
202308,15,Anaesthesia,132100.0,3849926.5,1914349.32
202308,18,Preparations used in Diagnosis,9.0,9000.0,1575.0
202308,19,Other Drugs and Preparations,73813.0,22708637.0,800291.3300000001
202308,2,Cardiovascular System,30373379.0,1075692027.0,159519880.32
202308,20,Dressings,480270.0,12621711.1,14636251.13
202308,21,Appliances,3030423.0,526964504.0,59385813.78
202308,22,Incontinence Appliances,214638.0,3962665.0,5432462.12
202308,23,Stoma Appliances,631551.0,59086679.8,34764335.17
202308,3,Respiratory System,6277116.0,133753846.0,99721206.8
202308,4,Central Nervous System,19565588.0,1334242097.9,135834674.09
202308,5,Infections,3200720.0,113263878.0,20318435.2
202308,6,Endocrine System,11242441.0,552971736.0,156903234.33
202308,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2855270.0,116627102.0,21719760.63
202308,8,Malignant Disease and Immunosuppression,390263.0,15602313.0,15132393.81
202308,9,Nutrition and Blood,5721856.0,3043124857.8,72090762.02
202309,1,Gastro-Intestinal System,9326189.0,691835697.0,65493009.38
202309,10,Musculoskeletal and Joint Diseases,2612537.0,170346863.0,11585346.99
202309,11,Eye,1240132.0,22418111.5,13787263.21
202309,12,"Ear, Nose and Oropharynx",897701.0,20905279.3,6068985.75
202309,13,Skin,2189805.0,376334298.5,23335370.7
202309,14,Immunological Products and Vaccines,2601949.0,2603385.0,34445203.42
202309,15,Anaesthesia,139366.0,9247383.5,1895506.74
202309,18,Preparations used in Diagnosis,12.0,9900.0,1732.5
202309,19,Other Drugs and Preparations,54772.0,22437612.0,740739.84
202309,2,Cardiovascular System,29630144.0,1053279650.0,154070667.64
202309,20,Dressings,472634.0,12410688.3,14548033.64
202309,21,Appliances,3058536.0,528366731.0,59814946.81
202309,22,Incontinence Appliances,209602.0,3846706.0,5330791.2
202309,23,Stoma Appliances,621562.0,58432734.3,34331430.95
202309,3,Respiratory System,6221326.0,131686556.0,99428916.35
202309,4,Central Nervous System,19127396.0,1301059079.6,134267117.83
202309,5,Infections,3145389.0,114243614.5,19977960.26
202309,6,Endocrine System,11037624.0,544668921.0,155225844.05
202309,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2807640.0,114937278.0,21584002.65
202309,8,Malignant Disease and Immunosuppression,381245.0,15301912.0,14700116.58
202309,9,Nutrition and Blood,5615900.0,3039286328.9,71810246.86
202310,1,Gastro-Intestinal System,9522012.0,724739456.0,64998507.66
202310,10,Musculoskeletal and Joint Diseases,2627381.0,171447471.0,11167788.1
202310,11,Eye,1280408.0,22968467.5,13529737.24
202310,12,"Ear, Nose and Oropharynx",931276.0,21424692.1,6399326.65
202310,13,Skin,2182539.0,376645065.0,23440783.82
202310,14,Immunological Products and Vaccines,4331561.0,4332942.0,57263302.02
202310,15,Anaesthesia,143330.0,9517273.0,1942728.47
202310,18,Preparations used in Diagnosis,13.0,13200.0,2310.0
202310,19,Other Drugs and Preparations,59516.0,21960370.0,772428.67
202310,2,Cardiovascular System,30105101.0,1065668629.0,133035734.75
202310,20,Dressings,466819.0,12141094.4,14541001.55
202310,21,Appliances,3112573.0,531110546.0,59153612.760000005
202310,22,Incontinence Appliances,201860.0,3684242.0,5067237.22
202310,23,Stoma Appliances,591206.0,56043575.900000006,31520850.83
202310,3,Respiratory System,6367887.0,129924596.0,99447394.99
202310,4,Central Nervous System,19462740.0,1326472232.4,133744678.92
202310,5,Infections,3524250.0,134615714.5,20204231.36
202310,6,Endocrine System,11259081.0,553250070.0,156194894.85
202310,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2842465.0,115174153.0,21861622.35
202310,8,Malignant Disease and Immunosuppression,385981.0,15451000.0,14818465.39
202310,9,Nutrition and Blood,5694074.0,2993485072.0,70927140.92
202311,1,Gastro-Intestinal System,9600049.0,734137051.0,65034259.71
202311,10,Musculoskeletal and Joint Diseases,2633439.0,172548684.0,11241858.37
202311,11,Eye,1296277.0,23663192.0,14272512.11
202311,12,"Ear, Nose and Oropharynx",920713.0,21360473.0,6287671.6
202311,13,Skin,2225261.0,383272784.0,23739875.09
202311,14,Immunological Products and Vaccines,1474555.0,1475814.0,19422763.25
202311,15,Anaesthesia,148082.0,2124685.5,1966816.37
202311,18,Preparations used in Diagnosis,9.0,9400.0,1645.0
202311,19,Other Drugs and Preparations,53701.0,22476508.0,714871.41
202311,2,Cardiovascular System,30392913.0,1075391982.0,133896130.45
202311,20,Dressings,465560.0,12464168.7,14714059.260000002
202311,21,Appliances,3230192.0,551296995.0,62867335.23
202311,22,Incontinence Appliances,219706.0,4051740.0,5554017.29
202311,23,Stoma Appliances,637041.0,60205122.9,35473943.28
202311,3,Respiratory System,6482688.0,129910485.0,100060120.91
202311,4,Central Nervous System,19606586.0,1333751510.6,134857807.13
202311,5,Infections,3733362.0,150576858.5,21202822.29
202311,6,Endocrine System,11393574.0,558111673.5,158639287.39
202311,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2875294.0,117055136.0,22203417.02
202311,8,Malignant Disease and Immunosuppression,386846.0,15505095.0,14430987.99
202311,9,Nutrition and Blood,5749091.0,3057643123.8,72334588.96000001
202312,1,Gastro-Intestinal System,9516458.0,726571481.0,65194416.60000001
202312,10,Musculoskeletal and Joint Diseases,2558480.0,166863427.0,11049940.78
202312,11,Eye,1278744.0,23292403.0,13749155.07
202312,12,"Ear, Nose and Oropharynx",905247.0,20708905.4,6444317.7
202312,13,Skin,2073042.0,366910819.5,22318417.4
202312,14,Immunological Products and Vaccines,882267.0,883268.0,11629513.34
202312,15,Anaesthesia,139683.0,3892223.5,2001875.6
202312,18,Preparations used in Diagnosis,11.0,9200.0,1610.0
202312,19,Other Drugs and Preparations,59809.0,22418771.0,887891.37
202312,2,Cardiovascular System,30376699.0,1080171909.0,137384155.52
202312,20,Dressings,412850.0,11587840.2,13484761.29
202312,21,Appliances,3110779.0,534876973.5,62775765.99
202312,22,Incontinence Appliances,213596.0,3986380.0,5525038.42
202312,23,Stoma Appliances,645472.0,60674176.6,37338991.11
202312,3,Respiratory System,6482048.0,129066986.5,101312884.72
202312,4,Central Nervous System,19455529.0,1332297304.0,136356494.27
202312,5,Infections,3917602.0,160530838.5,21777788.12
202312,6,Endocrine System,11369845.0,556945895.0,156997747.41
202312,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2823134.0,113723695.0,21323028.99
202312,8,Malignant Disease and Immunosuppression,387898.0,15643697.0,14636756.72
202312,9,Nutrition and Blood,5654127.0,2955273061.3,70499141.81
202401,1,Gastro-Intestinal System,9863003.0,753159207.0,64637859.63
202401,10,Musculoskeletal and Joint Diseases,2674223.0,175077715.0,11459063.57
202401,11,Eye,1319584.0,23998954.0,14458282.87
202401,12,"Ear, Nose and Oropharynx",961168.0,21673471.6,7907057.800000001
202401,13,Skin,2355538.0,404481991.32,25218962.07
202401,14,Immunological Products and Vaccines,532256.0,533524.0,7127084.71
202401,15,Anaesthesia,154105.0,4025693.5,2058044.25
202401,18,Preparations used in Diagnosis,6.0,4700.0,822.5
202401,19,Other Drugs and Preparations,59153.0,23188131.0,824158.94
202401,2,Cardiovascular System,31134497.0,1102136728.0,132453521.93
202401,20,Dressings,480010.0,12648479.5,15220326.07
202401,21,Appliances,3332612.0,596130975.5,64311851.38
202401,22,Incontinence Appliances,223344.0,4102397.0,5635991.800000001
202401,23,Stoma Appliances,648100.0,61547324.9,35356515.5
202401,3,Respiratory System,6625795.0,134411419.0,103155865.51
202401,4,Central Nervous System,20067650.0,1362977141.8,139267560.34
202401,5,Infections,4081250.0,158987450.5,21564281.68
202401,6,Endocrine System,11676056.0,572212002.0,158187904.6
202401,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2959468.0,120303101.0,22997325.3
202401,8,Malignant Disease and Immunosuppression,396897.0,15708410.0,15392013.28
202401,9,Nutrition and Blood,5882190.0,3117787808.9,74674789.59
202402,1,Gastro-Intestinal System,9253106.0,699823261.0,60023799.06
202402,10,Musculoskeletal and Joint Diseases,2522916.0,164655883.0,11225757.84
202402,11,Eye,1248908.0,22622436.0,13558922.53
202402,12,"Ear, Nose and Oropharynx",937897.0,20569920.7,7793632.73
202402,13,Skin,2201702.0,374143599.82,24073680.48
202402,14,Immunological Products and Vaccines,350459.0,351661.0,4726273.220000001
202402,15,Anaesthesia,152535.0,13387742.5,1935315.69
202402,18,Preparations used in Diagnosis,8.0,8500.0,1487.5
202402,19,Other Drugs and Preparations,56094.0,21582533.0,838995.7999999999
202402,2,Cardiovascular System,29422963.0,1038786610.0,124353992.03
202402,20,Dressings,435545.0,11521663.1,13815580.76
202402,21,Appliances,3124137.0,546989885.5,60955502.17
202402,22,Incontinence Appliances,205501.0,3767104.0,5207764.37
202402,23,Stoma Appliances,606286.0,57340890.9,32995649.28
202402,3,Respiratory System,6161789.0,126522400.0,96503412.48
202402,4,Central Nervous System,18857738.0,1276977077.0,131002964.93
202402,5,Infections,3761025.0,154747106.5,20707538.84
202402,6,Endocrine System,10969079.0,536638062.0,150156498.84
202402,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2782826.0,112048788.0,21655240.1
202402,8,Malignant Disease and Immunosuppression,370228.0,14718835.0,14254138.83
202402,9,Nutrition and Blood,5578557.0,2954412688.1,72740560.17999999
202403,1,Gastro-Intestinal System,9394425.0,711317678.0,61446032.89
202403,10,Musculoskeletal and Joint Diseases,2567872.0,167122085.0,11421264.17
202403,11,Eye,1280785.0,23388641.0,14023387.74
202403,12,"Ear, Nose and Oropharynx",963802.0,20665674.200000003,7962739.07
202403,13,Skin,2249333.0,383444385.94,24350745.26
202403,14,Immunological Products and Vaccines,307591.0,308539.0,4148199.2
202403,15,Anaesthesia,150921.0,23804205.5,1958036.78
202403,18,Preparations used in Diagnosis,7.0,7600.0,1330.0
202403,19,Other Drugs and Preparations,62325.0,21536853.0,933219.88
202403,2,Cardiovascular System,30080208.0,1064338863.0,126790281.99
202403,20,Dressings,416137.0,11158973.9,13305906.43
202403,21,Appliances,3166781.0,557074756.0,62112040.69
202403,22,Incontinence Appliances,208964.0,3814130.0,5298815.53
202403,23,Stoma Appliances,605485.0,56929071.8,33170945.93
202403,3,Respiratory System,6302746.0,131903674.0,98565182.48
202403,4,Central Nervous System,19139025.0,1293582447.8,132267579.91
202403,5,Infections,3761175.0,159592161.0,20552569.22
202403,6,Endocrine System,11204480.0,548655656.5,155223600.66
202403,7,"Obstetrics, Gynaecology and Urinary-Tract Disorders",2809152.0,112985295.0,21923440.94
202403,8,Malignant Disease and Immunosuppression,375507.0,14984626.0,14364170.11
202403,9,Nutrition and Blood,5667920.0,2923631717.5,72422467.13
202404,1,Gastro-Intestinal System,9755206.0,740142027.0,61780804.67999999
202404,10,Musculoskeletal and Joint Diseases,2670761.0,174066633.0,11448079.26
202404,11,Eye,1321795.0,24299790.5,14253843.52
202404,12,"Ear, Nose and Oropharynx",997196.0,20719161.1,8410675.129999999
202404,13,Skin,2356852.0,403194789.0,25787137.19
202404,14,Immunological Products and Vaccines,212654.0,213708.5,2925020.38
202404,15,Anaesthesia,150280.0,7816449.0,2096169.25
202404,18,Preparations used in Diagnosis,5.0,6000.0,1050.0
202404,19,Other Drugs and Preparations,60763.0,23295978.0,975141.5
202404,2,Cardiovascular System,31179304.0,1101678223.0,125014926.61
202404,20,Dressings,452653.0,12182500.5,14511599.8
202404,21,Appliances,3314712.0,592483359.0,65966844.45
202404,22,Incontinence Appliances,219743.0,4038297.0,5562221.48
