YEAR_MONTH,ORG_CODE,ORG_NAME,ITEMS,TOTAL_QUANTITY,NIC
202206,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2072675.0,195486577.9,18658614.91
202206,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1660761.0,105975081.2,26225219.69
202206,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1318382.0,101717596.0,11195079.71
202206,QVV,NHS DORSET INTEGRATED CARE BOARD,1278665.0,99192553.5,11315933.83
202206,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1953068.0,131850511.7,15161554.66
202206,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,5546741.0,431450879.5,44052541.31999999
202206,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1585468.0,113575192.6,12387535.17
202206,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1137978.0,93758817.6,11416516.69
202206,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,4971184.0,477237248.7000001,42673036.4
202207,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,3360598.0,249969177.4,27078833.72
202207,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2837837.0,180011415.5,20723700.7
202207,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1295877.0,501361860.8,18742456.47
202207,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1791598.0,116764447.2,16793402.76
202207,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1292999.0,99547998.0,11096882.49
202207,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1978265.0,205533864.7,18781350.85
202207,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,6741781.0,425669891.2,46396588.58
202207,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1675471.0,133842068.0,13742225.38
202207,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1911562.0,117986102.4,14879136.05
202207,QJK,NHS DEVON INTEGRATED CARE BOARD,2088541.0,153977079.4,17222505.96
202207,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1792423.0,112892513.9,12532101.93
202207,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1855842.0,141245628.3,14927247.73
202207,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2017159.0,163880023.4,17955695.57
202207,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2765690.0,447980721.4,28937990.58
202207,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2259226.0,152426962.6,18227850.34
202207,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2741125.0,231563947.3,21686898.08
202207,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1745665.0,153018656.0,15403107.16
202207,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2003237.0,133470111.1,14838242.44
202207,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2230521.0,189126957.5,19907544.9
202207,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,900263.0,70537800.6,8417394.19
202207,QNX,NHS SUSSEX INTEGRATED CARE BOARD,2668285.0,187931560.9,26782515.35
202207,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",800749.0,61127215.4,7336010.97
202207,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,5348711.0,458487192.5,48086709.84
202207,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3277669.0,228915505.8,25183374.99
202207,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1413882.0,97492304.6,11101053.32
202207,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1328832.0,80020543.9,9792553.09
202207,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1043138.0,56830871.9,9311909.64
202207,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2577141.0,212063625.0,24910717.23
202207,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3809817.0,279555146.31,30475316.84
202207,QSL,NHS SOMERSET INTEGRATED CARE BOARD,892554.0,62889954.8,7881371.98
202207,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2003742.0,146650193.9,20136760.28
202207,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,1106514.0,70277556.0,8415477.82
202207,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2254882.0,164009554.8,22046491.84
202207,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2096235.0,196398761.1,19116626.43
202207,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1689752.0,110008691.1,28925616.52
202207,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1320907.0,101686344.4,11363264.73
202207,QVV,NHS DORSET INTEGRATED CARE BOARD,1287249.0,100324535.7,11681681.17
202207,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1928896.0,131011876.4,15385611.49
202207,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,5539995.0,437829752.8,44710779.7
202207,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1572014.0,114576005.8,12558018.51
202207,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1140333.0,92282607.9,11621958.85
202207,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,4927064.0,476447921.4,43195217.13
202208,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,3427202.0,250099549.0,27684450.3
202208,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2946302.0,187049285.7,21711556.37
202208,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1334556.0,539574157.5,19710914.22
202208,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1822294.0,118720951.7,17339169.21
202208,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1302862.0,102162398.8,11322911.69
202208,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2015690.0,208682413.7,19370068.91
202208,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,6888202.0,436784160.9,47929368.31
202208,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1711222.0,137525355.5,14212100.49
202208,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1953531.0,120935381.2,15256277.66
202208,QJK,NHS DEVON INTEGRATED CARE BOARD,2109338.0,153583253.7,17504934.89
202208,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1822474.0,113667618.5,12808954.5
202208,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1918700.0,146014850.6,15537319.5
202208,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024317.0,164695766.4,18084515.11
202208,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2851107.0,464270794.9,30033271.46
202208,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2281814.0,155424506.9,18714187.7
202208,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2738523.0,232229533.4,21654694.72
202208,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1740601.0,150904182.4,15400896.27
202208,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2088139.0,135672634.1,15538938.97
202208,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2231715.0,186337436.3,19957210.7
202208,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,925521.0,72298698.1,8669599.94
202208,QNX,NHS SUSSEX INTEGRATED CARE BOARD,2721431.0,189982723.2,27448548.44
202208,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",805677.0,61464245.3,7441977.0
202208,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,5489566.0,467271437.8,50134665.96
202208,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3394376.0,237205167.9,26378500.81
202208,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1456884.0,100656231.5,11560454.51
202208,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1367861.0,81304906.7,10092236.85
202208,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1089017.0,59259659.9,9890643.38
202208,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2615105.0,215245835.4,25321937.73
202208,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3902869.0,284617399.79999995,31130101.22
202208,QSL,NHS SOMERSET INTEGRATED CARE BOARD,919908.0,64244869.5,8220782.42
202208,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2066805.0,149571160.3,21222833.24
202208,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,1132492.0,71795730.0,8644004.48
202208,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2281850.0,167252037.60000002,22578076.31
202208,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2118934.0,200624846.5,19738170.93
202208,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1689527.0,109048423.0,25923452.53
202208,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1343280.0,104031740.2,11758809.73
202208,QVV,NHS DORSET INTEGRATED CARE BOARD,1315621.0,102961487.3,11956454.04
202208,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1953400.0,132827009.9,15618109.64
202208,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,5643372.0,442844758.7,45947088.38
202208,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1639156.0,117380785.2,13163285.52
202208,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1149197.0,93064078.6,11778165.55
202208,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,5029699.0,485325317.6,44449415.42
202209,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,3415610.0,246540507.9,28247224.32
202209,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2899963.0,180377088.1,21780343.1
202209,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1320859.0,479491991.5,18807778.69
202209,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1858400.0,120302478.7,17845620.9
202209,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1304820.0,100388034.4,11578493.16
202209,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2045133.0,209116692.1,19986677.08
202209,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,6901904.0,432633342.3,49349075.85
202209,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1723601.0,137070441.2,14614001.17
202209,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1966921.0,119813388.3,15726815.23
202209,QJK,NHS DEVON INTEGRATED CARE BOARD,2113248.0,150921495.7,17880055.8
202209,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1829089.0,114053871.8,13105562.17
202209,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1915754.0,143943553.6,15856312.34
202209,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2032162.0,165967316.1,18611852.56
202209,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2799768.0,464129385.5,30052401.49
202209,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2293715.0,153890971.7,19112655.22
202209,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2841337.0,236655100.9,23426466.69
202209,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1763558.0,152219776.7,16041558.89
202209,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2053322.0,134332194.5,15585902.45
202209,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2222843.0,186124147.2,19673338.0
202209,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,943371.0,72961424.9,9103909.43
202209,QNX,NHS SUSSEX INTEGRATED CARE BOARD,2744533.0,188834073.7,27892426.340000004
202209,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",793078.0,59722039.0,7376767.49
202209,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,5534418.0,470547576.9,51413430.24
202209,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3323805.0,229318708.6,26243137.910000004
202209,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1446953.0,97614306.1,11610566.37
202209,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1366775.0,80558068.2,10322982.25
202209,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1098480.0,59292239.2,10273321.9
202209,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2657926.0,212002005.2,26191903.040000003
202209,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3903073.0,282865559.70000005,32335357.630000003
202209,QSL,NHS SOMERSET INTEGRATED CARE BOARD,895428.0,60969622.3,8141099.58
202209,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2060081.0,147089259.61,21449186.51
202209,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,1136914.0,70678765.9,8826884.8
202209,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2262399.0,162399522.8,22472238.49
202209,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2127225.0,196749475.7,20074286.86
202209,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1740062.0,112303371.4,29709690.2
202209,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1333229.0,100839540.5,12024544.01
202209,QVV,NHS DORSET INTEGRATED CARE BOARD,1315451.0,101224839.3,12303123.6
202209,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1978104.0,132226186.5,16193337.36
202209,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,5854107.0,444906138.3,48347555.27
202209,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1624139.0,118759267.3,13397106.16
202209,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1144222.0,91191704.0,11873217.32
202209,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,5075941.0,495587923.1,45819639.22
202210,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,3446228.0,245670278.0,29043648.31
202210,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,3002314.0,181877372.3,23032323.28
202210,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1413118.0,576415917.8,21532798.52
202210,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1894656.0,118159958.54,18582984.83
202210,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1374544.0,101788703.5,12529097.24
202210,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2034684.0,202062127.6,20082835.23
202210,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,7076728.0,429851372.2,51682116.870000005
202210,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1772123.0,132915975.3,15445678.5
202210,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2039508.0,119528303.9,16704765.65
202210,QJK,NHS DEVON INTEGRATED CARE BOARD,2239162.0,151766956.0,19790914.84
202210,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1896222.0,112869940.8,14237984.3
202210,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1965472.0,142574453.9,16573492.510000002
202210,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2115221.0,166339344.3,19505936.69
202210,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2964039.0,427437499.0,31437650.7
202210,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2392803.0,154131244.8,20380978.34
202210,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2850195.0,235776425.9,23397581.130000003
202210,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1829859.0,153190226.8,16566944.64
202210,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2149863.0,130909464.1,16988540.490000002
202210,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2261679.0,179162718.6,20696292.42
202210,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,961451.0,71598812.2,9278833.52
202210,QNX,NHS SUSSEX INTEGRATED CARE BOARD,2915165.0,192126256.3,30680018.58
202210,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",845811.0,60633425.7,8079788.9
202210,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,5542549.0,461714343.9,51019746.25
202210,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3525230.0,232225749.8,28772125.09
202210,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1549794.0,99433414.1,13030619.2
202210,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1397489.0,78878146.3,10835745.31
202210,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1153744.0,58987310.900000006,10878767.68
202210,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2762947.0,214173526.0,27762657.51
202210,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,3947327.0,279125262.2,32333022.25
202210,QSL,NHS SOMERSET INTEGRATED CARE BOARD,976769.0,62727830.400000006,9140365.05
202210,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2146202.0,146495350.7,22633629.07
202210,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,1164540.0,68618907.4,9439836.35
202210,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2426865.0,164562639.1,24404681.41
202210,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2141462.0,194915163.4,20539030.08
202210,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1787166.0,111014564.5,29433507.46
202210,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1407612.0,103382226.3,12741017.26
202210,QVV,NHS DORSET INTEGRATED CARE BOARD,1404852.0,101229553.1,13468254.04
202210,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2011853.0,131801613.1,16501891.83
202210,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,5805815.0,439837089.9,49262465.04
202210,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1704091.0,118647206.5,14360367.72
202210,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1265647.0,94879605.9,13420931.1
202210,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,5121558.0,481132923.9,46660359.73
202211,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,3548849.0,256460095.0,29693895.26
202211,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2997420.0,185783704.9,22801083.65
202211,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1408470.0,550823017.9,21050730.4
202211,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1881389.0,120160668.7,18415464.11
202211,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1365216.0,101790990.5,12172253.89
202211,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2094949.0,212857326.2,20505975.09
202211,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,7088855.0,441012828.2000001,51262613.45
202211,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1800565.0,140353779.1,15472456.43
202211,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2046454.0,123361493.2,16622261.43
202211,QJK,NHS DEVON INTEGRATED CARE BOARD,2220929.0,155263052.4,19239770.85
202211,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1882383.0,116169872.9,13869027.61
202211,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1958126.0,145921679.5,16228427.04
202211,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2114582.0,166560937.7,19363270.3
202211,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,2928805.0,464401787.1,31720113.61
202211,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2380489.0,156584780.8,20067784.82
202211,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2834152.0,234902553.0,23079139.9
202211,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1825589.0,158380207.1,16524908.55
202211,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,2153006.0,135157165.3,16736752.47
202211,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2346248.0,195336937.2,20968959.28
202211,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,976713.0,73666264.5,9504972.4
202211,QNX,NHS SUSSEX INTEGRATED CARE BOARD,2841411.0,192044015.1,29675159.05
202211,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",812383.0,60434679.4,7749677.68
202211,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,5603466.0,473261319.8,52244710.63
202211,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,3467876.0,238244918.6,27860245.87
202211,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",1522354.0,102586903.5,12535228.78
202211,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,1410992.0,82020588.9,10890096.18
202211,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,1155164.0,60784693.900000006,10756575.36
202211,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2772097.0,220111387.3,27795130.14
202211,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,4047831.0,292043872.0,33281619.16
202211,QSL,NHS SOMERSET INTEGRATED CARE BOARD,951698.0,63568527.3,8972055.67
202211,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,2108327.0,149537923.89999998,22226327.88
202211,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,1180117.0,72430485.4,9508953.25
202211,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",2379829.0,165115281.4,24185904.31
202211,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,2209287.0,204027897.7,20970092.89
202211,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1751464.0,111589494.5,28049363.08
202211,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1410106.0,105953385.1,12887321.420000002
202211,QVV,NHS DORSET INTEGRATED CARE BOARD,1352929.0,101313765.8,12782519.66
202211,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2035011.0,132988301.2,16693371.2
202211,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,5964314.0,457339376.5,50297082.7
202211,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1687288.0,120900186.1,14089014.21
202211,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1222658.0,96485648.3,12863461.35
202211,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,5174694.0,493590388.2,47023388.0
202212,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,3594386.0,256871155.2,30721269.42
202212,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,3062828.0,187129424.0,23615785.3
202212,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,1418301.0,473977681.9,20014461.200000003
202212,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1907630.0,122337385.5,18735891.55
202212,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1379693.0,102903459.6,12547895.05
202212,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2117468.0,212943591.1,21138490.21
202212,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,7125565.0,443487984.6,52231250.19
202212,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1819327.0,142834244.3,15800693.03
202212,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,2043145.0,123764700.6,16609088.88
202212,QJK,NHS DEVON INTEGRATED CARE BOARD,2201321.0,152305973.3,19097201.88
202212,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,1899617.0,115870038.9,14164238.48
